year,month,day,hour,min,sec,lon,lat,depth,mag
1977,4,13,16,26,58.02,175.4,-40.87,12,3.099
1977,4,18,10,30,40.08,178.14,-37.75,33,3.852
1977,4,19,2,13,37.33,178.44,-37.96,33,4.247
1977,4,25,19,42,41.77,168.69,-44.12,12,3.09
1977,4,26,15,22,23.61,178.18,-38.1,33,3.291
1977,4,26,16,52,42.62,166.69,-45.13,33,3.15
1977,4,29,20,6,55.76,166.64,-45.04,12,4.017
1977,4,29,21,23,24.88,169.47,-44.48,12,3.349
1977,4,30,2,21,46.76,174.99,-39.14,12,3.368
1977,4,30,17,38,5.1,168.51,-44.23,12,3.444
1977,4,30,18,33,50.86,177.68,-37.88,12,4.493
1977,5,2,20,45,11.23,177.49,-37.06,12,3.507
1977,5,5,2,20,5.75,173.74,-41.26,12,3.347
1977,5,7,8,44,14.07,177.94,-37.84,12,4.09
1977,5,11,0,51,4.42,167,-46,33,3.405
1977,5,11,2,41,58.2,171.73,-43.26,33,5.2
1977,5,11,3,28,30.51,171.88,-43.28,33,3.364
1977,5,12,4,1,6.72,166.8,-45.42,12,3.258
1977,5,12,16,42,25.37,168.24,-44.52,12,4.68
1977,5,13,10,53,18.04,175.18,-40.42,33,3.361
1977,5,15,5,28,9.43,166.17,-44.84,33,4.082
1977,5,18,4,11,50.17,175.93,-37.59,12,4.364
1977,5,20,21,30,23.81,172.37,-40.89,12,3.424
1977,5,21,4,54,7.73,167.3,-44.98,12,3.586
1977,5,21,5,44,0.63,177.74,-36.83,12,4.136
1977,5,22,14,28,3.01,172.75,-42.59,12,3.645
1977,5,22,15,23,16.75,176.74,-37.8,12,3.859
1977,5,23,18,59,57.02,167.7,-44.95,33,3.728
1977,5,28,1,46,7.2,177.57,-38.97,12,3.762
1977,5,28,20,1,6.23,173.66,-41.96,12,3.385
1977,5,28,22,3,43.63,175.28,-39.24,12,3.099
1977,5,30,12,37,49.4,176.14,-39.66,33,3.15
1977,5,31,18,50,56.86,176.81,-37.88,12,5.18
1977,6,1,5,55,20.95,175.61,-39.55,12,4.06
1977,6,2,0,44,13.68,175.42,-41.59,12,3.589
1977,6,2,11,12,11.53,175.12,-39.19,12,3.788
1977,6,4,17,25,1.63,177.78,-39.32,33,4.787
1977,6,5,17,37,4.04,177.17,-39.63,12,3.589
1977,6,7,0,7,23.27,173.96,-41.24,12,4.349
1977,6,8,9,40,57.57,178.57,-38.06,12,3.227
1977,6,10,3,4,6.17,175.25,-39.27,12,3.099
1977,6,12,1,35,12,174.96,-40.98,33,3.872
1977,6,13,23,5,46.62,174.73,-40.13,33,3.711
1977,6,19,1,3,31.4,177.76,-36.77,12,4.149
1977,6,19,8,44,26.62,167.49,-45.02,12,3.418
1977,6,20,9,56,53.13,177.78,-37.49,29,4.068
1977,6,23,4,34,41.49,174.37,-42,12,3.474
1977,6,24,19,49,1.61,176.3,-39.62,33,3.138
1977,6,25,22,35,36.41,174.8,-40.04,12,3.38
1977,6,26,2,14,25.94,173.97,-40.58,12,3.526
1977,7,2,3,32,25.9,179.36,-37.36,33,3.849
1977,7,2,13,12,17.86,173.99,-41.03,12,3.012
1977,7,4,6,27,44,177.39,-37.84,33,3.414
1977,7,5,8,51,42.37,167.36,-45.44,33,4.003
1977,7,7,5,1,39.89,177.01,-38.36,33,3.278
1977,7,8,11,40,8.4,173.33,-41.59,12,3.548
1977,7,9,1,36,10.18,167.15,-45.32,12,3.66
1977,7,11,15,40,59.35,177.94,-39.39,12,3.844
1977,7,14,13,38,3.46,174.79,-39.16,12,3.496
1977,7,15,10,53,9.21,168.04,-44.59,12,3.231
1977,7,15,22,12,11.46,177.15,-40.21,20,4.017
1977,7,17,3,27,1.91,167.26,-46.07,33,3.405
1977,7,17,6,27,9.85,176.13,-38.79,12,3.041
1977,7,22,1,37,53.35,178.32,-38.41,12,3.915
1977,7,22,20,5,48,173.31,-41.49,33,3.469
1977,7,29,6,28,10.7,172.16,-41.18,12,3.591
1977,7,29,10,32,26.1,167.29,-45.25,12,3.14
1977,7,30,17,35,18.59,173.6,-39.53,12,3.211
1977,7,31,14,12,39.88,174.22,-40.63,33,3.235
1977,8,1,0,54,56.78,176.4,-39.7,12,3.711
1977,8,6,2,36,48.3,173.54,-39.46,12,3.621
1977,8,10,0,36,10.41,177.03,-40.5,12,3.431
1977,8,14,1,6,6.27,177.21,-39.21,12,3.58
1977,8,15,6,37,34.53,173.64,-42.54,33,3.168
1977,8,15,20,32,13.7,179.44,-37.53,33,3.915
1977,8,16,13,26,20.18,175.06,-39.98,33,3.209
1977,8,19,13,15,20,174.4,-40.44,12,4.04
1977,8,24,3,52,32.4,175.29,-39.18,12,3.474
1977,8,29,7,54,41.43,174.71,-40.15,12,3.201
1977,8,29,12,6,25.1,179.56,-38.39,33,3.531
1977,8,29,16,54,41.99,175.56,-38.77,12,4.068
1977,8,31,6,12,45.59,165.28,-46.18,33,3.643
1977,8,31,22,24,7.1,174.01,-38.74,12,4.272
1977,9,1,0,11,57.27,178.66,-37.6,33,3.303
1977,9,1,19,23,8.48,174.79,-40.04,12,3.456
1977,9,2,4,34,10.54,176.68,-37.79,0,3.405
1977,9,4,13,27,58.81,167.57,-44.83,6,3.466
1977,9,5,12,52,19.92,177.25,-38.65,12,3.36
1977,9,7,21,1,57.4,172.4,-41,12,3.4
1977,9,9,3,45,58.15,172.69,-41.27,33,4.144
1977,9,9,5,22,55.57,168.25,-45.26,12,3.711
1977,9,9,17,35,47.1,179.27,-38.39,12,3.368
1977,9,11,9,32,37.99,167.57,-44.59,12,3.405
1977,9,12,10,49,29.3,179.31,-38.41,12,4.606
1977,9,12,18,48,13.05,175.48,-41.21,12,3.96
1977,9,14,17,15,7.95,175.12,-39.34,12,3.118
1977,9,15,9,43,29.66,173.97,-39.31,12,3.181
1977,9,15,14,39,50.94,176.53,-40.32,12,3.042
1977,9,15,19,58,59.33,166.66,-46.45,12,3.14
1977,9,17,17,17,26.25,171.03,-42.96,12,3.589
1977,9,26,23,16,17.85,167.44,-45.16,33,3.482
1977,9,29,19,5,57.28,176.35,-38.49,12,3.387
1977,10,4,9,32,24.61,167.66,-44.52,12,3.976
1977,10,4,10,20,36.92,169.78,-44.6,5,3.63
1977,10,5,18,3,12.86,174.91,-41.06,12,3.378
1977,10,6,0,38,20.11,166.06,-46.24,12,3.677
1977,10,6,18,19,50.4,166.05,-47.2,33,3.635
1977,10,7,16,33,36.83,166.48,-45.48,12,3.252
1977,10,10,2,18,36.2,168.03,-44.28,12,3.546
1977,10,10,14,45,11.06,176.96,-36.7,33,3.584
1977,10,11,11,23,15.1,179.34,-38.34,33,3.391
1977,10,12,5,27,49.23,175.25,-39.24,30,3.38
1977,10,16,1,28,26.86,175.59,-39.49,7,3.174
1977,10,18,20,58,0.5,174.36,-40.4,33,3.888
1977,10,19,9,40,56.01,176.38,-37.49,12,3.349
1977,10,26,1,3,39.8,170.7,-43.27,12,4.823
1977,10,26,20,46,36.04,174.11,-40.95,12,3.628
1977,10,28,9,32,41.7,169.26,-44.5,12,3.233
1977,10,30,0,57,42.27,176.89,-39.62,33,4.707
1977,10,30,20,47,5.6,173.43,-41.52,33,3.903
1977,11,3,16,56,33.55,174.9,-40.41,12,3.368
1977,11,5,14,7,37.22,171.52,-43.61,12,3.58
1977,11,7,5,59,37.26,177.03,-37.33,12,4.296
1977,11,8,20,22,13.55,177.16,-39.75,33,3.313
1977,11,10,2,4,13.37,175,-41.68,33,3.242
1977,11,11,14,28,26.03,174.92,-40.1,12,3.854
1977,11,11,17,17,11.58,176.77,-37.83,0,4.09
1977,11,15,18,25,19.36,177.1,-37.57,33,3.286
1977,11,16,6,1,28.88,176.85,-37.83,0,3.201
1977,11,16,7,33,48.27,176.75,-40.06,12,3.38
1977,11,21,11,17,44.8,176.73,-39.93,12,3.125
1977,11,22,0,5,2.5,171.88,-41.68,12,3.796
1977,11,25,12,5,10.8,177.69,-36.7,12,4.197
1977,11,26,12,0,15.35,177.29,-40.07,12,3.488
1977,11,26,18,16,27.17,167.3,-45.62,12,3.813
1977,11,28,3,12,20.94,176.55,-40.3,12,3.442
1977,11,30,3,23,52.04,176.53,-38.05,12,3.395
1977,11,30,11,0,53.28,177.26,-39.59,12,3.602
1977,11,30,23,0,8.56,176.25,-40.4,12,3.13
1977,12,1,7,40,30.5,176.87,-37.93,6,3.122
1977,12,3,18,11,15.71,176.47,-40.29,12,3.28
1977,12,4,1,44,52.01,176.86,-37.89,5,3.839
1977,12,5,5,21,4.3,176.83,-40.28,12,4.034
1977,12,6,4,16,39.53,176.59,-37.74,12,3.111
1977,12,7,1,15,42.2,176.5,-40.25,12,3.461
1977,12,11,5,32,2.6,173.85,-42.49,12,3.609
1977,12,11,19,37,51.8,176.68,-40.05,33,3.932
1977,12,15,22,4,45.34,171.6,-42.76,12,4.566
1977,12,16,9,56,50.11,175.08,-39.13,12,3.598
1977,12,18,5,33,50.52,179.01,-37.25,33,3.572
1977,12,21,3,38,0.13,175.64,-41.05,12,3.619
1977,12,22,18,59,31.96,172.43,-41.08,12,3.648
1977,12,24,14,30,17.1,179.29,-37.52,33,3.526
1977,12,25,18,17,53.13,174.1,-41.08,33,3.383
1977,12,26,5,59,41,171.33,-43.48,12,3.654
1977,12,27,18,47,55.8,170.84,-43.43,12,3.757
1977,12,29,10,30,21.51,168.65,-44.07,12,3.681
1977,12,30,8,2,55.8,171.67,-42.7,12,4.296
1978,1,1,2,23,34.68,175.13,-41.52,23,3.936
1978,1,2,17,13,56.1,175.69,-40.63,12,3.201
1978,1,3,17,46,58.61,176.72,-37.89,5,3.262
1978,1,7,2,55,42.45,169.02,-46.25,12,3.405
1978,1,10,0,11,47.38,177.21,-40.4,12,4.147
1978,1,11,8,32,38.7,170.9,-43.33,12,3.283
1978,1,12,7,48,48.84,174.253,-41.529,23.5,3.2
1978,1,16,20,50,2.19,172.17,-41.73,12,3.168
1978,1,18,9,54,31.09,172.74,-42.65,33,5.461
1978,1,21,0,32,56.25,173.89,-40.8,33,3.405
1978,1,21,12,36,57.75,172.4,-41.34,0,3.736
1978,1,22,10,58,41.38,178.62,-38,12,3.684
1978,1,25,17,1,32.1,178.22,-36.77,33,4.635
1978,1,29,3,27,46.69,174.04,-40.87,12,3.618
1978,1,30,19,35,40.82,168.83,-44.24,12,4.694
1978,2,4,8,57,18.1,171.09,-43.24,33,3.235
1978,2,5,7,41,22.4,176.78,-40.43,12,3.174
1978,2,6,22,28,22.1,175.79,-40.43,33,3.516
1978,2,7,2,41,54.88,178.74,-37.98,12,4.527
1978,2,9,7,14,56.5,176.38,-37.96,12,3.117
1978,2,13,9,35,17.29,176.29,-38.89,12,3.225
1978,2,14,3,14,14.54,174.664,-41.596,31.9,3.175
1978,2,14,14,58,25.11,168.83,-43.65,12,3.75
1978,2,16,8,27,58.1,174.37,-40.5,33,3.82
1978,2,16,11,31,0.11,174.11,-41.64,12,3.65
1978,2,16,21,48,38.4,176.12,-39.92,33,4.082
1978,2,17,10,24,14.1,176.1,-38.03,12,3.201
1978,2,19,23,30,46.85,176.21,-39.09,33,3.787
1978,2,21,23,38,8.45,169.49,-45.5,12,3.507
1978,2,22,2,3,40.3,170.46,-43.14,12,3.721
1978,3,1,4,47,18.31,179.22,-37.93,12,4.024
1978,3,1,22,47,2.83,167.7,-44.24,12,3.435
1978,3,2,21,55,22,175.21,-39.74,12,3.222
1978,3,4,8,27,42,175.85,-40.67,12,3.074
1978,3,6,4,49,48.54,173.93,-40.01,12,3.246
1978,3,6,14,21,15.9,177.4,-37.41,12,3.529
1978,3,8,22,21,39.94,167.63,-44.97,33,4.097
1978,3,9,9,22,51.51,177.8,-36.84,12,4.012
1978,3,9,19,5,20.8,177.54,-39.17,12,3.991
1978,3,11,23,10,29.64,175.29,-40.25,12,3.34
1978,3,14,22,36,5.9,176.26,-38.3,12,3.19
1978,3,16,17,4,0.6,173.19,-39.96,12,3.157
1978,3,17,2,23,33,167.37,-44.99,12,3.333
1978,3,21,18,55,23,168.63,-44.62,12,3.031
1978,3,23,11,21,59.32,172.63,-42.58,12,4.009
1978,3,24,12,55,45,178.04,-36.76,33,4.408
1978,3,25,17,12,23.4,171.97,-42.75,3,3.49
1978,3,27,16,5,16,170.6,-45.15,12,3.507
1978,3,29,8,55,59,175.03,-40.66,12,3.419
1978,3,31,13,5,59.41,178.38,-38.38,12,3.874
1978,4,1,17,19,20.68,170.77,-43.25,12,3.464
1978,4,2,2,58,43.59,178.77,-38.17,12,3.281
1978,4,2,19,40,17.7,177.49,-39.3,12,3.35
1978,4,3,10,20,59.69,168.99,-44.14,12,3.372
1978,4,4,11,41,32.01,178.93,-38.82,12,3.192
1978,4,5,5,34,22.62,175.48,-40.5,12,3.565
1978,4,11,16,52,39.2,168,-44.96,12,3.643
1978,4,14,22,56,20.2,174.56,-41.78,33,3.201
1978,4,20,10,5,8.3,165.91,-47.22,33,3.966
1978,4,21,8,2,10.7,172.29,-41.02,12,3.428
1978,4,21,22,53,41.53,166.53,-46.16,12,3.487
1978,4,29,19,47,11.9,174.93,-40.14,12,3.637
1978,5,1,22,5,13.42,174.35,-39.05,22,3.463
1978,5,3,14,54,6,176.7,-38.04,12,3.822
1978,5,3,16,39,35.5,172.61,-41.18,12,3.648
1978,5,4,1,44,40.36,176.96,-39.39,33,3.442
1978,5,4,8,26,47.1,177.16,-39.48,33,4.604
1978,5,5,17,15,53.23,176.77,-37.98,10,3.881
1978,5,6,1,39,0.18,172.77,-43.49,25,3.507
1978,5,7,10,1,12.01,173.84,-39.25,25,3.854
1978,5,7,18,56,15.3,177.5,-37.93,33,4.047
1978,5,8,22,39,58.53,177.14,-39.76,33,3.702
1978,5,13,3,47,40.1,174.29,-41.99,12,3.654
1978,5,13,23,35,28.84,178.04,-38.39,33,3.805
1978,5,14,17,36,1.79,176.81,-36.87,12,3.609
1978,5,15,11,15,6.5,172.57,-42.57,6,3.446
1978,5,15,11,37,11.1,174.21,-42.11,7,3.877
1978,5,15,20,33,57.5,174.34,-36.07,9,3.639
1978,5,18,23,21,23.8,176.73,-38.01,12,3.805
1978,5,19,23,58,3.3,168.16,-44.85,12,3.117
1978,5,20,0,25,22.62,167.12,-45.18,24,3.521
1978,5,20,11,49,53.3,174.7,-35.84,12,3.031
1978,5,22,4,19,46.81,171.93,-43.17,12,3.14
1978,5,23,7,3,15.48,168.6,-44.34,12,3.854
1978,5,24,14,19,19.3,175.17,-41.56,12,3.721
1978,5,24,19,31,33.84,175.33,-39.08,0,3.801
1978,6,1,17,8,38,178.53,-38.98,33,3.496
1978,6,5,13,43,19.3,167.49,-44.52,12,3.938
1978,6,6,3,8,43.9,177.3,-39.24,33,3.87
1978,6,6,4,38,25,175.3,-39.94,12,3.531
1978,6,6,5,44,10.37,168.3,-44.09,12,3.58
1978,6,7,4,56,40.5,177.12,-39.19,12,3.384
1978,6,9,7,53,0.6,166.96,-45.22,12,3.117
1978,6,12,11,35,35.45,172.97,-42.32,12,4.657
1978,6,14,1,35,0.15,168.53,-44.22,12,3.89
1978,6,15,12,26,13.6,167.82,-44.55,12,3.456
1978,6,20,23,10,39.59,178.91,-37.48,33,3.372
1978,6,22,17,54,37.8,166.58,-45,33,4.221
1978,6,22,21,0,22.99,166,-45.95,33,3.936
1978,6,24,20,38,41.9,173.57,-39.55,12,3.405
1978,6,27,22,33,32.44,177.46,-37.74,33,3.684
1978,6,29,1,52,15.8,172.68,-43.74,12,4.092
1978,7,4,9,2,13.74,177.89,-36.66,12,4.473
1978,7,5,8,32,15.9,174.04,-40.95,33,3.314
1978,7,7,23,59,3.7,170.46,-45.14,12,3.874
1978,7,8,17,53,22.02,177.2,-39.44,33,3.901
1978,7,9,11,28,50.5,168.89,-44.19,12,4.136
1978,7,11,21,50,20.4,166.2,-46.38,12,3.89
1978,7,15,19,35,39.45,176.72,-37.98,12,3.568
1978,7,17,4,35,20.89,173.03,-42.29,0,4.09
1978,7,18,0,33,30.5,174.2,-41.68,12,3.731
1978,7,18,7,44,13.55,175.41,-39.16,6,3.155
1978,7,20,17,25,30.46,167.08,-45.26,12,4.996
1978,7,20,22,0,14.39,175.3,-39.83,33,3.367
1978,7,23,6,3,10.1,168.75,-44.52,12,3.541
1978,7,23,18,5,48.6,175.58,-40.37,33,3.311
1978,7,24,20,42,6.1,177.53,-37.67,33,3.143
1978,7,25,1,39,55.38,166.35,-46.31,33,3.354
1978,7,25,11,37,41.7,179.34,-37.66,33,3.428
1978,7,27,21,16,32.2,167.83,-44.31,12,3.15
1978,7,28,11,37,51.2,177.08,-38.38,12,3.084
1978,8,2,7,43,37.72,177.75,-39.12,33,3.217
1978,8,3,4,25,9.33,174.75,-39.09,12,3.099
1978,8,3,14,13,54.27,174.79,-40.08,33,3.257
1978,8,4,1,41,53,175.88,-40.54,33,3.47
1978,8,4,11,59,19.2,167.46,-44.8,33,3.405
1978,8,4,15,33,51.23,171.85,-41.64,12,4.06
1978,8,5,20,18,57.45,177.29,-38.77,33,3.231
1978,8,16,15,9,2.91,173.75,-39.21,12,3.578
1978,8,17,19,36,0.79,178.31,-37.86,12,3.474
1978,8,19,22,45,59.07,176.65,-38.79,5,3.178
1978,8,23,0,43,37.74,172.29,-41.36,12,3.329
1978,8,24,23,26,52.02,177.97,-38.99,28,3.762
1978,8,27,0,41,42.5,173.97,-41.974,24.8,3.048
1978,8,27,18,44,18.44,174.6,-38.71,33,3.031
1978,8,30,8,9,36.7,172.86,-42.97,12,3.615
1978,9,3,3,37,25.6,165.85,-46.78,12,3.992
1978,9,3,7,34,17.78,176.77,-37.46,12,3.176
1978,9,3,17,50,12.2,174.98,-40.16,12,3.215
1978,9,4,9,22,49.44,178.24,-38.03,33,3.09
1978,9,5,14,54,36.1,177.06,-38.36,12,3.34
1978,9,6,8,22,55.54,174.583,-41.191,39.7,3.15
1978,9,13,16,11,13.14,166.66,-46.41,33,3.528
1978,9,14,5,39,25.4,176.69,-39.61,33,3.238
1978,9,15,13,5,29.3,173.05,-42.07,12,3.487
1978,9,15,22,35,48.55,178.88,-37.95,12,4.232
1978,9,17,14,18,44.4,175.38,-40.92,12,3.415
1978,9,17,18,31,41.99,173.61,-39.48,12,3.72
1978,9,18,16,39,8.07,178.1,-38.75,33,3.183
1978,9,22,7,26,29.37,175.95,-37.7,33,3.995
1978,9,22,19,42,9.3,166.19,-46.61,12,3.219
1978,9,24,12,33,59,174.67,-41.17,33,3.617
1978,9,28,22,54,15.48,176.55,-38.1,4,3.331
1978,9,29,8,25,27.91,177.64,-37.26,33,3.337
1978,10,7,22,24,23.6,178.25,-40.08,33,3.615
1978,10,9,0,16,15.7,174.98,-40.12,12,3.462
1978,10,10,10,47,20.2,176.39,-37.65,12,3.885
1978,10,13,4,52,34.6,178.6,-37.88,33,3.391
1978,10,13,9,45,40.15,179.14,-37.81,33,3.413
1978,10,14,6,1,47.3,168.23,-44.59,12,3.507
1978,10,18,15,50,18.71,178.05,-38.56,33,3.783
1978,10,20,23,5,28,170.78,-45.04,12,3.048
1978,10,21,13,28,45.25,174.48,-41.52,23,4.105
1978,10,27,11,15,58.5,177.81,-38.84,33,4.207
1978,10,31,0,43,20.4,176.81,-40.46,12,4.023
1978,10,31,2,4,23.09,173.79,-41.9,12,3.609
1978,11,5,10,11,27.1,168.42,-44.61,12,3.813
1978,11,5,14,31,47.3,167.56,-44.94,12,3.469
1978,11,9,2,17,14.54,175.32,-39.03,12,3.214
1978,11,10,12,59,53.9,165.33,-46.06,12,3.622
1978,11,10,18,4,2.66,175.21,-39.22,12,3.21
1978,11,15,3,0,22.54,176.77,-38.11,12,4.072
1978,11,15,18,5,3.89,176.76,-37.73,12,3.745
1978,11,16,0,33,48.69,168.12,-44.38,0,3.684
1978,11,16,4,16,57.81,176.52,-40.22,12,3.636
1978,11,17,18,25,54.84,178.76,-37.34,12,3.366
1978,11,22,3,30,24.8,175.23,-39.25,12,3.232
1978,11,22,20,17,12.02,175.143,-40.963,27.2,3.017
1978,11,23,2,14,43.27,174.98,-40.07,26,3.383
1978,11,24,10,33,9.4,174.9,-39.25,12,3.361
1978,11,30,21,46,38.7,174.12,-41.72,8,3.903
1978,12,5,18,16,17.45,167.25,-44.93,12,3.27
1978,12,6,7,38,41.7,172.6,-40.9,12,3.423
1978,12,8,1,50,36.98,166.06,-47.34,33,4.323
1978,12,8,14,46,55.5,174.1,-41.35,33,3.779
1978,12,9,0,8,41.21,172.71,-40.91,12,3.439
1978,12,9,21,15,34.8,168.01,-44.5,12,3.558
1978,12,10,9,58,58.18,175.86,-40.65,33,3.456
1978,12,10,14,58,43,177.37,-39.86,22,3.682
1978,12,17,15,37,40.3,170.08,-44.15,3,4.364
1978,12,20,0,41,19.42,176.8,-39.24,12,3.089
1978,12,25,5,54,30.3,167.91,-44.34,12,3.521
1978,12,30,12,36,17.7,178.09,-39.01,12,4.071
1978,12,30,20,25,45.1,172.02,-42.05,12,3.456
1978,12,31,17,26,49.94,169.48,-43.63,12,3.791
1979,1,2,19,11,50.02,175.64,-40.89,7,3.45
1979,1,6,20,2,14.66,177.22,-37.09,33,3.728
1979,1,7,4,1,32.68,173.14,-41.56,33,4.561
1979,1,7,15,2,43.5,175.16,-39.23,12,3.772
1979,1,8,9,43,39.19,176.08,-38.63,0,3.162
1979,1,10,10,2,33.2,175.03,-41.54,33,4.04
1979,1,13,6,14,35.1,174.23,-41.44,33,4.62
1979,1,15,15,51,3.2,176.96,-37.33,12,3.945
1979,1,15,19,36,17.13,174.92,-40.14,12,3.388
1979,1,17,13,53,20.82,176.34,-37.68,12,3.801
1979,1,17,23,9,36.35,176.55,-38.22,12,3.133
1979,1,18,8,12,7.51,178.71,-36.85,12,4.231
1979,1,18,10,10,19.3,176.65,-40.26,33,4.025
1979,1,19,4,32,55.8,171.88,-43.25,12,3.915
1979,1,22,0,20,38,170.33,-45.08,12,3.801
1979,1,23,0,58,12.03,175.748,-40.878,29.4,3.252
1979,1,23,14,52,51.5,174.98,-39.2,12,3.368
1979,1,24,17,30,5.6,176.03,-38.52,11,3.15
1979,1,24,19,42,59,178.02,-39.11,12,3.841
1979,1,26,19,33,47.8,175.01,-39.48,30,3.278
1979,1,27,5,10,18.4,175.32,-39.28,33,3.394
1979,1,27,18,43,4.7,167.38,-45.05,33,3.117
1979,1,28,19,12,38.5,174.72,-40.74,12,3.584
1979,1,30,10,2,46.2,173.73,-39.58,33,3.314
1979,1,31,12,42,2.82,168.62,-44.19,12,3.219
1979,2,2,8,55,42,177.98,-38.53,12,3.235
1979,2,3,4,20,55.4,166.78,-45.28,12,3.498
1979,2,3,9,7,17.3,166.06,-45.89,12,3.394
1979,2,3,23,13,46.3,177.19,-37.94,33,3.578
1979,2,6,17,29,4,179.53,-37.69,12,3.833
1979,2,9,4,42,27.01,176.9,-38.03,12,3.947
1979,2,9,20,0,17.4,174.87,-39.29,12,3.496
1979,2,11,19,6,57.97,170.217,-44.373,9.1,3.015
1979,2,12,12,25,17.09,168.45,-45.84,12,3.303
1979,2,17,1,26,27.7,174.708,-41.085,32.3,3.214
1979,2,17,3,29,39.06,177.1,-37.51,12,3.507
1979,2,17,22,32,58.6,175.09,-40.05,12,3.915
1979,2,19,19,6,46.8,171.43,-43.34,12,3.281
1979,2,20,0,54,22.3,178.52,-37.73,33,4.111
1979,2,24,22,14,39.7,170.74,-43.19,12,3.272
1979,2,26,6,26,55.1,175.042,-41.039,27.6,3
1979,2,26,11,16,5.78,178.05,-37.36,12,3.847
1979,2,26,14,42,30.43,177.08,-40.37,12,3.456
1979,3,1,3,44,47.07,175.02,-40.08,12,3.541
1979,3,1,11,17,4.67,177.78,-38.73,33,3.219
1979,3,2,2,7,10.05,175.848,-41.417,29.3,3.252
1979,3,2,14,15,7.13,175.66,-41.48,22,3.525
1979,3,4,8,0,52.71,175.81,-41.44,21,3.469
1979,3,6,22,48,10.6,167.88,-44.37,12,3.048
1979,3,9,13,9,39.48,174.83,-40.12,12,3.292
1979,3,9,14,6,58.31,174.311,-41.572,28.5,3.033
1979,3,11,15,27,30.67,166.06,-45.53,33,3.552
1979,3,13,3,41,31.53,173.5,-42.06,33,3.333
1979,3,15,22,59,34.3,172.34,-42.82,12,4.037
1979,3,18,20,22,18.9,165.93,-45.97,12,3.711
1979,3,20,2,52,42.8,176.36,-39.99,12,4.078
1979,3,23,0,23,32.7,171.58,-41.88,12,3.564
1979,3,24,17,31,25.35,179.17,-37.4,12,3.701
1979,3,24,21,6,50.5,171.63,-41.94,12,5.1
1979,3,25,2,44,11.2,179.28,-38.02,33,3.431
1979,3,27,19,48,42.48,167.02,-45.31,12,4.073
1979,3,29,13,16,22.32,175.39,-39.64,12,3.497
1979,3,30,5,23,49.9,171.88,-42.42,12,3.528
1979,4,2,20,30,24.78,166.91,-46.21,12,3.041
1979,4,5,10,39,4.39,175.29,-39.25,32,3.15
1979,4,5,12,54,10.5,176.19,-41.02,33,3.13
1979,4,7,2,16,50.92,171.9,-42.02,12,3.992
1979,4,7,13,36,18.3,177.93,-38.91,33,4.425
1979,4,8,14,35,50.75,173.34,-41.95,12,3.227
1979,4,9,2,47,26.8,172.93,-42.47,12,3.584
1979,4,10,14,25,30.6,177.17,-38.34,33,4.196
1979,4,10,22,26,53.16,174.41,-41.02,33,3.252
1979,4,11,9,51,40.73,166.38,-46.48,12,3.635
1979,4,12,19,17,27,171.98,-41.68,12,3.303
1979,4,13,10,16,19.14,176.92,-38.33,12,3.66
1979,4,14,20,22,51.41,171.21,-43.6,12,3.15
1979,4,18,13,37,3.4,169.05,-43.83,12,3.201
1979,4,18,13,53,26.74,167.77,-44.45,12,3.391
1979,4,18,17,12,57.29,170.72,-43.66,12,3.107
1979,4,19,18,1,9.78,176.93,-37.7,12,5
1979,4,21,2,58,12.01,174.9,-40.16,12,3.895
1979,4,21,11,56,14.7,176.86,-39.3,12,3.108
1979,4,22,19,44,23.2,177.4,-39.35,12,4.782
1979,4,23,12,3,5.64,168.56,-44.53,33,3.546
1979,4,23,18,5,16.7,173.93,-42.16,12,3.575
1979,4,24,13,48,31.23,173.04,-41.88,12,3.461
1979,4,28,20,47,34.9,168.13,-44.57,12,3.303
1979,5,3,9,27,30.27,177.71,-38.89,33,4.469
1979,5,4,21,5,52.05,175.24,-39.19,12,3.971
1979,5,4,23,38,57.4,173.77,-41.19,33,3.554
1979,5,5,2,25,9.9,177.83,-37.22,33,4.657
1979,5,15,9,51,30.18,178.11,-37.66,12,3.375
1979,5,16,10,45,15.6,169.57,-44.65,12,3.117
1979,5,17,7,13,14.71,167.37,-45.44,12,3.376
1979,5,18,8,41,18,173.05,-42.6,33,3.424
1979,5,19,4,47,16.43,176.87,-36.45,33,4.578
1979,5,22,4,58,54.31,179.49,-37.08,33,3.844
1979,5,22,13,25,44.4,174.18,-40.16,33,3.15
1979,5,23,20,36,29.7,167.57,-45.17,12,3.066
1979,5,28,22,48,37.68,175.53,-39.13,12,3.478
1979,5,30,8,48,59,178.8,-37.97,12,4.347
1979,5,30,9,27,10,175.19,-39.26,12,3.349
1979,5,31,0,25,34.3,177.33,-38.31,12,3.347
1979,6,1,23,41,40.73,165.59,-45.11,12,5.027
1979,6,2,1,2,48.82,171.66,-42.88,12,3.252
1979,6,4,17,53,11.1,173.78,-41.06,33,3.456
1979,6,5,12,58,13.98,175.04,-39.2,12,4.094
1979,6,8,3,59,4.4,168.02,-44.11,12,4.165
1979,6,8,19,8,26.8,171.53,-41.92,12,3.431
1979,6,9,0,38,56.2,175.38,-39.11,12,3.201
1979,6,9,19,7,32.89,167.08,-46.26,12,3.171
1979,6,10,0,2,17.51,174.446,-41.046,36.3,3.12
1979,6,13,19,16,29.5,174.16,-41.99,12,4.086
1979,6,15,4,48,48.3,176.69,-40.55,12,4.328
