year,month,day,hour,min,sec,lon,lat,depth,mag
1998,8,19,6,16,21.878,175.703,-39.524,5,3.079
1998,8,19,7,16,12.969,168.038,-44.403,5,3.157
1998,8,20,15,19,50.354,176.413,-40.694,26.545,3.315
1998,8,21,5,53,2.959,166.055,-45.261,12,3.106
1998,8,22,5,24,51.848,169.133,-43.907,5,3.025
1998,8,23,5,2,51.499,173.206,-42.519,12,3.496
1998,8,24,16,39,11.1,173.955,-42.09,17.346,3.078
1998,8,25,6,24,1.724,177.971,-39.032,31.702,3.76
1998,8,26,8,54,44.038,174.684,-40.467,25.084,3.088
1998,8,27,5,25,5.812,177.002,-39.442,13.745,3.073
1998,8,27,18,4,24.89,178.479,-38.502,27.722,3.386
1998,8,28,6,11,55.756,172.245,-41.456,12,3.023
1998,8,28,12,50,6.453,179.276,-37.445,12,3.038
1998,8,28,20,18,53.414,172.46,-43.438,18.171,3.43
1998,8,29,2,16,9.572,173.504,-39.411,16.924,4.42
1998,8,29,10,50,45.172,175.505,-40.903,21.866,3.033
1998,8,30,0,16,15.249,178.705,-39.85,33,3.61
1998,8,31,0,29,51.255,177.034,-39.454,19.31,3.012
1998,8,31,15,50,12.504,168.601,-44.182,5,3.158
1998,9,2,7,58,41.226,176.588,-39.727,33,3.09
1998,9,3,9,48,24.922,175.037,-39.285,26.904,3.333
1998,9,3,10,37,8.377,175.952,-38.83,5,4.151
1998,9,5,20,3,9.494,172.997,-42.605,12,3.054
1998,9,6,1,34,33.891,173.182,-39.94,5,3.114
1998,9,6,12,31,12.724,170.307,-45.976,5,3.031
1998,9,6,19,48,25.327,171.893,-42.958,12,3.084
1998,9,9,4,59,56.736,173.657,-39.582,12,3.672
1998,9,9,22,43,22.983,175.533,-40.948,24.282,3.291
1998,9,10,1,53,51.491,179.229,-37.907,15.552,3.934
1998,9,10,7,19,6.466,175.122,-40.146,28.818,3.109
1998,9,11,8,2,25.367,178.187,-36.912,26.876,3.34
1998,9,11,12,23,17.86,167.301,-44.969,17.816,3.008
1998,9,11,18,15,57.883,179.153,-37.74,24.951,3.762
1998,9,12,7,12,22.847,171.562,-44.286,15.985,3.127
1998,9,13,1,2,2.574,172.182,-41.534,5,3.03
1998,9,13,18,39,37.588,169.561,-43.857,5,3.078
1998,9,14,5,47,21.616,166.046,-46.152,12,4.003
1998,9,16,16,52,26.946,179.313,-37.805,21.375,3.201
1998,9,17,1,19,44.26,178.404,-38.216,12,3.227
1998,9,17,14,34,18.461,168.081,-44.362,5,3.094
1998,9,19,15,26,11.518,175.411,-39.3,12.167,3.446
1998,9,20,6,24,34.468,168.049,-44.237,5,3.087
1998,9,20,17,37,44.6,177.372,-39.63,12,3.205
1998,9,20,20,32,26.047,178.31,-39.02,12,3.608
1998,9,21,13,19,9.324,178.42,-38.607,33,3.086
1998,9,22,6,48,25.682,178.444,-39.05,12,3.386
1998,9,22,8,34,31.811,177.424,-37.123,5,4.064
1998,9,22,8,46,26.844,175.004,-41.433,24.7,3.134
1998,9,22,23,16,4.271,177.224,-36.931,12,3.518
1998,9,23,22,36,20.036,167.631,-44.468,5,3.119
1998,9,24,3,57,10.627,166.894,-45.166,5,3.084
1998,9,24,4,32,33.386,175.548,-39.707,12,3.532
1998,9,26,18,17,53.713,179.372,-37.513,12,3.523
1998,9,26,18,25,11.791,176.043,-41.158,27.79,3.139
1998,9,27,18,12,23.116,178.127,-36.801,12,3.472
1998,9,28,2,54,28.956,175.6,-39.54,12,3.44
1998,9,28,20,9,13.888,179.289,-37.751,12,3.314
1998,9,29,22,27,28.442,178.424,-37.319,32.179,3.498
1998,9,30,13,2,38.892,173.702,-42.14,34.483,3.209
1998,10,1,11,34,51.77,175.901,-38.832,5,3.277
1998,10,2,7,59,9.251,172.803,-42.14,33,3.39
1998,10,2,18,57,1.952,177.674,-36.843,33,3.186
1998,10,4,1,36,14.759,173.926,-41.998,12,3.445
1998,10,4,7,39,3.801,178.307,-38.196,12,3.351
1998,10,4,15,19,15.047,168.743,-44.067,5,3.418
1998,10,4,23,2,14.523,169.27,-43.878,27.734,3.068
1998,10,5,11,5,30.293,175.144,-39.977,22.435,3.187
1998,10,6,17,15,18.458,172.389,-41.506,5,3.835
1998,10,7,11,45,39.978,174.987,-39.516,31.119,3.424
1998,10,8,1,21,4.31,174.56,-40.168,22.411,3.212
1998,10,8,10,32,7.649,172.445,-42.843,5,3.484
1998,10,9,15,15,49.606,175.263,-40.435,32.159,3.018
1998,10,10,0,31,21.139,166.565,-45.652,12,3.208
1998,10,11,3,45,45.991,178.437,-38.048,5,3.045
1998,10,12,4,18,6.42,179.284,-37.773,23.198,3.747
1998,10,12,12,33,46.76,167.035,-45.217,12,3.499
1998,10,12,20,6,8.393,177.023,-37.532,5,3.266
1998,10,13,21,42,56.197,166.167,-46.984,33,3.661
1998,10,14,4,3,55.027,176.939,-37.616,5,3.249
1998,10,14,6,32,36.037,166.494,-45.75,12,3.153
1998,10,14,9,41,14.577,175.987,-40.551,28.253,3.405
1998,10,15,3,37,27.707,176.906,-37.809,5,3.349
1998,10,15,10,8,49.039,175.304,-41.237,27.133,3.396
1998,10,15,18,0,46.403,166.612,-45.819,12,4.157
1998,10,16,20,31,27.596,179.2,-38.371,23.67,3.791
1998,10,17,4,52,28.501,174.703,-39.827,15.866,3.198
1998,10,18,1,54,41.16,176.009,-40.428,38.298,3.331
1998,10,18,15,13,9.439,179.283,-37.678,12,3.126
1998,10,20,8,25,55.403,174.353,-40.227,12,3.215
1998,10,20,20,3,0.51,169.547,-43.831,12,5.4
1998,10,21,15,55,29.552,174.119,-41.595,34.747,3.102
1998,10,23,12,49,48.489,176.936,-39.973,32.307,3.052
1998,10,26,15,55,29.062,171.411,-43.584,12,3.114
1998,10,27,6,18,17.351,179.157,-38.178,12,3.464
1998,10,27,6,56,13.795,177.097,-37.383,5,3.206
1998,10,27,9,18,49.047,175.517,-40.916,19.787,3.393
1998,10,27,22,40,40.072,178.183,-36.687,12,3.393
1998,10,29,1,57,15.516,172.808,-40.03,12,3.807
1998,10,29,17,35,52.519,173.698,-39.401,12,3.157
1998,10,30,17,4,56.159,173.032,-39.978,5,3.197
1998,10,30,18,59,5.278,176.464,-40.641,29.747,3.168
1998,10,31,1,13,49.016,172.781,-41.2,5,3.197
1998,11,1,1,27,33.546,171.89,-42.953,12,3.195
1998,11,1,12,0,50.482,178.793,-37.501,25.762,3.154
1998,11,3,10,46,31.239,175.313,-40.428,12,3.098
1998,11,3,16,0,20.385,178.009,-37.842,33,3.31
1998,11,3,20,3,1.263,175.052,-39.748,26.582,3.444
1998,11,7,16,32,8.018,167.032,-45.206,5,3.019
1998,11,8,2,53,56.988,179.307,-37.375,12,3.365
1998,11,9,10,12,3.542,173.906,-42.145,23.373,3.087
1998,11,11,16,48,40.991,178.947,-36.813,12,3.795
1998,11,12,16,11,29.312,174.239,-41.615,5,3.391
1998,11,14,13,1,35.511,176.335,-40.725,27.414,3.45
1998,11,14,16,23,44.326,178.796,-37.824,5,3.521
1998,11,16,9,28,30.884,168.025,-44.399,5,3.273
1998,11,17,5,19,43.771,167.151,-44.551,12,3.326
1998,11,18,4,46,57.042,175.015,-40.13,29.995,3.127
1998,11,18,8,33,54.09,174.77,-39.241,21.687,3.532
1998,11,19,15,28,16.304,168.959,-43.958,12,3.388
1998,11,19,21,43,43.174,172.331,-41.374,5,3.39
1998,11,22,4,1,46.716,177.193,-37.534,10.551,3.529
1998,11,22,6,9,5.98,179.32,-37.791,12,3.266
1998,11,22,22,4,13.563,176.934,-39.787,35.805,3.072
1998,11,23,12,57,19.431,177.047,-37.51,12,3.356
1998,11,24,7,35,44.658,173.718,-42.467,5,3.081
1998,11,25,22,52,34.238,176.114,-40.942,12,3.111
1998,11,26,0,17,25.446,166.616,-46.289,12,3.349
1998,11,26,20,57,36.374,165.5,-46.61,12,3.047
1998,11,27,1,31,52.151,177.924,-38.57,28.53,3.625
1998,11,27,10,22,44.735,177.389,-37.09,5,3.176
1998,11,28,9,47,8.209,175.106,-40.088,17.585,3.575
1998,11,29,0,32,18.644,175.231,-39.322,23.677,3.003
1998,11,29,2,53,48.844,173.231,-42.585,35.771,3.196
1998,11,30,7,35,58.676,176.938,-39.81,33,3.186
1998,12,1,20,52,7.691,174.45,-39.187,12,3.064
1998,12,2,2,24,48.902,177.458,-39.536,23.228,3.015
1998,12,3,21,10,21.384,176.851,-40.498,12,3.27
1998,12,4,16,40,35.154,179.407,-37.081,33,3.642
1998,12,4,22,45,55.004,166.866,-45.228,5,3.266
1998,12,6,3,44,7.101,174.334,-42.326,35.927,3.166
1998,12,7,21,31,52.243,178.376,-39.004,30.458,3.542
1998,12,9,23,24,11.325,177.874,-38.561,36.419,3.687
1998,12,10,3,37,53.272,174.997,-40.546,5,3.689
1998,12,10,7,9,49.573,168.68,-44.329,5,3.418
1998,12,12,7,7,16.506,179.174,-38.081,12,4.015
1998,12,15,1,6,29.629,179.323,-39.063,12,3.132
1998,12,17,3,20,23.681,166.26,-46.843,33,3.605
1998,12,17,14,34,56.535,178.19,-38.141,12,3.265
1998,12,17,15,43,29.719,177.12,-39.88,12,3.208
1998,12,18,14,43,6.857,174.261,-41.624,5,3.565
1998,12,19,5,45,50.5,172.515,-42.47,12,3.094
1998,12,19,15,15,33.68,177.403,-39.162,12,3.259
1998,12,19,16,39,18.806,176.14,-38.363,5,3.305
1998,12,19,22,2,44.812,179.491,-37.261,12,3.336
1998,12,21,21,40,51.953,177.176,-38.423,12,3.196
1998,12,22,17,50,56.491,171.342,-42.984,5,3.636
1998,12,23,9,53,44.284,173.579,-42.618,38.052,3.824
1998,12,24,5,12,19.364,176.514,-40.346,24.296,3.257
1998,12,24,23,30,57.302,176.798,-40.492,12,3.735
1998,12,29,4,54,33.124,165.646,-46.892,12,3.033
1998,12,29,19,1,7,166.161,-46.67,12,3.123
1999,1,1,4,37,53.341,172.361,-41.403,5,3.32
1999,1,3,1,39,48.668,177.871,-38.91,23.483,3.021
1999,1,3,11,43,5.767,175.633,-39.548,20.944,3.254
1999,1,3,12,47,20.621,177.396,-37.002,5,3.087
1999,1,5,22,44,46.227,177.07,-37.563,5,3.167
1999,1,6,13,55,25.223,174.238,-41.559,5,3.649
1999,1,9,13,18,48.853,173.75,-43.286,12,4.665
1999,1,11,18,37,29.289,168.748,-44.218,5,3.458
1999,1,11,19,36,4.915,176.739,-37.022,12,3.441
1999,1,13,17,28,43.188,172.19,-41.531,5,3.331
1999,1,13,18,55,9.5,177.897,-38.578,20.842,3.336
1999,1,13,23,34,50.262,176.745,-39.954,12,3.005
1999,1,14,1,3,25.914,176.98,-39.488,25.014,3.587
1999,1,16,1,29,5.925,171.35,-43.008,5,3.084
1999,1,16,7,21,46.729,175.449,-42.555,12,3.83
1999,1,16,22,18,33.387,178.008,-37.149,33,3.002
1999,1,18,20,33,29.296,177.188,-39.969,12,3.944
1999,1,20,11,29,8.287,174.603,-41.772,31.716,3.364
1999,1,20,13,54,45.894,179.49,-38.038,16.283,3.183
1999,1,21,19,52,23.461,167.044,-45.133,5,3.419
1999,1,22,2,5,12.185,174.428,-41.701,5,4.228
1999,1,22,7,14,22.457,176.917,-39.378,12,3.128
1999,1,23,2,22,38.274,177.184,-37.576,5,3.217
1999,1,24,13,8,43.689,173.655,-42.425,10.044,3.088
1999,1,24,21,38,42.053,165.606,-46.789,12,3.006
1999,1,25,6,1,18.058,174.454,-41.468,24.038,3.449
1999,1,25,21,58,18.448,178.872,-39.46,33,3.323
1999,1,26,1,34,2.487,178.374,-37.58,36.195,3.439
1999,1,26,20,46,54.214,177.262,-37.093,33,3.475
1999,1,27,2,48,50.187,166.245,-46.683,12,3.483
1999,1,28,5,54,39.149,166.544,-46.067,5,3.989
1999,1,30,0,18,6.754,174.946,-40.123,18.465,3.489
1999,1,31,0,13,14.099,166.179,-46.391,12,4.796
1999,2,3,5,4,43.342,177.895,-38.035,30.821,3.236
1999,2,3,9,0,4.107,177.396,-36.966,33,3.178
1999,2,4,22,43,50.77,176.969,-39.761,38.966,3.226
1999,2,4,23,44,2.33,179.231,-38.01,12,3.469
1999,2,5,0,39,9.773,178.3,-38.142,12,3.119
1999,2,7,18,50,3.667,174.975,-40.119,18.279,3.544
1999,2,8,0,3,51.756,174.896,-39.299,24.734,3.232
1999,2,8,7,50,42.274,177.808,-39.089,33,3.418
1999,2,10,3,55,5.775,166.982,-45.282,5,3.398
1999,2,10,5,54,25.105,177.012,-37.358,33,3.259
1999,2,11,4,42,41.477,178.7,-38.148,33,3.107
1999,2,13,2,49,13.537,172.174,-42.103,5,3.119
1999,2,13,6,2,11.464,178.488,-37.829,11.329,3.792
1999,2,13,11,17,7.719,177.009,-37.037,33,3.309
1999,2,14,9,45,6.492,177.922,-37.411,20.626,3.063
1999,2,17,6,21,11.769,174.401,-41.532,9.307,3.043
1999,2,17,11,47,50.088,178.741,-38.498,23.395,3.258
1999,2,18,0,23,30.625,178.278,-37.636,33,3
1999,2,18,20,4,56.667,170.246,-46.152,12,3.114
1999,2,19,1,58,47.677,176.089,-40.622,39.603,3.176
1999,2,19,14,0,4.942,177.415,-39.507,12,3.084
1999,2,20,3,30,40.997,173.954,-41.627,10.51,3.038
1999,2,21,20,2,22.431,179.663,-37.904,12,4.27
1999,2,22,5,44,50.32,178.994,-38.102,5,3.255
1999,2,23,4,44,4.491,174.93,-40.191,12,3.068
1999,2,24,18,32,9.166,166.393,-45.771,12,3.007
1999,2,26,8,31,47.243,179.244,-37.877,12,4.344
1999,2,26,17,49,7.413,175.405,-41.736,35,3.691
1999,2,27,15,59,31.089,165.74,-46.885,12,3.005
1999,3,1,0,58,7.75,175.26,-40.807,31.735,3.241
1999,3,1,12,26,27.802,178.271,-38.846,27.627,3.452
1999,3,3,14,15,38.148,178.868,-39.29,12,3.081
1999,3,3,15,39,10.965,177.022,-40.051,33,3.008
1999,3,3,16,41,34.025,175.21,-41.971,29.613,3.217
1999,3,4,11,52,47.841,175.048,-39.229,28.005,3.43
1999,3,6,11,19,0.174,175.866,-39.605,12,3.086
1999,3,10,11,1,26.651,175.609,-37.67,5,3.015
1999,3,10,13,43,47.177,174.318,-40.874,23.477,3.515
1999,3,10,14,47,55.723,174.051,-38.861,12,3.092
1999,3,11,22,37,59.136,167.345,-45.311,5,3.349
1999,3,12,0,18,21.393,177.138,-39.904,16.962,3.147
1999,3,13,3,53,20.438,175.064,-41.598,26.767,3.211
1999,3,14,8,5,6.773,173.669,-42.168,39.572,3.561
1999,3,14,13,46,5.594,177.046,-37.432,5,3.02
1999,3,15,1,38,33.471,174.083,-38.846,5,3.352
1999,3,16,19,34,43.115,177.067,-39.932,12,3.015
1999,3,19,11,19,59.051,173.795,-40.128,12,3.345
1999,3,22,10,47,59.298,174.893,-40.112,20.431,3.139
1999,3,22,13,9,12.613,168.022,-45.872,12,3.515
1999,3,25,6,20,13.927,177.606,-37.698,33,3.123
1999,3,25,11,32,15.859,165.979,-46.406,33,4.443
1999,3,26,0,3,23.713,177.347,-39.599,26.721,3.052
1999,3,26,16,40,50.806,178.299,-38.176,12,3.131
1999,3,26,21,0,37.245,177.389,-37.129,5,3.169
1999,3,26,23,55,9.79,166.846,-45.227,5,3.247
1999,3,27,13,1,24.427,171.917,-42.932,12,3.292
1999,3,29,7,30,12.992,178.924,-37.648,27.66,3.834
1999,3,29,10,18,5.527,172.224,-41.439,5,3.741
1999,3,30,1,56,51.077,178.371,-37.546,39.931,3.087
1999,4,2,3,8,20.606,177.304,-39.52,22.749,3.021
1999,4,2,10,3,17.9,178.593,-38.015,12,3.08
1999,4,2,19,57,19.816,169.81,-44.578,11.675,3.261
1999,4,3,16,8,42.423,179.163,-37.868,24.83,4.05
1999,4,6,3,58,26.436,177.254,-37.232,5,3.351
1999,4,6,16,54,56.146,179.408,-37.423,12,3.09
1999,4,8,20,34,9.322,168.895,-44.086,12,3.716
1999,4,9,8,3,21.951,177.431,-39.078,12,3.008
1999,4,9,9,48,52.262,178.547,-40.117,12,3.585
1999,4,9,16,18,50.421,172.826,-43.659,9.837,3.451
1999,4,9,18,43,50.12,177.141,-37.14,5,4.473
1999,4,9,22,25,41.189,177.901,-38.871,37.327,3.186
1999,4,10,6,8,20.954,173.472,-43.456,12,3.137
1999,4,11,21,38,15.073,175.814,-39.798,5,3.679
1999,4,12,3,12,42.706,177.369,-39.736,5,3.063
1999,4,13,15,13,29.556,173.729,-39.315,18.33,3.03
1999,4,13,16,36,28.873,176.386,-36.831,12,4.202
1999,4,15,6,7,26.055,167.35,-45.282,5,3.063
1999,4,16,17,56,44.803,174.717,-39.243,27.196,3.043
1999,4,16,19,29,6.493,172.421,-41.043,5,3.156
1999,4,17,0,35,27.02,175.043,-39.566,28.89,3.095
1999,4,17,1,42,43.188,172.302,-41.334,5,3.307
1999,4,18,7,53,1.356,173.713,-39.49,7.011,3.49
1999,4,18,18,0,18.865,177.747,-38.047,33,3.339
1999,4,20,5,50,55.291,167.731,-45,5,3.25
1999,4,20,6,25,20.963,173.507,-39.426,5,3.251
1999,4,21,5,57,40.893,178.571,-37.268,33,3.696
1999,4,23,3,18,5.76,176.986,-39.624,22.864,3.358
1999,4,24,23,6,52.833,168.738,-44.118,12,4.879
1999,4,25,0,33,32.147,165.88,-46.793,12,3.568
1999,4,25,6,4,27.298,176.758,-40.523,31.061,3.14
1999,4,25,11,21,25.522,176.943,-39.762,33,3.046
1999,4,26,3,34,29.085,167.509,-45.451,5,3.283
1999,4,28,12,16,21.835,177.13,-39.488,12,3.043
1999,4,29,6,13,22.055,169.671,-44.006,5,3.141
1999,4,29,16,52,35.299,172.052,-43.204,12,3.24
1999,4,29,23,11,49.903,176.691,-36.742,12,4.144
1999,4,30,11,24,15.756,179.541,-38.456,12,3.256
1999,5,1,17,20,37.83,176.298,-40.388,32.727,3.04
1999,5,2,6,2,38.803,174.729,-39.381,25.494,3.284
1999,5,3,15,38,23.978,166.214,-45.964,5,3.879
1999,5,5,12,53,56.53,178.93,-37.865,12,4.127
1999,5,8,14,14,34.16,179.12,-38.782,20.591,3.263
1999,5,14,7,55,6.317,177.39,-40.008,12,3.275
1999,5,15,16,41,45.97,166.175,-46.965,33,3.125
1999,5,15,18,50,57.365,176.965,-39.444,33,3.557
1999,5,15,22,49,36.011,174.457,-40.234,20.782,3.274
1999,5,16,18,24,50.324,173.947,-41.936,14.887,3.242
1999,5,17,4,53,54.682,174.575,-38.047,15.949,4.091
1999,5,17,8,15,34.671,176.991,-36.689,12,4.017
1999,5,17,10,22,28.275,177.633,-39.105,12,3.187
1999,5,21,8,7,7.668,169.914,-44.587,5,4.632
1999,5,22,4,25,45.926,174.905,-40.19,20.115,3.502
1999,5,22,5,22,48.627,173.975,-41.598,12.665,3.029
1999,5,22,21,8,24.69,176.664,-40.677,29.106,3.64
1999,5,24,5,22,50.223,173.602,-39.728,12,3.185
1999,5,25,0,35,38.699,169.506,-43.69,12,3.114
1999,5,27,0,41,43.28,177.352,-39.087,22.777,3.02
1999,5,27,8,48,52.391,173.966,-42.27,17.28,3.504
1999,5,30,13,34,57.934,177.248,-37.339,5,3.801
1999,5,31,7,39,10.158,174.664,-40.794,34.664,3.265
1999,6,2,7,26,28.231,179.224,-38.664,12,3.624
1999,6,3,16,0,34.278,177.101,-37.387,5,3.806
1999,6,4,20,43,50.525,168.497,-45.973,24.598,3.215
1999,6,5,22,25,43.476,175.128,-37.876,12,3.565
1999,6,6,8,13,35.85,166.963,-45.667,5,3.161
1999,6,7,6,16,48.56,176.131,-40.905,24.171,3.033
1999,6,7,15,26,31.67,176.153,-36.59,5,3.269
1999,6,8,7,54,29.572,167.67,-44.479,12,3.197
1999,6,11,14,18,7.547,177.115,-39.703,23.716,3.335
1999,6,11,21,37,23.25,166.567,-44.802,12,3.48
1999,6,13,13,20,42.028,176.137,-36.54,12,3.393
1999,6,13,15,11,33.355,177.456,-37.341,5,3.185
1999,6,14,5,41,54.012,170.151,-44.024,5,3.121
1999,6,15,20,49,46.996,174.91,-40.159,12,3.198
1999,6,16,21,19,46.709,173.89,-39.257,15.304,3.06
1999,6,18,2,10,8.384,174.528,-40.175,12,3.088
1999,6,20,0,58,22.196,174.158,-41.803,5,3.53
1999,6,21,7,12,50.788,174.666,-41.239,32.894,3.042
1999,6,21,9,3,13.354,173.221,-39.968,12,3.871
1999,6,21,21,2,10.438,172.018,-41.642,5,3.034
1999,6,23,5,58,58.969,173.854,-39.296,9.543,3.329
1999,6,23,9,19,58.06,176.987,-37.475,5,3.045
1999,6,25,10,30,7.407,179.533,-37.122,12,3.056
1999,6,26,12,11,24.414,166.537,-46.449,12,3.69
1999,6,27,1,45,59.923,166.826,-46.15,33,3.579
1999,6,30,2,33,5.841,169.471,-44.517,12,3.878
1999,6,30,19,31,41.23,172.859,-42.389,12,3.051
1999,7,1,18,16,19.126,179.084,-39.21,12,3.679
1999,7,3,19,3,12.287,174.074,-38.834,5,3.598
1999,7,5,7,59,33.579,168.056,-44.327,5,3.947
1999,7,5,19,45,38.449,179.413,-37.578,12,3.694
1999,7,7,13,56,48.185,175.163,-40.517,5,4.104
1999,7,8,2,36,56.473,174.901,-40.1,5,3.022
1999,7,9,1,10,23.433,166.853,-45.201,12,3.158
1999,7,10,2,54,28.183,174.788,-39.318,22.026,3.61
1999,7,14,0,51,7.202,177.409,-37.136,5,3.696
1999,7,14,7,35,14.938,176.7,-36.774,33,3.947
1999,7,14,20,53,39.729,168.014,-44.295,5,3.306
1999,7,15,12,58,36.573,176.999,-36.835,12,3.873
1999,7,15,17,22,17.187,177.228,-39.235,12,3.465
1999,7,16,17,6,27.775,175.117,-36.502,12,3.737
1999,7,18,11,58,38.844,174.075,-41.981,14.445,4.42
1999,7,21,9,36,44.682,176.362,-36.537,12,4.527
1999,7,22,12,44,16.02,179.112,-37.992,12,3.874
1999,7,23,11,24,38.553,170.096,-44.555,5,3.284
1999,7,24,16,46,29.588,177.174,-37.397,5,3.3
1999,7,25,5,24,4.618,175.261,-41.247,28.485,3.141
1999,7,30,3,50,9.966,173.118,-42.033,5,3.038
1999,7,30,18,21,21.796,167.742,-44.347,5,3.323
1999,7,31,5,51,40.1,173.674,-42.559,5,3.214
1999,7,31,10,35,48.972,176.388,-37.521,12,3.209
1999,7,31,15,59,37.968,175.444,-38.697,12,3.156
1999,8,3,13,12,17.099,176.918,-40.838,19.438,3.24
1999,8,5,5,2,11.493,167.566,-44.727,5,4.977
1999,8,6,0,53,11.37,171.603,-43.157,5,3.024
1999,8,9,2,2,41.441,177.302,-37.336,5,3.873
1999,8,13,3,15,9.221,176.398,-37.547,12,3.616
1999,8,14,16,59,33.494,178.53,-38.592,12,3.506
1999,8,15,5,34,9.207,174.067,-38.809,5,3.997
1999,8,15,19,55,28.336,177.583,-37.811,12,3.4
1999,8,16,0,27,22.956,177.14,-37.418,5,3.604
1999,8,16,14,29,30.169,170.038,-43.521,5,3.401
1999,8,16,15,41,51.931,176.85,-40.676,12,3.265
1999,8,17,16,12,30.815,173.82,-42.046,12,4.217
1999,8,18,8,54,16.079,176.618,-38.172,5,3.394
1999,8,19,6,32,32.275,169.867,-43.704,5,3.288
1999,8,19,20,3,16.531,178.226,-38.985,12,3.42
1999,8,20,18,2,31.988,175.003,-41.428,24.445,4.185
1999,8,22,4,45,28.627,172.422,-42.995,12,3.153
1999,8,22,13,37,10.736,177.228,-37.522,5,3.08
1999,8,24,17,59,16.557,174.737,-40.166,12,3.246
1999,8,28,9,45,22.82,176.237,-36.34,33,4.486
1999,9,3,2,58,30.055,177.137,-39.836,33,3.747
1999,9,4,12,56,29.166,166.852,-45.29,5,3.092
1999,9,7,8,52,36.782,176.412,-40.37,12,3.125
1999,9,8,3,2,56.922,174.544,-40.25,5,3.211
1999,9,9,3,35,25.026,177.049,-37.388,5,3.777
1999,9,10,9,42,52.266,174.315,-41.715,12,4.148
1999,9,12,8,46,41.522,170.309,-45.971,5,3.182
1999,9,13,21,40,47.461,169.214,-44.101,33,3.119
1999,9,17,1,47,22.16,177.724,-39.383,12,3.562
1999,9,17,4,36,51.457,176.933,-39.725,28.591,3.178
1999,9,17,7,44,3.072,167.686,-45.013,5,3.757
1999,9,17,13,40,29.993,173.853,-39.316,8.846,3.528
1999,9,18,20,16,52.665,176.243,-38.123,5,3.197
1999,9,20,21,48,37.673,174.697,-41.911,25.76,3.135
1999,9,21,0,15,24.602,174.011,-40.952,36.39,3.337
1999,9,25,5,47,9.126,177.074,-37.445,5,3.534
1999,9,25,7,51,35.212,172.908,-42.433,33,3.23
1999,9,25,12,0,7.295,179.228,-38.186,12,3.481
1999,9,25,15,1,43.029,170.868,-43.183,5,4.012
1999,9,26,4,24,40.339,177.129,-39.736,17.72,3.217
1999,9,26,11,24,49.888,177.74,-37.199,12,3.044
1999,9,26,22,15,44.8,177.202,-40.184,23.026,3.352
1999,9,27,1,39,56.963,178.442,-37.206,33,4.761
1999,9,28,4,30,26.9,167.791,-44.515,5,3.01
1999,9,28,22,54,59.478,173.904,-39.067,5,3.259
1999,9,28,23,17,30.857,178.641,-39.986,12,3.311
1999,9,29,0,54,43.299,177.552,-40.315,12,3.185
1999,9,29,13,34,22.981,176.593,-40.39,27.622,3.78
1999,9,30,22,0,19.45,177.322,-39.078,31.57,3.809
1999,10,1,1,35,51.065,172.499,-40.878,5,3.521
1999,10,3,1,57,40.835,174.772,-39.199,29.42,3.192
1999,10,3,8,17,24.979,167.528,-44.787,5,4.035
1999,10,4,10,37,55.771,174.587,-41.089,31.963,3.08
1999,10,4,23,5,49.421,177.58,-36.754,33,3.663
1999,10,5,22,54,7.992,177.062,-37.437,5,4.172
1999,10,6,15,19,18.497,174.348,-41.735,30.339,3.213
1999,10,6,15,38,25.834,177.559,-39.206,33,3.5
1999,10,7,8,52,57.082,178.165,-36.822,12,3.591
1999,10,8,0,5,1.933,175.753,-40.928,29.849,3.374
1999,10,8,1,24,57.02,175.492,-38.273,33,3.773
1999,10,9,4,50,42.931,174.782,-40.209,23.123,3.44
1999,10,10,11,43,6.654,177.133,-40.363,25.4,3.485
1999,10,11,5,18,15.581,174.847,-41.12,29.331,3.296
1999,10,11,17,3,33.763,174.838,-39.202,22.944,3.251
1999,10,12,21,25,40.777,176.263,-40.522,37.318,3.361
1999,10,14,20,18,47.384,173.191,-42.725,28.896,3.3
1999,10,14,23,4,18.292,176.571,-40.756,26.47,3.532
1999,10,15,7,18,22.391,177.488,-36.912,12,3.521
1999,10,17,16,20,16.354,171.438,-43.121,5,3.233
1999,10,18,0,8,29.077,166.952,-45.697,5,3.68
1999,10,18,2,7,1.286,177.037,-37.537,5,3.056
1999,10,20,3,23,18.611,177.102,-39.659,22.273,3.361
1999,10,21,21,9,49.762,171.338,-42.861,13.292,3.502
1999,10,24,21,37,35.92,173.988,-40.565,12,3.06
1999,10,25,12,54,53.405,177.529,-37.073,12,3.194
1999,10,25,17,55,42.821,176.155,-40.863,26.72,3.599
1999,10,26,12,14,2.759,167.746,-44.238,5,3.257
1999,10,27,15,10,15.771,165.881,-47.315,12,3.592
1999,10,27,21,28,26.699,177.253,-40.468,33,3.394
1999,10,28,7,55,28.182,174.971,-42.663,33,3.335
1999,10,28,9,46,30.246,179.355,-37.021,12,3.341
1999,10,29,2,50,58.01,166.622,-45.675,12,3.744
1999,10,30,15,3,29.483,179.035,-37.472,12,3.207
1999,10,30,17,48,46.876,174.611,-41.032,39.462,3.573
1999,11,1,9,24,39.224,174.171,-41.503,37.505,3.241
1999,11,2,2,3,7.076,174.744,-40.284,29.69,3.007
1999,11,4,2,57,16.451,174.879,-40.895,17.006,3.424
1999,11,4,18,5,49.499,173.911,-39.129,11.133,3.543
1999,11,6,17,29,59.152,174.982,-40.113,24.555,4.055
