142.597667,38.127,1960.00560317085,1,3,4.8,13,1,13,5.71000235388,nan,nan,nan
141.457,37.141667,1960.00680255072,1,3,4.4,51,11,45,12.9799981078,nan,nan,nan
142.005167,41.451167,1960.01937065213,1,8,4.5,66,2,9,6.51000087324,nan,nan,nan
140.096167,36.079167,1960.02648904795,1,10,4.2,64.25,16,40,47.2700021899,nan,3.99,nan
142.917,42.009833,1960.02719242562,1,10,5,48.8,22,51,29.7600014126,nan,2.29,nan
141.176667,37.051333,1960.02989278644,1,11,4,50.38,22,34,41.6500020868,nan,4.83,nan
141.219,37.096167,1960.03412339291,1,13,4.6,59,11,44,23.5800013565,nan,nan,nan
140.058167,35.9795,1960.03670680024,1,14,5.7,68.62,10,25,57.1200005217,nan,4.11,nan
142.773167,40.685333,1960.04420768126,1,17,5.5,24,4,19,12.9800017583,nan,nan,nan
131.5475,31.958833,1960.04954253978,1,19,4,31,3,10,54.0099990366,nan,nan,nan
143.1225,42.3605,1960.05763206999,1,22,5.3,62,2,14,24.369999856,nan,nan,nan
145.671333,43.054333,1960.07477453103,1,28,5.3,53,8,49,10.1300004399,nan,nan,nan
135.002667,32.946333,1960.08255215828,1,31,6.2,54,5,8,17.3699973607,nan,nan,nan
140.1085,35.391833,1960.08500632906,2,1,4.9,73.48,2,41,44.1400015745,nan,4.2,nan
131.739833,30.509833,1960.08715755951,2,1,4.7,38,21,35,31.209997897,nan,nan,nan
141.559667,37.501,1960.08836289592,2,2,4.9,40,8,10,46.8399981153,nan,nan,nan
142.785333,38.696333,1960.0948134955,2,4,6.1,0,16,50,30.2800032133,nan,nan,nan
142.841667,38.5765,1960.09518276001,2,4,4,3,20,5,7.31000195956,nan,nan,nan
143.0875,38.683833,1960.09528291527,2,4,5.7,35,20,57,54.4599991217,nan,nan,nan
142.856833,38.597167,1960.09550122793,2,4,4.6,2,22,52,58.0300024301,nan,nan,nan
142.858,38.621667,1960.0955107661,2,4,4.1,0,22,57,59.6499999096,nan,nan,nan
132.046667,31.804333,1960.09662188512,2,5,5.6,24,8,43,35.9000020968,nan,nan,nan
141.085667,36.422167,1960.10502478528,2,8,4.5,44,10,32,15.7700012377,nan,nan,nan
142.424167,40.099,1960.10526846096,2,8,4.2,34.33,12,40,41.3800023175,nan,4.33,nan
140.027833,35.693667,1960.1123923083,2,11,4.5,53.5,3,15,14.5300021684,nan,3.88,nan
141.903833,38.239667,1960.1134885657,2,11,4.1,35,12,53,0.819998280145,nan,nan,nan
146.341,42.983,1960.11487270258,2,12,4.5,39,1,2,30.550000675,nan,nan,nan
142.945833,42.170167,1960.11790437,2,13,4.2,70.34,3,40,19.1500000567,nan,3.96,nan
140.893167,37.549167,1960.11891894638,2,13,4.4,70.29,12,35,2.49000171619,nan,4.21,nan
135.662,33.322,1960.1261770125,2,16,4.2,23,4,20,19.9599998249,nan,nan,nan
142.069667,36.232,1960.12740265413,2,16,4.9,40,15,6,17.6899976409,nan,nan,nan
141.873167,36.208,1960.12784982923,2,16,4.6,74,19,1,58.4399991818,nan,nan,nan
145.904833,43.256167,1960.13028950839,2,17,5.1,52,16,27,46.9500034028,nan,nan,nan
141.929333,36.321833,1960.13179276462,2,18,4.9,46,5,40,3.52000043634,nan,nan,nan
144.44,42.620833,1960.13179960471,2,18,4.6,36,5,43,39.8199980282,nan,nan,nan
139.032167,35.2015,1960.13840992935,2,20,4.3,0.67,15,47,34.1500002565,nan,4.49,nan
140.034333,35.5685,1960.14587842194,2,23,5.1,73,9,23,45.8100016583,nan,nan,nan
140.200333,34.522167,1960.15337574441,2,26,4.3,53,3,15,9.13999929652,nan,nan,nan
141.385667,36.946667,1960.15945043893,2,28,4.7,72,8,36,45.5599978296,nan,nan,nan
147.360667,43.982833,1960.15955968997,2,28,5.1,0,9,34,20.3399966406,nan,nan,nan
142.667,37.7125,1960.16388728433,2,29,4.4,7,23,35,9.25999795739,nan,nan,nan
142.04,41.559333,1960.17348834876,3,4,4.7,68,11,55,17.9599999813,nan,nan,nan
141.697167,36.050833,1960.17827952243,3,6,4.4,8,6,0,26.370000205,nan,nan,nan
141.109833,37.32,1960.1786782613,3,6,4.4,68.64,9,30,35.4499994284,nan,4.27,nan
141.154333,37.320333,1960.17868024312,3,6,4,63,9,31,38.1200009994,nan,nan,nan
140.970167,36.651833,1960.18170079216,3,7,4.4,49,12,3,35.1299995137,nan,nan,nan
141.5375,37.554333,1960.19198278277,3,11,4.1,51,6,22,36.3499980895,nan,nan,nan
143.675333,41.3865,1960.19699359726,3,13,4.9,54,2,23,30.3300005952,nan,nan,nan
143.003333,42.202167,1960.1995542413,3,14,5.3,72,0,53,4.04000264406,nan,nan,nan
132.494333,33.859667,1960.20003862325,3,14,4.3,48.92,5,8,21.3599994974,nan,4.37,nan
141.943333,41.155,1960.20161986313,3,14,4.8,78,19,1,43.9599991255,nan,nan,nan
141.931167,38.243,1960.21213257058,3,18,4.2,69,15,22,21.0000032391,nan,nan,nan
143.136167,39.909167,1960.21739699422,3,20,5.7,30,13,36,54.71000263,nan,nan,nan
143.321167,39.913667,1960.21741160886,3,20,5.2,10,13,44,36.8599984264,nan,nan,nan
143.3495,39.895,1960.21779649457,3,20,7.2,0,17,7,27.8700034702,nan,nan,nan
143.523167,40.096333,1960.21789114204,3,20,5,0,17,57,20.849999046,nan,nan,nan
143.302,39.8565,1960.21791173851,3,20,4.1,0,18,8,12.1599987401,nan,nan,nan
142.880333,40.099833,1960.21796687159,3,20,4,0,18,37,15.5999975484,nan,nan,nan
143.522833,39.925833,1960.21800179714,3,20,4.6,0,18,55,40.0300023193,nan,nan,nan
143.362,39.9655,1960.21801590297,3,20,4.2,6,19,3,6.08999658469,nan,nan,nan
143.327833,39.682333,1960.21815812873,3,20,5.2,0,20,18,3.61000221502,nan,nan,nan
143.262833,39.885333,1960.21820388712,3,20,4.4,0,20,42,10.6000027526,nan,nan,nan
143.504,39.547333,1960.21823440156,3,20,4.5,13,20,58,15.5400000373,nan,nan,nan
143.5505,39.6775,1960.21830711711,3,20,5.2,0,21,36,34.9799999846,nan,nan,nan
