,id,origin_time,latitude,longitude,depth,magnitude,counts,catalog_id,region_id,mag_id
794,b'nc1053083',328191864970,37.5686667,-118.8671667,7.156,5.1,1,,4756,11
795,b'usp00017ju',328194260600,37.499,-118.817,2.0,4.1,1,,4755,1
796,b'nc1053086',328199852060,37.6055,-118.8083333,4.201,4.5,1,,4757,5
797,b'nc1053091',328206021280,37.5565,-118.8918333,1.319,4.8,1,,4756,8
798,b'nc1053105',328215475590,37.5206667,-118.8761667,2.063,5.7,1,,4756,17
799,b'nc1053108',328217049240,37.5115,-118.861,1.867,4.7,1,,4756,7
800,b'nc1053114',328219420120,37.5705,-118.885,3.585,4.1,1,,4756,1
801,b'nc1053129',328231166970,37.5226667,-118.8853333,1.525,4.1,1,,4756,1
802,b'nc1053153',328257413090,37.515,-118.8733333,3.016,4.1,1,,4756,1
803,b'nc1053154',328258001330,37.604,-118.943,1.445,4.0,1,,4693,0
804,b'nc1053170',328272375800,37.5975,-118.8023333,3.951,4.16,1,,4756,1
805,b'nc1053175',328282026830,37.5141667,-118.8853333,1.216,4.3,1,,4756,3
806,b'nc1053177',328287056810,37.5033333,-118.8055,13.795,6.2,1,,4756,22
807,b'nc1053179',328287670790,37.4785,-118.806,14.783,4.0,1,,4755,0
808,b'nc1053182',328288427020,37.5498333,-118.81,0.3,4.0,1,,4756,0
809,b'nc1053183',328288647560,37.5098333,-118.8316667,9.004,4.23,1,,4756,2
810,b'nc1053184',328290106620,37.4808333,-118.8166667,2.282,4.0,1,,4755,0
811,b'nc1053190',328291837970,37.5665,-118.8771667,2.758,4.0,1,,4756,0
812,b'nc1053196',328295397580,37.447,-118.8088333,14.544,4.2,1,,4755,2
813,b'nc1053203',328300567750,37.4181667,-118.8241667,17.864,4.0,1,,4755,0
814,b'nc1053204',328302067840,37.595,-118.779,3.861,4.8,1,,4820,8
815,b'nc1053214',328311293740,37.5105,-118.8033333,11.443,4.3,1,,4756,3
816,b'nc1053219',328319863260,37.5531667,-118.8961667,2.569,4.0,1,,4756,0
817,b'nc1053234',328338982980,37.5771667,-118.889,2.596,4.9,1,,4756,9
818,b'nc1053235',328340903020,37.6263333,-118.8646667,3.995,4.6,1,,4757,6
819,b'nc1053237',328342063010,37.584,-118.9071667,0.535,4.0,1,,4692,0
820,b'nc1053253',328362877380,37.4666667,-118.8156667,8.048,4.4,1,,4755,4
821,b'nc1053288',328419525720,34.9071667,-120.8473333,-0.012,4.9,1,,2823,9
822,b'nc1053290',328421932380,37.5461667,-118.8161667,9.848,4.2,1,,4756,2
823,b'nc1053298',328427743600,37.5096667,-118.8735,3.298,4.0,1,,4756,0
824,b'nc1053330',328467416420,37.5041667,-118.8743333,4.248,4.0,1,,4756,0
825,b'nc1053331',328468860960,37.5145,-118.8395,4.588,4.1,1,,4756,1
826,b'nc1053368',328549317740,37.5676667,-118.8905,2.357,4.0,1,,4756,0
827,b'nc1053381',328582697300,37.4961667,-118.8481667,7.148,4.5,1,,4755,5
828,b'nc1053383',328608319280,37.5633333,-118.8196667,9.22,4.1,1,,4756,1
829,b'nc1053385',328615890610,37.5885,-118.8166667,3.272,4.2,1,,4756,2
830,b'nc1053399',328634171410,37.6025,-118.7821667,5.147,4.9,1,,4821,9
831,b'nc1053400',328634419270,37.599,-118.7798333,4.762,4.0,1,,4820,0
832,b'nc1053420',328690056110,37.4728333,-118.8433333,4.149,4.7,1,,4755,7
833,b'nc1053451',328789340360,37.6013333,-118.9066667,4.514,4.1,1,,4693,1
834,b'nc1053463',328826053530,37.5695,-118.8603333,5.057,4.0,1,,4756,0
835,b'nc1053548',329082061640,37.5666667,-118.8681667,4.829,4.3,1,,4756,3
836,b'nc1053605',329267872350,37.6306667,-118.8715,3.924,4.0,1,,4757,0
837,b'nc1053622',329354540720,37.4808333,-118.8231667,10.46,4.4,1,,4755,4
838,b'ci9730174',329369299140,32.1998333,-115.1221667,6.0,6.3,1,,6963,23
839,b'ci3306935',329392842480,32.272,-115.1635,6.0,4.43,1,,6964,4
840,b'ci9730626',329441621090,32.3708333,-115.2241667,6.0,4.29,1,,6916,2
841,b'nc1053669',329546458340,37.546,-118.8805,5.201,4.7,1,,4756,7
842,b'nc1053758',329786599710,37.4955,-118.81,9.636,4.1,1,,4755,1
843,b'nc1053844',330151946460,36.906,-121.632,5.477,4.2,1,,2113,2
844,b'nc1053914',330369847210,37.5471667,-118.8991667,2.284,4.0,1,,4756,0
845,b'nc1054051',331001921890,37.5851667,-118.8196667,1.409,4.2,1,,4756,2
846,b'nc1054082',331112773240,38.0131667,-118.6633333,7.298,5.0,1,,4888,10
847,b'nc1054123',331208581000,38.014,-118.6691667,9.868,4.0,1,,4888,0
848,b'nc1054176',331438771370,37.6371667,-118.9163333,5.01,4.0,1,,4693,0
849,b'nc1054178',331439995690,37.6383333,-118.9345,5.96,4.2,1,,4693,2
850,b'nc1054239',331646338630,37.592,-118.8173333,7.611,4.3,1,,4756,3
851,b'nc1054751',333995935880,37.5621667,-118.8731667,4.532,5.4,1,,4756,14
852,b'nc1054752',333996174690,37.5431667,-118.8723333,5.491,4.1,1,,4756,1
853,b'nc1054755',333996534150,37.5465,-118.8798333,2.691,4.6,1,,4756,6
854,b'nc1054761',333997756970,37.5626667,-118.8381667,9.081,4.1,1,,4756,1
855,b'nc1054809',334106155830,41.2311667,-124.8638333,0.166,4.0,1,,153,0
856,b'usp000198p',334161784200,42.498,-124.56,15.0,4.5,1,,284,5
857,b'ci3304261',334403181520,31.8406667,-116.1776667,6.0,4.13,1,,6426,1
858,b'ci9734102',334403463580,31.9661667,-116.0903333,6.0,4.19,1,,6484,1
859,b'nc1055147',335515526590,37.6205,-118.8461667,5.041,4.2,1,,4757,2
860,b'nc1055242',335968877510,37.5661667,-121.6751667,2.836,4.0,1,,2119,0
861,b'usp00019pc',336922749500,38.089,-118.572,5.0,4.0,1,,4950,0
862,b'usp00019pd',336949413900,38.057,-118.518,20.0,4.9,1,,4950,9
863,b'usp00019pv',337066263300,38.075,-118.577,5.0,4.0,1,,4950,0
864,b'usp00019pw',337073272100,38.068,-118.572,5.0,4.1,1,,4950,1
865,b'usp00019q4',337138242700,38.048,-118.558,14.0,4.4,1,,4950,4
866,b'usp00019q5',337149398300,38.033,-118.578,15.0,5.0,1,,4950,10
867,b'usp00019q8',337157290500,38.077,-118.603,5.0,4.5,1,,4888,5
868,b'usp00019q9',337157310200,38.078,-118.603,5.0,4.7,1,,4888,7
869,b'usp00019qu',337235179900,38.028,-118.582,13.0,4.6,1,,4950,6
870,b'usp00019u7',337926281100,38.012,-118.557,14.0,4.2,1,,4950,2
871,b'usp00019wh',338332484800,38.847,-118.832,27.0,4.1,1,,4769,1
872,b'nc1055994',338630918660,36.21,-120.2221667,10.896,4.5,1,,3405,5
873,b'ci3302524',338822321460,35.2545,-119.3773333,9.9,4.29,1,,4271,2
874,b'nc1056070',338930184370,37.6275,-118.8731667,6.47,4.1,1,,4757,1
875,b'nc1056201',339525502020,37.5225,-118.806,5.189,4.3,1,,4756,3
876,b'nc1056334',340253213730,36.5966667,-121.0506667,13.196,4.0,1,,2652,0
877,b'nc1056426',340735745300,37.4813333,-118.841,7.25,4.1,1,,4755,1
878,b'nc1056547',341299603330,37.6218333,-118.8976667,3.18,4.4,1,,4757,4
879,b'nc1056627',341725524300,37.5158333,-118.7555,5.591,4.3,1,,4820,3
880,b'ci9738986',341844936580,32.6535,-115.6006667,15.0,4.55,1,,6711,5
881,b'usp0001aq1',342527254000,41.117,-124.253,19.0,7.2,1,,404,32
882,b'usp0001aq2',342528452900,40.357,-125.205,15.0,4.8,1,,13,8
883,b'usp0001aq4',342530020000,40.561,-124.128,15.0,4.3,1,,446,3
884,b'usp0001aq5',342530438700,40.247,-124.742,15.0,5.0,1,,181,10
885,b'usp0001aqg',342564468000,40.369,-125.395,15.0,4.2,1,,2,2
886,b'usp0001aqk',342571672300,40.571,-125.068,15.0,4.6,1,,74,6
887,b'usp0001aqm',342572732200,40.998,-124.608,15.0,4.7,1,,228,7
888,b'usp0001aqn',342572830400,40.535,-124.784,15.0,5.0,1,,184,10
889,b'usp0001aqq',342583137200,41.07,-124.34,15.0,4.1,1,,357,1
890,b'usp0001aqs',342589672100,40.398,-125.134,15.0,4.1,1,,39,1
891,b'usp0001aqt',342590948800,40.501,-125.343,15.0,5.0,1,,4,10
892,b'usp0001aqw',342601191300,40.431,-125.265,15.0,4.1,1,,14,1
893,b'usp0001are',342685450700,41.027,-123.919,15.0,4.0,1,,551,0
894,b'usp0001ark',342718865400,40.332,-124.665,22.0,4.3,1,,222,3
895,b'usp0001arn',342736940600,41.225,-124.425,15.0,4.6,1,,315,6
896,b'ci3299503',342785883860,38.0563333,-118.6615,6.0,4.38,1,,4888,3
897,b'usp0001arx',342785942900,38.008,-118.6,5.0,4.8,1,,4888,8
898,b'usp0001ary',342786831200,38.033,-118.593,9.0,4.0,1,,4950,0
899,b'nc1057119',343188068240,41.241,-124.4856667,14.316,4.2,1,,315,2
900,b'nc1057385',343700476520,37.5341667,-118.856,9.09,4.1,1,,4756,1
901,b'nc1057587',344283673040,39.2515,-120.4538333,5.921,5.1,1,,3244,11
902,b'nc1058372',346331412100,35.3565,-121.0011667,1.549,4.19,1,,2640,1
903,b'nc1058481',346512349110,37.5381667,-118.8636667,6.07,4.2,1,,4756,2
904,b'nc1058482',346512571640,41.299,-124.7443333,2.821,5.0,1,,191,10
905,b'nc1058487',346520913230,37.579,-118.8633333,4.71,4.7,1,,4756,7
906,b'nc1058496',346534823150,40.9611667,-124.4605,-0.185,4.0,1,,312,0
907,b'nc1058531',346606369180,41.138,-124.5923333,2.977,4.0,1,,271,0
908,b'usp0001bgr',346892288700,38.142,-118.265,23.0,4.6,1,,5141,6
909,b'usp0001bgs',346892438500,38.217,-118.367,5.0,4.3,1,,5078,3
910,b'usp0001bgt',346892738800,38.17,-118.375,5.0,4.0,1,,5077,0
911,b'usp0001bje',347221342400,38.053,-118.57,5.0,4.2,1,,4950,2
912,b'nc1058966',347715753000,36.8735,-121.6161667,8.828,4.5,1,,2112,5
913,b'nc1059310',348410871220,37.3745,-121.7288333,8.863,4.8,1,,2030,8
914,b'nc1059701',349481453910,36.8621667,-121.6041667,6.707,4.1,1,,2112,1
915,b'usp0001bxs',349560530500,38.168,-118.355,18.0,4.5,1,,5077,5
916,b'nc1060340',350979040660,41.3981667,-123.8048333,41.86,4.76,1,,606,7
917,b'nc1060947',352464312640,37.5525,-121.9315,11.612,4.4,1,,1862,4
918,b'nc1061037',352618134300,37.543,-118.8738333,9.962,4.2,1,,4756,2
919,b'nc1061533',354001126530,40.6025,-124.4385,26.034,4.0,1,,309,0
920,b'nc1061874',354803930950,40.3338333,-124.59,25.343,4.3,1,,263,3
921,b'nc1061902',354852637700,40.338,-124.5928333,21.981,4.0,1,,263,0
922,b'nc1062504',356048177130,40.325,-124.545,23.421,4.3,1,,263,3
923,b'ci514608',356518930630,35.826,-117.7561667,4.713,4.14,1,,5450,1
924,b'ci514609',356518970520,35.816,-117.8163333,4.766,4.7,1,,5383,7
925,b'ci514606',356519996930,35.8371667,-117.755,4.713,4.03,1,,5450,0
926,b'nc1063007',357075697100,37.1121667,-121.877,13.222,4.1,1,,1942,1
927,b'ci514869',357134968290,33.0955,-115.6245,18.904,5.75,1,,6715,17
928,b'ci3266026',357136841970,32.961,-115.724,5.385,4.17,1,,6660,1
929,b'usp0001dem',357346490000,38.047,-118.575,6.0,4.2,1,,4950,2
930,b'usp0001deu',357393352800,39.273,-119.768,10.0,4.2,1,,3918,2
931,b'nc1063372',358045357460,37.9241667,-118.5345,8.555,4.5,1,,4949,5
932,b'nc1063884',359342340630,41.0936667,-124.4636667,22.577,4.2,1,,313,2
933,b'nc1064017',359725264380,40.3703333,-124.9045,1.854,4.6,1,,107,6
934,b'nc1064346',360817745190,36.7548333,-121.3535,9.995,4.3,1,,2378,3
935,b'nc1064551',361410839090,40.3386667,-124.605,26.687,4.3,1,,222,3
936,b'nc1064735',361952439210,40.2945,-124.4838333,22.346,4.0,1,,305,0
937,b'ci518117',362033867160,35.0978333,-118.5035,0.302,4.02,1,,4920,0
938,b'nc1064820',362181020050,40.4471667,-125.2845,4.528,4.0,1,,14,0
939,b'nc1065067',362909453540,41.2443333,-124.2225,18.869,4.25,1,,405,2
940,b'ci519111',363736229510,32.6428333,-118.036,14.826,4.12,1,,5217,1
941,b'nc1065656',364235852910,40.2283333,-124.1685,10.308,4.6,1,,443,6
942,b'usp0001ewu',364822728430,32.083,-116.267,10.0,4.3,1,,6370,3
943,b'nc1066738',366641399470,36.7763333,-121.2936667,8.757,4.2,1,,2469,2
944,b'ci522177',368466648700,33.5575,-119.1195,5.549,5.45,1,,4452,14
945,b'usp0001fu9',369166378600,38.06,-118.59,16.0,4.3,1,,4950,3
946,b'nc1067679',369492074490,40.3318333,-124.5573333,27.607,4.74,1,,263,7
947,b'nc1068007',370510479310,36.8108333,-121.5433333,8.508,4.0,1,,2200,0
948,b'nc1068066',370698806190,37.5838333,-118.8645,3.126,5.9,1,,4756,19
949,b'nc1068077',370703147850,37.6406667,-118.8445,4.196,4.9,1,,4757,9
950,b'nc1068088',370709406210,37.566,-118.8885,1.566,4.5,1,,4756,5
951,b'nc1068095',370715671790,37.5258333,-118.8796667,1.656,4.0,1,,4756,0
952,b'nc1068107',370726511680,37.5335,-118.8036667,4.016,4.2,1,,4756,2
953,b'nc1068142',370767664250,37.4941667,-118.8718333,5.558,4.12,1,,4755,1
954,b'nc1068143',370767714930,37.5116667,-118.8736667,3.192,4.5,1,,4756,5
955,b'nc1068191',370856241900,37.6378333,-118.8475,5.696,4.1,1,,4757,1
956,b'nc1068220',370920036530,37.5983333,-118.8083333,-0.578,4.0,1,,4756,0
957,b'ci526000',372706096440,33.5898333,-119.0041667,9.777,4.76,1,,4552,7
958,b'ci526013',372712552170,33.618,-119.017,14.597,4.61,1,,4553,6
959,b'ci526822',374279675730,35.0106667,-119.1335,6.631,4.71,1,,4467,7
960,b'ci526823',374279824690,35.0128333,-119.1778333,0.301,4.19,1,,4467,1
961,b'nc1069385',374348769710,40.3291667,-124.5511667,27.185,4.0,1,,263,0
962,b'usp0001gx6',374356800040,37.076,-116.068,0.0,4.8,1,,6535,8
963,b'usp0001h7b',376071530000,38.62,-118.188,11.0,4.5,1,,5211,5
964,b'usp0001h9u',376559271600,38.668,-118.223,6.0,4.1,1,,5146,1
965,b'usp0001hh0',377643412900,38.633,-118.21,17.0,4.4,1,,5146,4
966,b'nc1071501',380735047480,37.3971667,-117.9226667,7.678,4.3,1,,5331,3
967,b'usp0001jce',381106243620,38.622,-118.09,5.0,4.3,1,,5277,3
968,b'usp0001jcf',381106262060,38.543,-118.066,5.0,4.5,1,,5276,5
969,b'nc1071848',381844921630,41.0795,-125.163,5.162,5.2,1,,46,12
970,b'nc1072268',382942395220,39.8786667,-120.6921667,1.172,4.05,1,,3060,0
971,b'nc1072403',383376161630,40.8781667,-124.9696667,12.399,4.4,1,,112,4
972,b'ci3008902',383800222670,35.742,-117.724,4.766,4.02,1,,5449,0
973,b'ci106907',384382212940,35.76,-117.733,2.716,4.32,1,,5449,3
974,b'ci106913',384382260660,35.747,-117.766,4.91,4.62,1,,5449,6
975,b'ci107221',384731137240,35.613,-117.433,5.053,4.0,1,,5648,0
976,b'ci527598',385635208500,33.052,-116.204,12.168,4.48,1,,6380,4
977,b'ci527602',385635640030,33.24,-116.169,12.484,4.07,1,,6440,0
978,b'ci528652',387543732360,34.063,-118.97,11.702,4.01,1,,4657,0
979,b'usp0001krd',387755528600,38.035,-118.502,20.0,4.5,1,,4950,5
980,b'usp0001m4r',389563200080,37.117,-116.127,0.0,4.3,1,,6479,3
981,b'ci531265',391182270300,33.546,-118.206,12.487,4.36,1,,5095,3
982,b'ci531498',391438979030,31.627,-115.824,5.925,4.31,1,,6592,3
983,b'nc1074859',391525344610,38.8011667,-122.8223333,1.242,4.0,1,,1191,0
984,b'nc1075057',392056907580,37.4696667,-118.369,8.475,4.3,1,,5070,3
985,b'ci532392',393032961280,33.549,-116.677,11.473,4.81,1,,6145,8
986,b'ci532532',393033781960,33.574,-116.663,7.712,4.19,1,,6145,1
987,b'nc1075479',393329853280,36.5336667,-121.0278333,8.745,4.1,1,,2652,1
988,b'nc1075525',393489818320,41.1815,-121.933,3.135,4.3,1,,1898,3
989,b'nc1075660',393825503150,35.9731667,-120.5211667,7.941,4.0,1,,3116,0
990,b'usp0001nrc',396821100080,37.102,-116.075,0.0,4.5,1,,6536,5
991,b'nc1077185',397793489500,36.6061667,-121.205,5.771,4.5,1,,2468,5
992,b'nc1077307',397900002940,36.6498333,-121.2755,10.144,4.6,1,,2468,6
993,b'ci506681',398508180000,37.034,-122.301,13.813,4.35,1,,1537,3
994,b'nc1077693',398508229550,37.0346667,-121.7303333,11.846,4.5,1,,2027,5
995,b'usp0001pan',399503284000,38.165,-118.432,5.0,4.0,1,,5014,0
996,b'nc1078333',399611467660,36.6643333,-121.2925,8.038,4.0,1,,2468,0
997,b'nc1078497',399927504150,39.627,-122.528,12.91,4.0,1,,1413,0
998,b'ci507363',400051286430,32.938,-115.845,10.57,4.13,1,,6605,1
999,b'nc1079358',401599679060,37.4661667,-118.8165,-1.423,4.0,1,,4755,0
1000,b'usp0001psv',401701224300,37.852,-118.123,5.0,5.0,1,,5203,10
1001,b'nc1079449',401702755230,36.6788333,-121.305,6.868,4.0,1,,2377,0
1002,b'nc1079654',402021709040,37.4683333,-118.8103333,2.247,4.3,1,,4755,3
1003,b'ci508302',402171661250,35.753,-117.75,3.653,4.17,1,,5449,1
1004,b'ci508312',402273490760,35.75,-117.748,5.855,4.11,1,,5449,1
1005,b'usp0001py9',402284015150,37.926,-118.174,5.0,4.0,1,,5204,0
1006,b'ci508442',402330541700,35.743,-117.756,2.995,5.12,1,,5449,11
1007,b'ci3015218',402358200000,35.74,-117.75,3.727,4.22,1,,5449,2
1008,b'ci508445',402358221940,35.725,-117.76,3.826,4.25,1,,5449,2
1009,b'ci508446',402358288800,35.719,-117.761,5.916,4.1,1,,5449,1
1010,b'usp0001pzp',402399185900,37.872,-118.285,5.0,4.0,1,,5138,0
1011,b'usp0001q0k',402546239000,37.862,-118.088,5.0,4.0,1,,5269,0
1012,b'nc1080773',404432763600,36.3198333,-120.5061667,11.37,5.4,1,,3120,14
1013,b'nc1080804',404435536720,36.3311667,-120.5078333,5.261,4.2,1,,3120,2
1014,b'nc1080805',404435753900,36.3291667,-120.5135,10.9,4.0,1,,3120,0
1015,b'ci510043',405775285600,34.058,-116.667,9.942,4.09,1,,6150,0
1016,b'nc1082903',408381625370,37.4605,-117.9583333,6.382,4.12,1,,5332,1
1017,b'nc1083151',408869581120,40.4686667,-124.1425,10.753,4.4,1,,445,4
1018,b'usp0001rub',409950384000,38.03,-118.35,18.0,4.7,1,,5076,7
1019,b'ci503703',410173643380,35.809,-117.737,5.275,4.04,1,,5450,0
1020,b'ci503705',410497385070,35.8116667,-117.7333333,3.835,4.03,1,,5450,0
1021,b'nc1084011',410751085130,37.6276667,-118.9251667,5.036,4.1,1,,4693,1
1022,b'nc1084016',410751405850,37.5893333,-118.8188333,23.081,4.3,1,,4756,3
1023,b'nc1084017',410751490040,37.6215,-118.9018333,4.706,5.4,1,,4693,14
1024,b'ci3094666',410752421620,37.5,-119.0,4.487,4.04,1,,4591,0
1025,b'ci3094662',410752636970,37.474,-118.981,4.487,4.1,1,,4691,1
1026,b'ci3091946',410754681650,37.5,-119.0,4.487,4.33,1,,4591,3
1027,b'nc1084069',410757858970,37.6286667,-118.935,3.681,5.3,1,,4693,13
1028,b'nc1084072',410758222790,37.6408333,-118.9485,4.022,4.4,1,,4693,4
1029,b'ci503897',410858370490,34.133,-117.453,6.791,4.02,1,,5633,0
1030,b'ci503861',411244204220,31.8151667,-115.7631667,5.883,4.39,1,,6649,3
1031,b'nc1086705',412337440530,37.5096667,-118.8743333,3.176,4.8,1,,4756,8
1032,b'nc1087210',412982503320,40.3195,-124.5878333,19.097,4.1,1,,263,1
1033,b'nc1087420',413294486940,36.674,-120.8608333,6.557,4.2,1,,2840,2
1034,b'nc1087702',413836099390,40.6945,-124.7616667,58.727,4.06,1,,185,0
1035,b'ci1100586',414728309910,33.0373333,-117.9523333,5.821,4.38,1,,5288,3
1036,b'nc1089220',416676327890,37.521,-118.8688333,5.556,4.0,1,,4756,0
1037,b'usp0001tzq',417558000070,37.301,-116.46,0.0,5.1,1,,6306,11
1038,b'nc1090785',419986346260,40.4086667,-124.6913333,20.238,4.0,1,,223,0
1039,b'nc1091100',420766958060,36.2316667,-120.312,9.578,6.7,1,,3309,27
1040,b'usp0001uxb',420767166000,36.23,-120.29,8.0,5.5,1,,3405,15
1041,b'ci12327423',420767689000,36.25,-120.3,6.0,4.1,1,,3309,1
1042,b'usp0001uxd',420768022470,36.206,-120.296,7.6,4.0,1,,3405,0
1043,b'nc1091119',420768935830,36.1018333,-120.1923333,4.171,4.2,1,,3500,2
1044,b'usp0001uxh',420769028500,36.23,-120.29,8.0,4.0,1,,3405,0
1045,b'nc1091146',420771464070,36.2693333,-120.3356667,7.584,4.38,1,,3309,3
1046,b'nc1091183',420774105830,36.1393333,-120.2178333,7.505,4.12,1,,3404,1
1047,b'nc1091208',420776114820,36.2395,-120.2808333,8.405,4.14,1,,3405,1
1048,b'nc1091328',420784352080,36.274,-120.375,10.404,4.76,1,,3309,7
1049,b'nc1091396',420789862940,36.2701667,-120.4293333,4.669,4.65,1,,3214,6
1050,b'nc1091397',420789886140,36.2631667,-120.406,8.905,4.27,1,,3214,2
1051,b'nc1091417',420791703140,36.2176667,-120.2838333,12.628,4.42,1,,3405,4
1052,b'nc1091525',420800101850,36.1475,-120.2646667,9.955,4.33,1,,3404,3
1053,b'nc1091562',420802785530,36.275,-120.2665,9.828,4.1,1,,3405,1
1054,b'nc1091716',420815354740,36.1768333,-120.2693333,15.228,4.04,1,,3404,0
1055,b'nc1091766',420820014750,36.2753333,-120.3166667,2.362,4.25,1,,3309,2
1056,b'nc1091793',420822635750,36.285,-120.343,8.234,4.11,1,,3309,1
1057,b'nc1091814',420824501280,36.2406667,-120.2871667,7.898,4.72,1,,3405,7
1058,b'nc1092141',420853564310,36.1368333,-120.3251667,9.652,4.07,1,,3308,0
1059,b'nc1092712',420957468530,36.1353333,-120.2038333,11.631,4.08,1,,3404,0
1060,b'nc1093715',421296551540,36.2463333,-120.3008333,12.916,5.2,1,,3309,12
1061,b'nc1093961',421421189440,36.3273333,-120.3225,5.662,4.02,1,,3310,0
1062,b'nc1094802',422067001850,40.2386667,-124.8438333,4.732,4.4,1,,143,4
1063,b'nc1094916',422190330140,36.2278333,-120.274,13.512,4.02,1,,3405,0
1064,b'nc1095152',422440761720,36.1483333,-120.2025,11.823,4.04,1,,3404,0
1065,b'nc1096303',423811117750,36.1568333,-120.2255,11.508,4.16,1,,3404,1
1066,b'nc1096559',424148992450,36.2503333,-120.457,4.987,4.53,1,,3214,5
1067,b'ci2218291',425722115420,32.5353333,-117.418,9.472,4.65,1,,5617,6
1068,b'nc1097977',426092899490,39.4121667,-120.2063333,8.727,4.0,1,,3437,0
1069,b'nc1098008',426105607630,37.557,-118.8458333,8.706,5.3,1,,4756,13
1070,b'nc1098125',426263246230,38.0648333,-118.9963333,8.419,4.8,1,,4697,8
1071,b'nc1098304',426584451200,36.245,-120.4051667,8.025,4.72,1,,3214,7
1072,b'ci10115',426979008400,33.2046667,-115.5463333,5.978,4.14,1,,6770,1
1073,b'usp0001wu8',427154590300,38.515,-118.253,13.0,4.6,1,,5145,6
1074,b'nc1098780',427404485470,36.1778333,-120.2823333,10.897,4.18,1,,3404,1
1075,b'nc1098982',427689593960,36.2356667,-120.4138333,7.265,5.37,1,,3214,13
1076,b'usp0001x0t',427692542600,36.233,-120.432,6.0,4.1,1,,3214,1
1077,b'nc1098996',427693380910,36.2178333,-120.41,7.985,4.82,1,,3214,8
1078,b'nc1099288',428020299480,36.2245,-120.4023333,8.215,5.04,1,,3214,10
1079,b'nc1099534',428376376030,37.5941667,-118.7573333,4.142,4.0,1,,4820,0
1080,b'nc1100059',429196389020,36.6005,-121.0405,11.452,4.0,1,,2653,0
1081,b'nc1100087',429239942580,37.9218333,-119.4631667,10.104,4.0,1,,4199,0
1082,b'nc1100249',429498881090,36.281,-120.4093333,8.628,4.2,1,,3214,2
1083,b'nc1100307',429573754600,36.1821667,-120.132,10.137,4.13,1,,3500,1
1084,b'nc1100415',429713015680,36.2828333,-120.4175,8.378,4.27,1,,3214,2
1085,b'nc1100970',430580188830,40.372,-124.9245,11.188,5.5,1,,107,15
1086,b'nc1101202',430716077280,36.2991667,-120.4751667,11.425,4.02,1,,3214,0
1087,b'nc1101424',430999830830,35.83,-121.3555,9.638,5.2,1,,2369,12
1088,b'nc1101731',431283665360,38.0186667,-118.7283333,1.347,4.0,1,,4825,0
1089,b'nc1102223',431946973510,36.2198333,-120.2796667,6.887,5.47,1,,3405,14
1090,b'nc1102224',431947291800,36.2321667,-120.2853333,6.847,4.09,1,,3405,0
1091,b'nc1102398',432057732020,37.457,-118.6381667,4.188,4.0,1,,4882,0
1092,b'nc1102488',432128886540,36.2371667,-120.3871667,9.345,4.76,1,,3309,7
1093,b'nc1104032',433786440360,37.5563333,-118.8195,8.192,4.8,1,,4756,8
1094,b'ci19003',435624253530,35.92,-118.333,0.132,4.52,1,,5055,5
1095,b'nc1106468',437142735440,40.5823333,-124.2551667,3.97,4.1,1,,398,1
1096,b'nc1107237',438213755720,36.2126667,-120.4401667,6.315,4.06,1,,3214,0
1097,b'nc1108815',440877847730,36.095,-120.2085,9.97,4.32,1,,3403,3
1098,b'nc1810',442897873720,37.4071667,-118.5221667,13.193,4.0,1,,4944,0
1099,b'nc1841',442924622530,40.2861667,-124.2675,9.757,4.0,1,,395,0
1100,b'nc1110293',443684419610,36.3766667,-121.8956667,6.634,5.1,1,,1934,11
1101,b'nc1110298',443689190830,36.389,-121.884,7.194,4.5,1,,1934,5
1102,b'nc1111093',445245804710,36.3971667,-121.8938333,8.036,4.1,1,,1934,1
1103,b'usp000221t',445867436100,38.857,-119.675,20.0,4.1,1,,4012,1
1104,b'nc1111515',446031789340,36.2815,-120.3283333,10.587,4.1,1,,3309,1
1105,b'nc7943',446693780400,37.3843333,-118.5868333,7.666,4.5,1,,4943,5
1106,b'nc8089',446829374120,40.4308333,-125.1951667,7.931,5.2,1,,40,12
1107,b'ci32665',446868451710,33.136,-116.071,6.496,4.23,1,,6496,2
1108,b'nc10995',448435649570,37.7591667,-121.7186667,11.343,4.1,1,,2034,1
1109,b'nc12292',449135919800,36.7623333,-121.465,8.184,4.0,1,,2288,0
1110,b'nc1113184',449206595310,37.7411667,-122.1208333,7.041,4.3,1,,1701,3
1111,b'ci36592',450674915630,32.088,-115.765,5.769,4.15,1,,6651,1
1112,b'nc16295',451630370160,36.1793333,-120.2951667,11.657,4.0,1,,3404,0
1113,b'nc17204',451689318760,37.3096667,-121.6788333,8.193,6.2,1,,2117,22
1114,b'nc16900',452040500450,37.6276667,-118.8885,1.771,4.7,1,,4757,7
1115,b'nc17395',452437631580,37.2778333,-121.6495,8.713,4.2,1,,2116,2
1116,b'ci39006',452806352760,34.661,-119.973,8.921,4.26,1,,3678,2
1117,b'nc1115045',452892072540,36.179,-120.2906667,9.767,4.4,1,,3404,4
1118,b'ci41252',454894248640,32.348,-115.215,5.986,4.05,1,,6916,0
1119,b'nc20176',455302580530,37.2595,-121.5936667,4.369,4.2,1,,2204,2
1120,b'ci41122',455848072380,34.541,-118.989,10.512,4.04,1,,4662,0
1121,b'nc21238',456607685160,34.9261667,-120.8065,2.176,4.3,1,,2823,3
