,id,origin_time,latitude,longitude,depth,magnitude,counts,catalog_id,region_id,mag_id
0,b'ci3351457',-315450494080,35.5563333,-121.351,6.0,4.04,1,,2366,0
1,b'ci3351652',-312736962160,32.0766667,-116.043,6.0,4.64,1,,6485,6
2,b'ci3350784',-305943640350,32.7091667,-115.7263333,6.0,4.24,1,,6658,2
3,b'ci3350682',-304082599460,32.4656667,-115.7761667,6.0,4.0,1,,6655,0
4,b'ci12277819',-302503343740,32.0715,-116.2186667,6.0,4.0,1,,6370,0
5,b'ushis2443',-302112773000,37.517,-118.733,16.0,4.91,1,,4820,9
6,b'iscgem879414',-302049726580,40.729,-124.792,15.0,6.0,1,,186,20
7,b'ci3350758',-301544584570,32.229,-115.733,6.0,4.31,1,,6653,3
8,b'ci3350653',-300081552510,34.1263333,-117.4773333,1.32,4.09,1,,5633,0
9,b'ci3350658',-299814375630,35.1405,-117.0495,6.0,4.44,1,,5907,4
10,b'ci12277823',-298751646580,32.2613333,-115.2946667,6.0,4.0,1,,6915,0
11,b'ci3350674',-297145230330,33.1326667,-116.4793333,6.0,4.31,1,,6264,3
12,b'ci10086558',-295410747260,32.0493333,-116.2248333,6.0,4.0,1,,6370,0
13,b'ci10086566',-293865504130,37.7056667,-118.4123333,6.0,4.0,1,,5010,0
14,b'ci10086590',-285982515660,31.6223333,-116.4166667,6.0,4.0,1,,6249,0
15,b'iscgem881080',-284390671070,41.416,-125.074,20.0,5.9,1,,83,19
16,b'ci3347795',-284091575780,33.1946667,-115.879,6.0,4.0,1,,6607,0
17,b'ci10086618',-281896923510,31.6386667,-116.439,6.0,4.5,1,,6249,5
18,b'ci3347759',-281634433740,35.758,-118.0408333,6.0,5.05,1,,5248,10
19,b'ci10086622',-281231747040,37.7695,-118.198,6.0,5.3,1,,5202,13
20,b'ci10086626',-281231536610,37.4853333,-118.4973333,6.0,5.1,1,,5007,11
21,b'ci12277831',-278908627010,32.1683333,-115.7376667,6.0,4.4,1,,6652,4
22,b'ci3344881',-276620361380,36.7281667,-116.0916667,6.0,4.31,1,,6532,3
23,b'iscgem876374',-275502998420,36.732,-121.222,12.0,5.88,1,,2469,18
24,b'ci3344897',-273864580829,33.0948333,-115.998,6.0,4.29,1,,6551,2
25,b'ci3344901',-273519223390,31.6233333,-116.2426667,6.0,4.32,1,,6366,3
26,b'ci3344855',-271249212070,33.7361667,-116.088,6.0,4.25,1,,6502,2
27,b'ci3344861',-271010180410,32.0223333,-116.2625,6.0,4.09,1,,6370,0
28,b'ci3344865',-270164555040,32.0825,-115.8148333,6.0,4.17,1,,6596,1
29,b'ci3344833',-265765973310,35.8801667,-120.347,6.0,4.64,1,,3305,6
30,b'ci3344767',-264022278390,31.9671667,-116.4525,6.0,4.49,1,,6252,4
31,b'ci3344772',-263781626040,33.068,-116.3155,6.0,4.35,1,,6322,3
32,b'ci3344781',-263775552420,33.0531667,-116.2263333,6.0,4.69,1,,6380,6
33,b'ci3344790',-262940891000,35.2121667,-118.504,6.0,4.07,1,,4922,0
34,b'ci3344797',-261981670790,32.7415,-115.5698333,6.0,4.75,1,,6765,7
35,b'ci12277843',-261981562000,32.5,-115.35,4.1,4.1,1,,6867,1
36,b'ci3344696',-261634219210,33.0088333,-116.2451667,6.0,4.39,1,,6380,3
37,b'ci3344711',-261341748830,33.0748333,-116.2195,6.0,4.28,1,,6380,2
38,b'ci3344712',-261321838530,31.9883333,-116.2955,6.0,4.16,1,,6369,1
39,b'ci3344750',-260141909110,33.853,-117.7536667,0.59,4.4,1,,5430,4
40,b'ci3344648',-258835815480,35.8643333,-117.7946667,6.29,5.13,1,,5450,11
41,b'ci3344656',-258696609820,33.671,-117.984,0.62,4.58,1,,5294,5
42,b'ci3344658',-258695566120,33.6661667,-117.9805,0.01,4.12,1,,5294,1
43,b'ci3344660',-258689839750,33.673,-117.9796667,0.35,4.1,1,,5294,1
44,b'ci3344662',-258686666400,33.6713333,-118.0073333,0.04,4.12,1,,5227,1
45,b'ci3344602',-256501264380,34.9463333,-118.9871667,5.45,4.97,1,,4666,9
46,b'ci3344605',-256250484000,35.3901667,-117.7701667,6.0,4.3,1,,5445,3
47,b'ci3344609',-256057584680,33.7275,-117.9711667,6.0,4.1,1,,5295,1
48,b'ci3344466',-249758528510,35.027,-120.9553333,6.0,4.43,1,,2730,4
49,b'ci12277847',-246989762130,34.5556667,-121.4366667,6.0,4.5,1,,2266,5
50,b'ci12277859',-246536353270,34.4926667,-121.378,6.0,4.0,1,,2355,0
51,b'ushis2544',-243591668100,38.222,-119.455,6.0,5.1,1,,4202,11
52,b'ushis2546',-243443937700,36.415,-120.617,21.0,4.7,1,,3026,7
53,b'ushis2547',-242579461800,38.5,-118.1,25.0,4.6,1,,5209,6
54,b'ci3344428',-242405248930,33.8003333,-117.0998333,1.18,4.19,1,,5894,1
55,b'ci10086670',-239840059260,32.2583333,-115.7693333,6.0,5.1,1,,6653,11
56,b'ushis2552',-238918192800,39.116,-123.097,10.0,5.2,1,,1059,12
57,b'ci3331701',-233544437310,32.1553333,-115.8415,6.0,4.34,1,,6597,3
58,b'ci3331710',-232927465050,33.155,-116.0533333,6.0,4.02,1,,6496,0
59,b'iscgem875211',-232173042730,41.838,-124.048,25.0,5.86,1,,508,18
60,b'ushis2570',-231144154000,41.01,-124.21,45.0,4.9,1,,403,9
61,b'ci3331691',-230149423860,35.7593333,-118.0508333,6.0,4.95,1,,5248,9
62,b'ci3331642',-228472257260,33.3473333,-116.2511667,6.0,4.17,1,,6383,1
63,b'ci3331651',-227772628460,36.4273333,-120.8488333,6.0,4.06,1,,2838,0
64,b'ci3331521',-226444626290,34.349,-116.8663333,6.0,4.97,1,,6028,9
65,b'ci3331548',-225720162860,37.6356667,-118.3541667,6.0,4.08,1,,5072,0
66,b'ci3331496',-223603734190,34.3288333,-116.9375,6.0,4.33,1,,5964,3
67,b'ci3331497',-223601051160,34.3413333,-116.8998333,6.0,4.4,1,,6028,4
68,b'ci3331510',-223514300980,34.301,-116.8858333,6.0,4.44,1,,6028,4
69,b'ci3331464',-220211756610,34.939,-119.1365,5.84,4.08,1,,4466,0
70,b'ci3331469',-219878420910,33.0028333,-116.207,6.0,4.28,1,,6380,2
71,b'ci3331412',-215825642070,34.9563333,-118.971,8.38,4.64,1,,4666,6
72,b'ci3332155',-213719476060,35.9615,-114.8613333,6.0,4.82,1,,7145,8
73,b'ci3331358',-210375915410,37.7061667,-118.7725,6.0,4.19,1,,4822,1
74,b'ci3331347',-208632205920,32.9951667,-115.642,6.0,4.24,1,,6714,2
75,b'ci3331314',-208623234730,33.0183333,-115.5765,6.0,4.51,1,,6768,5
76,b'ci3331316',-208598818160,33.0056667,-115.6451667,6.0,4.68,1,,6715,6
77,b'ci3331349',-206958978330,31.9726667,-116.2516667,6.0,5.6,1,,6369,16
78,b'ci3331351',-206847885800,31.6503333,-116.2078333,6.0,4.67,1,,6366,6
79,b'ci3331352',-206847845860,31.65,-116.25,6.0,4.51,1,,6366,5
80,b'ci3331301',-203638481390,31.9216667,-116.3971667,6.0,4.02,1,,6311,0
81,b'ci3331237',-202757103150,34.1613333,-116.189,6.0,4.64,1,,6449,6
82,b'ci3331259',-200777163810,34.1448333,-116.192,6.0,4.15,1,,6449,1
83,b'ci3331230',-200545935970,31.9078333,-116.2431667,6.0,4.08,1,,6369,0
84,b'ci3331203',-200356741980,31.8091667,-116.2015,6.0,4.08,1,,6368,0
85,b'ci3331219',-198792523230,33.5623333,-118.3285,6.0,4.7,1,,5031,7
86,b'ushis2622',-198735223000,36.89,-121.597,3.0,5.4,1,,2200,14
87,b'ushis2623',-198732708800,36.925,-121.618,6.0,4.3,1,,2113,3
88,b'ci10086718',-198613424000,35.75,-118.05,6.0,4.9,1,,5248,9
89,b'ci3331170',-197975887210,33.7036667,-116.9381667,10.66,5.29,1,,5958,12
90,b'ci10086722',-195647427360,31.6846667,-115.387,6.0,5.0,1,,6858,10
91,b'ci3331106',-195037777300,33.2801667,-115.7735,6.0,4.02,1,,6663,0
92,b'ci3331107',-195037632880,33.4021667,-115.9295,6.0,4.07,1,,6555,0
93,b'ci3331109',-195037383680,33.2301667,-115.7165,6.0,4.0,1,,6663,0
94,b'ci3331111',-195037307730,33.1451667,-115.425,6.0,4.57,1,,6821,5
95,b'ci3331117',-195025629590,33.1886667,-115.6225,6.0,4.29,1,,6716,2
96,b'ci3331159',-194975141740,33.2731667,-115.8465,6.0,4.14,1,,6608,1
97,b'ci3331055',-191604336530,37.5588333,-118.2575,6.0,4.64,1,,5135,6
98,b'ci3331038',-189231078620,35.4421667,-118.3493333,6.0,4.22,1,,5050,2
99,b'ci3331045',-188871166870,34.373,-116.4826667,6.0,4.55,1,,6276,5
100,b'ci3331017',-186112330040,35.4656667,-118.6413333,0.95,4.46,1,,4862,4
101,b'ci3331019',-186112147880,35.481,-118.6868333,0.01,4.29,1,,4862,2
102,b'ci3330978',-183506010020,37.6565,-118.3906667,6.0,4.01,1,,5072,0
103,b'ushis2641',-182330944800,38.8,-118.7,16.0,4.5,1,,4832,5
104,b'ci10086746',-177653004250,32.4565,-114.7631667,6.0,4.4,1,,7156,4
105,b'ci3330890',-175960576980,31.9533333,-116.326,6.0,4.08,1,,6311,0
106,b'ci3330911',-175781544390,34.4996667,-121.5838333,6.0,4.08,1,,2176,0
107,b'ci3330912',-175761842180,31.8323333,-116.1735,6.0,4.22,1,,6426,2
108,b'ci3330885',-170651656730,33.5506667,-116.68,6.71,4.03,1,,6145,0
109,b'ci3330818',-166341023840,36.1348333,-114.657,6.0,4.41,1,,7239,4
110,b'ci3330821',-165364731570,33.0201667,-115.8391667,6.0,4.06,1,,6606,0
111,b'ci3330822',-165364504430,33.055,-115.8755,6.0,4.32,1,,6606,3
112,b'ushis2729',-163764169400,38.5,-118.4,26.0,5.0,1,,5017,10
113,b'ci3330794',-163141010880,37.7418333,-117.9471667,6.0,4.02,1,,5335,0
114,b'ci3330812',-162908468610,37.6043333,-118.5236667,6.0,4.05,1,,4946,0
115,b'ci3330816',-161981692160,37.6573333,-118.4093333,6.0,4.0,1,,5009,0
116,b'ci3330762',-161246041810,32.8348333,-115.9138333,6.0,4.36,1,,6549,3
117,b'ci3330773',-160565673880,32.9665,-115.6421667,9.33,4.28,1,,6714,2
118,b'ci3330750',-158555128930,31.6408333,-117.1711667,6.0,5.37,1,,5807,13
119,b'ci3330737',-157737342220,34.1293333,-117.509,3.31,4.46,1,,5567,4
120,b'ci10086758',-157000968170,32.0373333,-114.5493333,6.0,4.0,1,,7243,0
121,b'ci3338690',-149252990510,36.124,-121.5705,6.0,4.0,1,,2193,0
122,b'ci3330616',-148708286550,34.1345,-117.436,6.0,4.61,1,,5633,6
123,b'ci3330594',-146287314330,31.6685,-116.1073333,6.0,4.05,1,,6424,0
124,b'ci3330573',-144488014820,38.49,-119.1051667,6.0,4.48,1,,4501,4
125,b'ci3338709',-144487739020,38.5813333,-119.0341667,6.0,4.16,1,,4602,1
126,b'ci3330529',-143414273670,33.0793333,-115.6221667,6.0,4.3,1,,6715,3
127,b'ci3330540',-143310578870,33.1091667,-115.6206667,6.0,4.36,1,,6716,3
128,b'ci3330542',-143309988060,33.0581667,-115.5803333,6.0,4.14,1,,6768,1
129,b'ci3330565',-143309815130,33.0185,-115.5541667,6.0,4.1,1,,6768,1
130,b'ci3330501',-140804017650,34.5185,-118.4845,6.0,4.09,1,,4978,0
131,b'ci3330516',-139830919150,33.2428333,-116.0018333,6.0,4.21,1,,6497,2
132,b'ci3330470',-138379230480,31.7045,-116.2113333,6.0,4.08,1,,6367,0
133,b'ci3330488',-137243169190,33.2395,-116.0665,6.0,4.09,1,,6497,0
134,b'ci3330489',-137240506180,33.2556667,-116.0925,6.0,4.45,1,,6497,4
135,b'ci3330454',-135159469280,35.9388333,-119.9643333,6.0,4.37,1,,3691,3
136,b'ci3330458',-134878234320,37.4546667,-118.4268333,6.0,4.52,1,,5007,5
137,b'ci3330460',-134633776669,34.7138333,-116.4316667,6.0,5.14,1,,6280,11
138,b'ci3330464',-134633517020,34.6975,-116.4425,6.0,4.85,1,,6279,8
139,b'ci3330409',-134585998479,34.7233333,-116.4608333,6.0,4.69,1,,6280,6
140,b'ci3330427',-132761681220,33.99,-116.7613333,13.0,4.95,1,,6087,9
141,b'ci3338732',-132071652630,31.7875,-114.4691667,6.0,4.39,1,,7284,3
142,b'ci3339399',-121534506530,31.9193333,-114.6186667,6.0,4.33,1,,7197,3
143,b'ci3330266',-119525883490,33.257,-116.2696667,6.0,4.06,1,,6382,0
144,b'ushis2884',-118321881200,38.4,-118.2,9.0,4.0,1,,5143,0
145,b'ci3330247',-117046542160,37.4885,-118.4875,6.0,4.05,1,,5007,0
146,b'ci3330220',-115331586990,31.867,-116.1361667,6.0,4.38,1,,6426,3
147,b'ushis2894',-113861404900,39.783,-121.77,20.0,4.5,1,,2054,5
148,b'ci3330180',-111420834810,35.1741667,-121.7793333,6.0,4.49,1,,2008,4
149,b'ci3330124',-110836260130,35.8085,-120.188,6.0,4.69,1,,3497,6
150,b'ci3330127',-110835224260,35.7905,-120.294,6.0,5.47,1,,3400,14
151,b'ci10086774',-110835084000,35.95,-120.5,6.0,4.5,1,,3116,5
152,b'ci3330131',-110834673100,35.7653333,-120.1915,6.0,4.0,1,,3496,0
153,b'ci3330147',-110693198890,36.1725,-120.7293333,6.0,4.8,1,,2929,8
154,b'iscgem843363',-104224735730,39.385,-120.252,10.0,5.9,1,,3436,19
155,b'ushis2924',-104222389000,39.42,-120.15,3.0,4.8,1,,3533,8
156,b'ushis2925',-104032772000,39.42,-120.15,3.0,4.3,1,,3533,3
157,b'ushis2926',-104030372000,39.42,-120.15,3.0,4.5,1,,3533,5
158,b'ci3329994',-101718047200,35.1185,-117.3153333,6.0,4.36,1,,5710,3
159,b'ci3330021',-100353248440,36.5058333,-121.2545,6.0,4.37,1,,2467,3
160,b'ushis2940',-97788541300,40.3,-125.4,33.0,4.6,1,,1,6
161,b'ushis2941',-97783400400,40.3,-125.3,33.0,4.4,1,,12,4
162,b'ci3329808',-90656511030,31.7436667,-116.1633333,6.0,4.19,1,,6425,1
163,b'ci3329760',-89459231170,36.49,-117.6355,6.0,4.14,1,,5523,1
164,b'ci3329736',-86759061520,32.9905,-116.2753333,6.0,4.17,1,,6379,1
165,b'ci3329635',-82545445940,33.5518333,-116.6315,8.44,4.71,1,,6145,7
166,b'ci3329599',-80420514230,33.9915,-117.9906667,8.99,4.06,1,,5297,0
167,b'ushis2967',-79433065000,39.3,-123.3,2.0,4.2,1,,870,2
168,b'ci3329554',-77984230900,31.9701667,-115.6208333,6.0,4.12,1,,6704,1
169,b'ci3329527',-75510168200,33.515,-116.5816667,19.32,4.09,1,,6207,0
170,b'ci3329531',-75358938380,35.7746667,-120.3281667,6.0,4.09,1,,3304,0
171,b'ci3329532',-75311867300,31.6346667,-116.3545,6.0,4.53,1,,6308,5
172,b'ushis2974',-73135242800,37.035,-121.777,8.0,4.32,1,,2027,3
173,b'ushis2975',-71310083900,37.23,-121.62,8.0,4.9,1,,2116,9
174,b'ci3329435',-66680976910,37.4643333,-118.2813333,6.0,4.17,1,,5134,1
175,b'ushis2978',-66391379600,40.4,-125.1,17.0,4.6,1,,72,6
176,b'iscgem828247',-65015584950,40.478,-124.656,20.0,5.62,1,,223,16
177,b'ushis2981',-65013965800,40.5,-125.0,15.0,4.6,1,,108,6
178,b'iscgem828529',-64305326750,36.991,-121.839,10.0,5.28,1,,1940,12
179,b'ushis2983',-63302120600,40.51,-124.43,3.0,4.6,1,,308,6
180,b'ci3329420',-63159105400,35.8338333,-120.4976667,6.0,4.2,1,,3210,2
181,b'ci3357949',-60045502660,37.9835,-118.1796667,6.0,5.0,1,,5204,10
182,b'ci3342112',-60034309810,38.0155,-118.118,6.0,4.28,1,,5205,2
183,b'ci3329115',-55564707000,34.0461667,-116.0803333,6.0,4.13,1,,6505,1
184,b'ci3329122',-54595861610,33.1798333,-116.103,10.0,6.6,1,,6439,26
185,b'ci10084414',-54595611000,33.1666667,-116.1166667,0.0,4.3,1,,6439,3
186,b'ci3329229',-54595232520,33.1666667,-116.1166667,6.0,4.23,1,,6439,2
187,b'ci10084422',-54593769090,32.8746667,-116.1501667,6.0,5.2,1,,6436,12
188,b'ci3329145',-54591109390,33.0686667,-116.0253333,6.0,4.54,1,,6495,5
189,b'ci3329146',-54590484060,33.0133333,-115.9788333,6.0,4.14,1,,6551,1
190,b'ci3329198',-54575962240,32.9986667,-115.9808333,6.0,4.08,1,,6550,0
191,b'ci3329217',-54538136210,33.2963333,-116.2915,14.0,4.45,1,,6382,4
192,b'ci3329023',-54479843880,31.9146667,-116.9235,6.0,4.49,1,,5940,4
193,b'ci3329025',-54479096670,31.9498333,-116.93,6.0,4.18,1,,5940,1
194,b'ci3329078',-54126241500,33.2291667,-116.2181667,11.0,4.33,1,,6382,3
195,b'ci3329092',-53987371060,33.0761667,-115.9736667,6.0,4.48,1,,6551,4
196,b'ci3329101',-53763467070,34.324,-116.8883333,6.0,4.12,1,,6028,1
197,b'ci3328933',-53347296250,32.0151667,-116.8375,6.0,4.17,1,,6005,1
198,b'ushis2998',-53151014800,38.477,-122.725,8.0,4.6,1,,1257,6
199,b'iscgem824428',-52875503320,39.464,-122.069,15.0,4.81,1,,1799,8
200,b'ci3328899',-50841184870,33.3148333,-116.2405,6.0,4.04,1,,6383,0
201,b'ushis3007',-50196240200,42.3,-119.8,24.0,5.1,1,,3851,11
202,b'ushis3008',-49827245000,40.4,-124.8,33.0,4.5,1,,182,5
203,b'ushis3009',-49804340300,42.2,-119.8,20.0,5.0,1,,3850,10
204,b'ushis3010',-49757144300,42.3,-119.9,21.0,4.7,1,,3754,7
205,b'ushis3011',-49743461000,42.2,-119.8,33.0,4.3,1,,3850,3
206,b'ushis3012',-49662483200,42.3,-119.9,21.0,4.7,1,,3754,7
207,b'ci3328798',-49307249230,31.6681667,-115.5408333,6.0,4.17,1,,6754,1
208,b'ushis3015',-47826735000,40.2,-124.3,10.0,5.1,1,,348,11
209,b'ci3328761',-47537258540,34.2323333,-119.7383333,16.28,4.29,1,,3868,2
210,b'ci3328762',-47537163680,34.2766667,-119.6303333,5.93,4.42,1,,3966,4
211,b'ci3328690',-47085283260,34.1385,-119.7228333,0.18,5.05,1,,3867,10
212,b'ci3328708',-46862788770,34.2068333,-119.802,20.99,4.56,1,,3771,5
213,b'ci3328318',-39628685690,31.9045,-114.9085,6.0,4.46,1,,7058,4
214,b'ci3328220',-32749568830,33.0383333,-115.8376667,6.0,4.61,1,,6606,6
215,b'ci3328166',-31080344640,37.2766667,-116.4476667,6.0,4.06,1,,6305,0
216,b'ci3328162',-30809841530,36.3958333,-121.085,6.0,4.1,1,,2650,1
217,b'ci3327909',-29552339560,33.8915,-116.0493333,6.0,4.75,1,,6503,7
218,b'ci3327915',-29451599390,33.8875,-115.7816667,6.0,4.12,1,,6669,1
219,b'iscgem811964',-28262049700,40.325,-124.174,24.8,5.31,1,,444,13
220,b'ci3327845',-26507027340,34.5533333,-118.1208333,6.0,4.35,1,,5170,3
221,b'ci3327613',-21343155130,33.2591667,-116.361,6.0,5.46,1,,6324,14
222,b'ci3327639',-20764670680,34.3123333,-117.5561667,3.18,4.3,1,,5569,3
223,b'ci3327380',-19559967210,33.3593333,-116.178,6.0,4.47,1,,6441,4
224,b'ushis3050',-16141953300,40.3,-124.4,39.0,4.5,1,,305,5
225,b'ushis3051',-15854354400,40.3,-124.3,26.0,4.6,1,,349,6
226,b'iscgem803001',-7844590950,38.315,-122.807,15.0,5.26,1,,1186,12
227,b'iscgemsup803006',-7839601000,38.321,-122.826,15.0,5.3,1,,1186,13
228,b'ci3326341',-7728590310,37.7518333,-118.8175,6.0,4.63,1,,4758,6
229,b'ci3326071',-6777677220,32.9301667,-116.2803333,6.0,4.43,1,,6379,4
230,b'iscgem803657',-6052106080,34.609,-121.492,10.0,5.8,1,,2267,18
231,b'ci3326088',-6047824950,34.704,-121.4635,6.0,4.06,1,,2268,0
232,b'ci3326120',-5931047580,33.3363333,-119.1613333,6.0,4.85,1,,4450,8
233,b'ci3326125',-5914072640,34.6176667,-121.4923333,6.0,4.02,1,,2267,0
234,b'ci3326128',-5887996380,33.343,-119.1331667,6.0,4.63,1,,4450,6
235,b'ushis3068',-5662817200,36.79,-121.393,13.0,4.18,1,,2378,1
236,b'ci3326147',-5654637860,33.5258333,-117.8001667,6.0,4.4,1,,5360,4
237,b'ci3326170',-5318430490,33.4605,-119.1321667,6.0,4.6,1,,4451,6
238,b'ci3325883',-5008758510,34.4933333,-121.581,6.0,4.38,1,,2176,3
239,b'iscgem801913',-4860347810,34.589,-121.428,10.0,6.0,1,,2266,20
240,b'ci3325890',-4857078830,34.4126667,-121.572,6.0,4.55,1,,2176,5
241,b'ci3325955',-4423114580,34.6153333,-121.5098333,6.0,4.08,1,,2178,0
242,b'ci3325970',-3985321110,36.7893333,-121.6978333,6.0,4.26,1,,2111,2
243,b'ci3324907',1581385380,31.8823333,-115.982,6.0,4.49,1,,6539,4
244,b'ci3324910',1769032610,32.3196667,-115.9788333,6.0,4.02,1,,6544,0
245,b'ushis3099',7714948600,36.868,-121.418,8.0,4.51,1,,2289,5
246,b'ushis3107',14009404000,37.802,-121.933,9.0,4.6,1,,1865,6
247,b'ci3323937',16277130410,35.4191667,-117.7913333,6.0,4.07,1,,5446,0
248,b'ci3324058',17585987580,32.0118333,-115.9436667,6.0,4.35,1,,6541,3
249,b'ushis3112',18591261400,36.647,-122.185,8.0,4.5,1,,1690,5
250,b'ci3323896',21996611230,34.2583333,-117.5011667,7.55,4.03,1,,5568,0
251,b'ci3323898',21997853000,34.2548333,-117.5343333,10.75,5.22,1,,5568,12
252,b'ci3323910',22049268830,34.2601667,-117.5383333,12.25,4.21,1,,5568,2
253,b'ushis3116',22108223000,40.2,-125.1,33.0,5.4,1,,70,14
254,b'ci3323412',31410289430,35.7603333,-117.5776667,5.32,4.28,1,,5583,2
255,b'ci3347678',34956041920,34.416,-118.37,8.95,6.6,1,,5040,26
256,b'ci3360255',34956072450,34.416,-118.37,6.0,5.8,1,,5040,18
257,b'ci3360254',34956096840,34.416,-118.37,6.0,4.2,1,,5040,2
258,b'ci3360253',34956100080,34.416,-118.37,6.0,4.1,1,,5040,1
259,b'ci3360252',34956113040,34.416,-118.37,6.0,4.5,1,,5040,5
260,b'ci3360251',34956114440,34.416,-118.37,6.0,4.2,1,,5040,2
261,b'ci3360250',34956119080,34.416,-118.37,6.0,4.1,1,,5040,1
262,b'ci12315507',34956123000,34.4111667,-118.4006667,6.0,4.1,1,,4977,1
263,b'ci3360246',34956149940,34.416,-118.37,6.0,4.7,1,,5040,7
264,b'ci3360245',34956165740,34.416,-118.37,6.0,5.8,1,,5040,18
265,b'ci3360238',34956205080,34.416,-118.37,6.0,4.4,1,,5040,4
266,b'ci3360236',34956223340,34.416,-118.37,6.0,4.1,1,,5040,1
267,b'ci3360235',34956247440,34.416,-118.37,6.0,4.1,1,,5040,1
268,b'ci3360232',34956275980,34.416,-118.37,6.0,4.2,1,,5040,2
269,b'ci3360230',34956277640,34.416,-118.37,6.0,4.1,1,,5040,1
270,b'ci3360226',34956282340,34.416,-118.37,6.0,4.2,1,,5040,2
271,b'ci3360227',34956284080,34.416,-118.37,6.0,4.1,1,,5040,1
272,b'ci12315527',34956286000,34.4111667,-118.4006667,6.0,4.2,1,,4977,2
273,b'ci3360221',34956341340,34.416,-118.37,6.0,4.1,1,,5040,1
274,b'ci3360220',34956352150,34.416,-118.37,6.0,4.1,1,,5040,1
275,b'ci3360212',34956430440,34.416,-118.37,6.0,4.0,1,,5040,0
276,b'ci3360209',34956463970,34.416,-118.37,6.0,4.5,1,,5040,5
277,b'ci3360207',34956479240,34.416,-118.37,6.0,4.0,1,,5040,0
278,b'ci3360206',34956483410,34.416,-118.37,6.0,4.2,1,,5040,2
279,b'ci3360204',34956514040,34.416,-118.37,6.0,4.5,1,,5040,5
280,b'ci3360203',34956533720,34.416,-118.37,6.0,4.6,1,,5040,6
281,b'ci3342443',34956621330,34.2463333,-118.3961667,14.58,4.64,1,,5038,6
282,b'ci3360199',34956629040,34.416,-118.37,6.0,5.3,1,,5040,13
283,b'ci3360257',34956691380,34.274,-118.321,6.0,4.0,1,,5038,0
284,b'ci3342486',34957337040,34.3528333,-118.3158333,7.57,4.15,1,,5039,1
285,b'ci3342514',34958079350,34.3096667,-118.414,2.79,4.83,1,,4976,8
286,b'ci3342533',34958417110,34.4,-118.455,6.13,4.08,1,,4976,0
287,b'ci3347629',34958627720,34.3136667,-118.4276667,19.0,4.38,1,,4976,3
288,b'ci3347652',34963100880,34.3501667,-118.3388333,13.91,4.59,1,,5039,5
289,b'ci3347654',34964367720,34.3218333,-118.46,10.38,4.08,1,,4976,0
290,b'ci3347693',35010395960,34.3761667,-118.3111667,10.86,4.29,1,,5039,2
291,b'ci3347694',35011087060,34.403,-118.4211667,9.84,4.4,1,,4977,4
292,b'ci3347703',35033493930,34.4061667,-118.3941667,0.29,4.22,1,,5040,2
293,b'ci3347709',35041793640,34.3471667,-118.4398333,12.62,4.25,1,,4976,2
294,b'ci3347710',35044526180,34.3468333,-118.4763333,1.81,4.15,1,,4976,1
295,b'ci3347716',35055534970,34.3743333,-118.3623333,12.2,4.04,1,,5039,0
296,b'ci3347717',35060081240,34.426,-118.436,0.0,4.05,1,,4977,0
297,b'ci3323345',35963452300,34.3833333,-118.4336667,7.94,4.43,1,,4976,4
298,b'ci3323346',35968511480,34.3455,-118.4468333,14.18,4.25,1,,4976,2
299,b'ci3323354',36115661080,33.4015,-116.6378333,30.87,4.19,1,,6144,1
300,b'iscgem787744',36462701410,40.404,-124.816,24.2,5.49,1,,145,14
301,b'ci3323213',36849915690,35.6595,-118.355,0.92,4.09,1,,5052,0
302,b'ci3323221',37157620010,34.3461667,-118.4305,2.39,4.2,1,,4976,2
303,b'ci3323232',37321687640,35.661,-118.3708333,3.31,4.2,1,,5052,2
304,b'ushis3152',37380916200,36.8,-122.145,8.0,4.8,1,,1691,8
305,b'ci3323276',38789649550,34.3013333,-118.4933333,12.98,4.16,1,,4976,1
306,b'ci3322956',39279142420,34.2851667,-118.464,2.25,4.3,1,,4975,3
307,b'ci3322983',39366183670,34.4031667,-118.4176667,11.67,4.09,1,,4977,0
308,b'ci3323057',40562072190,34.2563333,-118.5115,3.25,4.15,1,,4912,1
309,b'ushis3158',40654711700,36.8,-122.183,8.0,4.8,1,,1691,8
310,b'ci3322805',42260184970,32.0738333,-115.6531667,6.0,4.02,1,,6705,0
311,b'ci3322917',44013773270,33.106,-116.379,6.0,4.09,1,,6323,0
312,b'ci3322532',46435277870,33.7151667,-117.4898333,1.63,4.22,1,,5629,2
313,b'ci3322430',50176696410,36.9486667,-115.7258333,6.0,4.34,1,,6700,3
314,b'ushis3171',53551958000,41.298,-123.673,23.0,4.9,1,,714,9
315,b'ci3321788',55118770870,32.9826667,-115.8038333,6.0,5.02,1,,6605,10
316,b'iscgem778683',59493545450,40.361,-124.414,15.0,5.4,1,,306,14
317,b'ci3321740',60322924370,31.7681667,-115.4853333,6.0,4.48,1,,6807,4
318,b'ci3321676',64634382440,32.1718333,-115.7428333,6.0,4.05,1,,6652,0
319,b'ci3321679',64897039340,37.5791667,-118.344,6.0,4.31,1,,5071,3
320,b'ci3321559',65670904310,34.3058333,-116.8828333,6.0,4.01,1,,6028,0
321,b'ci12315791',67172999540,37.5205,-118.4153333,8.0,4.0,1,,5008,0
322,b'ci3321448',67794972400,36.2811667,-121.7135,6.0,4.92,1,,2019,9
323,b'ushis3185',67795011300,36.588,-121.197,8.0,4.96,1,,2559,9
