y,month,d,h,minute,s,lon,lat,depth,mw
2016,11,13,13,59,42.681,173.4712,-42.5145,25.211,4.2504
2006,3,10,16,27,28.209,174.9872,-40.1005,25.19,3.5713
1997,12,13,10,14,5.869,176.7613,-40.1251,25.1756,4.1487
1992,4,3,15,53,25.238,177.0946,-37.5166,25.1748,3.7978
2014,1,20,4,13,15.508,175.8608,-40.6852,25.165,3.5816
2017,2,17,12,36,15.007,172.937,-42.6602,25.1562,3.7
1991,6,7,11,24,19.534,177.238,-39.6986,25.1538,3.7387
2014,11,17,17,33,15.749,179.8281,-37.6393,25.147,3.7503
2003,8,27,2,36,43.283,166.6493,-45.4478,25.14,3.5765
2016,11,14,21,43,53.151,173.0436,-42.5977,25.138,3.6224
2016,11,17,6,1,10.357,173.716,-42.2784,25.137,4.088
2016,11,26,2,19,43.638,173.3274,-42.5418,25.134,3.5205
2019,1,5,3,7,10.115,178.0809,-38.6147,25.1285,4.0044
1995,8,8,1,14,38.456,174.9869,-40.124,25.1158,3.7203
1995,2,10,4,21,46.36,179.0581,-38.0489,25.1078,4.2894
2016,1,4,2,10,40.983,176.5232,-40.5951,25.105,4.2
1977,1,18,5,41,48.87,174.58,-41.84,25.1,6
2001,1,16,9,50,54.409,179.1068,-38.349,25.0842,3.6591
2016,11,18,14,22,57.595,173.241,-42.5076,25.08,5.3
2016,12,6,22,25,10.719,173.8063,-42.2934,25.072,3.9225
2012,3,27,18,30,59.231,173.7766,-41.7738,25.0391,3.7421
2014,1,20,3,4,47.968,175.8805,-40.6648,25.039,4.0727
1993,8,17,8,47,22.909,166.696,-45.2445,25.0321,3.6561
2003,9,4,10,16,44.207,166.8977,-45.1787,25.03,3.8254
2003,11,25,2,10,47.652,166.8605,-45.2425,25.03,3.8784
1993,8,17,7,48,35.031,166.6864,-45.2572,25.03,3.9987
2016,6,11,15,57,1.176,174.2444,-41.6821,25.028,4.4
2006,1,22,9,11,55.606,177.5377,-39.35,25.02,3.5698
1999,1,14,1,3,25.914,176.9802,-39.4878,25.0136,3.5867
1940,3,28,20,46,0,177,-38,25,3.5
1940,3,28,22,46,0,177,-38,25,3.5
1940,9,16,13,23,0,173,-41,25,3.5
1940,9,30,7,40,11,172.5,-41.2,25,3.5
1941,2,6,19,57,54,171.5,-43.2,25,3.5
1941,5,24,18,22,50,176.5,-40,25,3.5
1941,6,7,9,43,24,175.5,-41,25,3.5
1941,6,18,7,53,12,173,-41,25,3.5
1941,12,10,18,34,54,174,-39.3,25,3.5
1942,10,17,16,48,12,172.5,-41,25,3.5
1942,10,21,11,6,42,175.7,-41,25,3.5
1942,10,24,13,5,42,175.8,-41,25,3.5
1942,11,4,22,31,54,174.4,-40.2,25,3.5
1942,12,2,11,27,15,175.6,-41,25,3.5
1972,10,25,11,13,0,176.8,-37.8,25,3.5
1978,5,6,1,39,0.18,172.77,-43.49,25,3.5072
1984,4,19,16,41,55.24,174.52,-41.77,25,3.5582
1940,10,3,16,25,6,174.5,-40.3,25,3.6
1986,1,16,20,37,50.7,175.14,-40.81,25,3.6265
1990,5,13,4,43,57.391,176.6249,-40.3389,25,3.6418
1984,2,1,6,48,29.09,179.35,-37.82,25,3.6428
1993,8,14,17,16,47.978,175.353,-40.8146,25,3.6663
1982,10,14,11,29,59.86,174.97,-40.16,25,3.6887
1940,9,1,21,1,6,174,-42,25,3.7
1940,9,28,3,46,0,172,-41,25,3.7
1940,10,6,17,22,5,177,-37.5,25,3.7
1940,10,11,14,5,53,175,-41,25,3.7
1940,10,24,16,31,0,175.3,-38.8,25,3.7
1940,11,8,10,11,0,175,-39,25,3.7
1940,11,26,6,27,48,174,-40.3,25,3.7
1941,4,29,9,18,0,177.5,-39,25,3.7
1941,5,30,6,5,6,175.7,-39,25,3.7
1941,6,7,2,38,24,176,-40,25,3.7
1942,11,8,18,21,0,178.3,-38.7,25,3.7
1942,12,10,7,15,5,175.8,-41,25,3.7
1942,12,12,16,44,24,177.6,-37.4,25,3.7
1941,7,24,11,53,0,174.5,-41.2,25,3.8
1942,11,14,18,56,30,174.5,-40.7,25,3.8
1942,12,7,19,54,21,174.4,-40.1,25,3.8
1942,12,8,2,54,24,175.7,-41.1,25,3.8
1982,10,18,4,45,26.37,175.03,-40.17,25,3.8498
1978,5,7,10,1,12.01,173.84,-39.25,25,3.8539
1942,12,18,5,47,6,175.4,-40.9,25,3.9
1940,3,28,16,3,0,177,-38,25,4
1940,3,28,20,10,30,177,-38,25,4
1940,6,19,20,23,0,177,-39,25,4
1940,7,9,17,58,6,177,-38,25,4
1940,7,14,8,53,6,174.5,-41,25,4
1940,7,31,22,32,6,172.5,-41.8,25,4
1940,9,6,23,36,45,174.5,-40.5,25,4
1940,10,5,7,37,54,174.5,-40.7,25,4
1941,2,16,19,21,17,171.5,-43.2,25,4
1941,2,17,1,33,18,174.5,-40.2,25,4
1941,6,4,10,30,12,175.8,-38.2,25,4
1984,4,19,16,42,6.48,174.54,-41.78,25,4.0273
1941,8,8,0,3,6,174.5,-40.2,25,4.1
1941,3,24,8,58,41,177.5,-39,25,4.2
1941,6,6,16,32,54,177.7,-38.7,25,4.2
1941,8,4,14,55,30,172.8,-42.9,25,4.2
2011,7,5,20,21,38.517,176.9309,-40.7016,25,4.2
1982,7,29,1,18,52.8,174.61,-39.13,25,4.2302
1922,7,3,17,13,0,176,-39,25,4.39
1830,3,1,0,0,0,174,-35,25,4.5
1838,1,11,4,0,0,176,-38,25,4.5
1839,7,12,0,0,0,176,-38,25,4.5
1839,7,19,0,0,0,176,-38,25,4.5
1839,8,29,0,0,0,174,-41,25,4.5
1839,9,18,0,0,0,174,-41,25,4.5
1840,5,25,18,0,0,175,-41,25,4.5
1840,5,26,0,0,0,175,-41,25,4.5
1840,5,28,11,0,0,175,-38,25,4.5
1840,8,29,0,0,0,175,-41,25,4.5
1840,9,27,13,0,0,175,-41,25,4.5
1840,11,27,0,0,0,175,-38,25,4.5
1840,11,30,16,0,0,175,-38,25,4.5
1840,12,16,0,0,0,175,-41,25,4.5
1840,12,22,13,0,0,175,-41,25,4.5
1841,1,16,0,0,0,175,-38,25,4.5
1841,1,17,0,0,0,175,-41,25,4.5
1841,3,23,0,0,0,175,-41,25,4.5
1841,11,29,17,0,0,174,-39,25,4.5
1842,4,15,18,0,0,173,-41,25,4.5
1842,5,21,20,0,0,174.8,-41.3,25,4.5
1842,7,8,20,0,0,175,-41,25,4.5
1842,9,9,7,0,0,175,-41,25,4.5
1842,9,16,0,0,0,175,-41,25,4.5
1842,9,16,14,0,0,175,-41,25,4.5
1842,12,6,7,10,0,175,-41,25,4.5
1842,12,6,7,40,0,175,-41,25,4.5
1843,5,3,0,0,0,175,-40,25,4.5
1843,5,16,0,0,0,175,-40,25,4.5
1843,6,5,0,0,0,175,-40,25,4.5
1843,7,8,5,30,0,176.2,-39.6,25,4.5
1843,8,7,4,0,0,175,-41,25,4.5
1843,12,13,0,0,0,175,-40,25,4.5
1843,12,18,0,0,0,175,-40,25,4.5
1843,12,24,0,0,0,175,-40,25,4.5
1844,1,5,0,0,0,175,-40,25,4.5
1844,1,18,0,0,0,174,-35,25,4.5
1844,3,2,10,0,0,178,-38,25,4.5
1844,3,9,0,0,0,175,-40,25,4.5
1844,3,11,0,0,0,175,-40,25,4.5
1844,4,6,0,0,0,175,-40,25,4.5
1844,4,7,19,0,0,175,-40,25,4.5
1844,4,30,0,0,0,175,-40,25,4.5
1844,5,21,0,0,0,175,-40,25,4.5
1844,7,9,0,0,0,175,-40,25,4.5
1844,7,17,0,0,0,175,-40,25,4.5
1844,8,15,19,0,0,173,-44,25,4.5
1844,9,3,0,0,0,178,-38,25,4.5
1844,10,14,0,0,0,175,-40,25,4.5
1844,11,2,9,0,0,173,-41,25,4.5
1844,12,25,0,0,0,175,-41,25,4.5
1845,1,7,0,0,0,175,-40,25,4.5
1845,1,7,4,0,0,175,-41,25,4.5
1845,2,26,8,0,0,173,-41,25,4.5
1845,3,19,0,0,0,175,-40,25,4.5
1845,4,18,0,0,0,175,-41,25,4.5
1845,5,13,0,0,0,175,-41,25,4.5
1845,6,8,0,0,0,175,-41,25,4.5
1845,6,26,17,0,0,175,-41,25,4.5
1845,7,5,0,0,0,175,-40,25,4.5
1845,7,15,0,0,0,175,-40,25,4.5
1845,7,25,0,0,0,175,-40,25,4.5
1845,7,26,17,0,0,175,-41,25,4.5
1845,9,5,0,0,0,176,-38,25,4.5
1845,9,13,9,0,0,174,-39,25,4.5
1845,10,20,0,0,0,175,-41,25,4.5
1845,10,21,0,0,0,175,-41,25,4.5
1845,10,23,0,0,0,175,-41,25,4.5
1845,11,6,0,0,0,175,-40,25,4.5
1845,11,7,0,0,0,175,-41,25,4.5
1845,11,17,0,0,0,176,-38,25,4.5
1845,11,20,0,0,0,175,-41,25,4.5
1845,12,17,22,0,0,175,-41,25,4.5
1846,1,30,10,0,0,175,-41,25,4.5
1846,2,10,11,0,0,175,-41,25,4.5
1846,4,8,0,0,0,175,-41,25,4.5
1846,4,8,14,0,0,175,-41,25,4.5
1846,4,8,23,0,0,175,-41,25,4.5
1846,5,13,0,0,0,175,-41,25,4.5
1846,6,8,0,0,0,175,-41,25,4.5
1846,6,13,0,0,0,176,-38,25,4.5
1846,6,30,10,0,0,175,-41,25,4.5
1846,6,30,21,0,0,175,-41,25,4.5
1846,7,2,3,0,0,175,-41,25,4.5
1846,7,3,0,0,0,175,-41,25,4.5
1846,8,30,0,0,0,175,-41,25,4.5
1846,9,11,0,0,0,175,-41,25,4.5
1846,10,16,0,0,0,175,-41,25,4.5
1846,11,19,0,0,0,175,-41,25,4.5
1846,12,3,0,0,0,173,-41,25,4.5
1846,12,4,6,50,0,174.5,-41,25,4.5
1846,12,4,7,0,0,174.5,-41,25,4.5
1846,12,4,9,0,0,174.5,-41,25,4.5
1846,12,4,10,15,0,174.5,-41,25,4.5
1846,12,4,10,45,0,174.5,-41,25,4.5
1846,12,4,11,50,0,174.5,-41,25,4.5
1846,12,4,14,0,0,174.5,-41,25,4.5
1846,12,5,0,0,0,175,-40,25,4.5
1846,12,5,7,0,0,174.5,-41,25,4.5
1846,12,26,5,0,0,178,-39,25,4.5
1846,12,26,10,50,0,175,-41,25,4.5
1846,12,31,17,40,0,178,-39,25,4.5
1847,2,3,0,0,0,175,-40,25,4.5
1847,2,3,0,0,0,175,-41,25,4.5
1847,2,3,18,0,0,175,-41,25,4.5
1847,2,26,18,0,0,175,-41,25,4.5
1847,3,15,11,0,0,177,-39,25,4.5
1847,3,23,0,0,0,175,-40,25,4.5
1847,3,27,20,50,0,175,-41,25,4.5
1847,3,28,9,0,0,175,-41,25,4.5
1847,4,16,9,0,0,175,-41,25,4.5
1847,5,8,1,50,0,175,-41,25,4.5
1847,5,31,19,0,0,175,-41,25,4.5
1847,7,2,0,0,0,175,-40,25,4.5
1847,7,24,11,50,0,175,-41,25,4.5
1847,8,10,8,0,0,178,-38,25,4.5
1847,8,11,7,0,0,175,-41,25,4.5
1847,9,21,16,0,0,173,-41,25,4.5
1847,9,26,0,0,0,173,-41,25,4.5
1847,10,13,0,0,0,175,-41,25,4.5
1847,10,27,11,50,0,175,-41,25,4.5
1847,11,9,9,0,0,175,-41,25,4.5
1847,12,9,20,0,0,175,-41,25,4.5
1847,12,17,0,0,0,175,-41,25,4.5
1847,12,30,5,0,0,175,-41,25,4.5
1848,1,14,20,0,0,175,-41,25,4.5
1848,1,17,0,0,0,175,-41,25,4.5
1848,1,19,2,0,0,175,-41,25,4.5
1848,2,26,9,50,0,175,-41,25,4.5
1848,4,10,7,0,0,175,-41,25,4.5
1848,4,12,20,0,0,175,-41,25,4.5
1848,4,12,20,40,0,175,-41,25,4.5
1848,4,16,20,50,0,175,-41,25,4.5
1848,5,2,2,0,0,175,-41,25,4.5
1848,5,9,0,0,0,175,-40,25,4.5
1848,6,1,0,0,0,175,-40,25,4.5
1848,6,5,17,0,0,175,-41,25,4.5
1848,6,12,12,0,0,175,-41,25,4.5
1848,6,24,17,0,0,175,-41,25,4.5
1848,8,14,0,0,0,175,-41,25,4.5
1848,8,19,0,0,0,175,-41,25,4.5
1848,10,6,0,0,0,175,-40,25,4.5
1848,10,21,0,0,0,173,-41,25,4.5
1848,10,22,0,0,0,173,-41,25,4.5
1848,10,23,0,0,0,173,-41,25,4.5
1848,10,24,0,0,0,173,-41,25,4.5
1848,10,25,0,0,0,173,-41,25,4.5
1848,10,26,0,0,0,173,-41,25,4.5
1848,10,27,0,0,0,173,-41,25,4.5
1848,10,31,0,0,0,175,-40,25,4.5
1848,11,8,16,0,0,175,-40,25,4.5
1848,11,9,6,43,0,175,-41,25,4.5
1848,11,10,9,28,0,175,-41,25,4.5
1848,11,10,16,0,0,175,-41,25,4.5
1848,11,11,0,0,0,175,-41,25,4.5
1848,11,12,0,0,0,175,-41,25,4.5
1848,11,12,2,0,0,175,-41,25,4.5
1848,11,14,2,35,0,175,-41,25,4.5
1848,11,14,11,0,0,175,-41,25,4.5
1848,11,15,0,0,0,175,-41,25,4.5
1848,11,15,0,50,0,175,-41,25,4.5
1848,11,15,2,0,0,175,-41,25,4.5
1848,11,16,0,0,0,175,-41,25,4.5
1848,11,18,3,0,0,175,-41,25,4.5
1848,11,30,5,0,0,174,-41,25,4.5
1848,12,4,20,0,0,175,-41,25,4.5
1849,1,16,0,0,0,175,-41,25,4.5
1849,1,19,0,0,0,175,-41,25,4.5
1849,1,20,0,0,0,175,-41,25,4.5
1849,1,24,0,0,0,175,-40,25,4.5
1849,1,24,12,0,0,173,-41,25,4.5
1849,2,24,2,40,0,175,-41,25,4.5
1849,2,24,4,45,0,175,-41,25,4.5
1849,5,5,4,0,0,175,-41,25,4.5
1849,5,13,0,0,0,175,-41,25,4.5
1849,7,5,17,0,0,175,-40,25,4.5
1850,5,6,0,0,0,175,-41,25,4.5
1850,6,21,0,0,0,175,-40,25,4.5
1850,6,25,0,0,0,175,-40,25,4.5
1850,6,27,0,0,0,175,-40,25,4.5
1850,7,1,0,0,0,175,-41,25,4.5
1850,10,1,0,0,0,175,-41,25,4.5
1851,3,9,0,0,0,175,-41,25,4.5
1851,6,2,0,0,0,175,-41,25,4.5
1851,7,1,0,0,0,175,-41,25,4.5
1851,10,5,0,0,0,173,-41,25,4.5
1851,10,9,0,0,0,175,-40,25,4.5
1851,10,15,5,0,0,175,-41,25,4.5
1852,2,25,0,0,0,175,-40,25,4.5
1852,3,30,0,0,0,174,-39,25,4.5
1852,3,31,0,0,0,178,-39,25,4.5
1852,3,31,0,0,0,175,-40,25,4.5
1852,4,30,0,0,0,175,-40,25,4.5
1852,4,30,0,0,0,175,-40,25,4.5
1852,5,2,0,0,0,175,-40,25,4.5
1852,6,2,0,0,0,175,-40,25,4.5
1852,6,10,10,0,0,177,-40,25,4.5
1852,9,29,17,0,0,175,-41,25,4.5
1852,11,21,0,0,0,174,-39,25,4.5
1853,1,1,9,10,0,174,-39,25,4.5
1853,1,1,9,28,0,174,-39,25,4.5
1853,1,1,9,32,0,174,-39,25,4.5
1853,1,1,9,40,0,174,-39,25,4.5
1853,1,9,0,0,0,174,-39,25,4.5
1853,1,12,18,0,0,174,-39,25,4.5
1853,1,16,11,0,0,174,-39,25,4.5
1853,1,17,17,0,0,174,-39,25,4.5
1853,2,13,3,55,0,174,-39,25,4.5
1853,2,15,7,0,0,174,-39,25,4.5
1853,2,27,0,0,0,174,-39,25,4.5
1853,2,28,0,0,0,173,-41,25,4.5
1853,4,1,0,0,0,175,-41,25,4.5
1853,5,5,19,0,0,173,-41,25,4.5
1853,5,7,0,0,0,174,-41,25,4.5
1853,5,8,10,0,0,175,-41,25,4.5
1853,6,12,0,0,0,175,-41,25,4.5
1853,8,4,0,0,0,175,-41,25,4.5
1853,9,1,11,0,0,175,-41,25,4.5
1853,10,18,19,0,0,175,-41,25,4.5
1853,11,10,3,0,0,173,-44,25,4.5
1853,11,23,11,0,0,175,-41,25,4.5
1853,12,5,17,0,0,175,-41,25,4.5
1853,12,8,17,0,0,175,-41,25,4.5
1853,12,23,12,0,0,175,-41,25,4.5
1853,12,30,0,0,0,174,-39,25,4.5
1854,1,1,0,0,0,174,-39,25,4.5
1854,1,15,12,0,0,175,-41,25,4.5
1854,1,29,8,0,0,175,-41,25,4.5
1854,3,21,23,0,0,175,-41,25,4.5
1854,5,1,18,40,0,174,-39,25,4.5
1854,5,4,8,10,0,174,-39,25,4.5
1854,7,1,0,0,0,174,-39,25,4.5
1854,7,20,10,0,0,175,-41,25,4.5
1854,9,14,0,0,0,175,-41,25,4.5
1854,9,22,21,40,0,173,-44,25,4.5
1854,10,14,18,0,0,175,-41,25,4.5
1854,10,17,16,0,0,175,-41,25,4.5
1933,7,25,23,30,0,173,-41,25,4.5
1940,1,4,13,6,24,174.5,-41,25,4.5
1940,1,6,18,19,24,175,-41.5,25,4.5
1940,1,7,9,34,48,175.5,-40,25,4.5
1940,1,8,9,41,24,174,-41.7,25,4.5
1940,1,9,16,26,36,178,-42,25,4.5
1940,1,21,7,16,54,177,-39,25,4.5
1940,1,24,4,0,18,175.5,-39,25,4.5
1940,1,24,4,1,12,175.5,-39,25,4.5
1940,1,27,4,32,42,174,-40,25,4.5
1940,1,27,7,16,54,174,-40,25,4.5
1940,2,1,18,37,54,174.5,-40,25,4.5
1940,2,5,9,15,54,173.5,-41.5,25,4.5
1940,2,7,11,12,48,174.5,-40,25,4.5
1940,2,7,19,36,48,176.5,-39.2,25,4.5
1940,2,7,20,42,12,174,-40.2,25,4.5
1940,2,9,12,27,0,172,-41.5,25,4.5
1940,2,13,3,4,54,173,-43,25,4.5
1940,2,14,9,48,18,175.7,-40.2,25,4.5
1940,2,14,11,55,6,175.2,-40.3,25,4.5
1940,2,15,16,22,24,174.5,-40.2,25,4.5
1940,2,19,23,29,36,176,-42,25,4.5
1940,2,23,3,32,30,175,-40,25,4.5
1940,2,24,3,30,0,171.5,-43.5,25,4.5
1940,3,14,21,18,42,174.5,-40,25,4.5
1940,3,17,11,36,30,176.5,-38.7,25,4.5
1940,3,17,17,6,54,178.5,-37.7,25,4.5
1940,3,19,14,58,48,176.5,-39,25,4.5
1940,3,19,15,31,30,176.5,-39,25,4.5
1940,3,19,17,6,36,177,-39.2,25,4.5
1940,3,20,7,43,30,177,-38,25,4.5
1940,3,23,5,22,36,174.5,-41,25,4.5
1940,3,27,2,40,0,174.4,-39.8,25,4.5
1940,3,28,16,4,42,177,-38,25,4.5
1940,3,28,16,9,18,177,-38,25,4.5
1940,4,2,12,36,6,175.7,-39.5,25,4.5
1940,4,2,18,8,12,169,-46.5,25,4.5
1940,4,12,22,11,54,173,-43.5,25,4.5
1940,4,19,6,41,30,176.2,-40.1,25,4.5
1940,5,1,11,17,30,174,-41,25,4.5
1940,5,12,12,40,0,176,-38,25,4.5
1940,5,12,13,5,0,176,-38,25,4.5
1940,5,12,13,30,0,176,-38,25,4.5
1940,5,12,13,40,0,176,-38,25,4.5
1940,5,12,14,20,0,176,-38,25,4.5
1940,5,14,1,22,0,168,-46,25,4.5
1940,5,28,21,38,42,177,-39.5,25,4.5
1940,6,2,6,20,0,177,-39,25,4.5
1940,6,3,0,19,36,175.5,-40.5,25,4.5
1940,6,4,9,1,36,175.5,-39,25,4.5
1940,6,4,12,5,0,175.5,-39,25,4.5
1940,6,4,12,7,0,175.5,-39,25,4.5
1940,6,12,0,42,0,175.3,-39.5,25,4.5
1940,6,19,5,15,45,174,-40,25,4.5
1940,6,24,7,41,24,174,-41,25,4.5
1940,6,25,21,4,48,178.3,-40,25,4.5
1940,6,30,6,21,36,179,-38.5,25,4.5
1940,7,2,11,23,0,176.3,-37.8,25,4.5
1940,7,2,13,14,0,174,-41,25,4.5
1940,7,6,0,35,6,177,-38,25,4.5
1940,7,6,16,56,48,177.2,-39.5,25,4.5
1940,7,8,8,5,12,177.7,-39.5,25,4.5
1940,7,8,19,51,48,174.5,-40.5,25,4.5
1940,7,9,14,47,48,177,-39.5,25,4.5
1940,7,10,8,15,0,175,-41,25,4.5
1940,7,13,17,9,54,172.8,-41.5,25,4.5
1940,7,17,22,1,30,178.5,-42,25,4.5
1940,7,19,20,55,12,173.2,-41.5,25,4.5
1940,7,22,5,42,0,176,-40,25,4.5
1940,7,22,13,31,30,174,-40.3,25,4.5
1940,7,31,9,41,30,175.5,-41,25,4.5
1940,8,2,13,15,0,174,-39,25,4.5
1940,8,2,13,34,0,174,-39,25,4.5
1940,8,4,11,5,0,174,-42.5,25,4.5
1940,8,7,13,6,54,173,-40,25,4.5
1940,8,10,15,14,12,178,-38.5,25,4.5
1940,8,17,13,58,12,177,-38.7,25,4.5
1940,8,19,14,23,6,173.8,-40.2,25,4.5
1940,8,20,10,7,42,172.7,-40.5,25,4.5
1940,8,20,10,48,12,175,-41,25,4.5
1940,8,22,21,19,36,173.5,-41.5,25,4.5
1940,8,23,23,0,18,176.5,-40,25,4.5
1940,8,24,17,38,18,178,-38.5,25,4.5
1940,10,30,0,10,0,172,-41,25,4.5
1940,10,30,17,21,0,175.5,-41,25,4.5
1940,11,19,16,11,0,174,-40,25,4.5
1940,12,1,23,53,0,176.3,-38.2,25,4.5
1940,12,12,14,18,0,175,-40,25,4.5
1941,1,11,13,36,0,177.3,-38,25,4.5
1941,1,25,21,50,0,175.7,-40.5,25,4.5
1941,1,31,6,9,0,172.5,-41,25,4.5
1941,2,9,19,39,0,177,-38,25,4.5
1941,2,23,16,55,0,171.5,-43.3,25,4.5
1941,2,24,14,58,0,170.5,-46,25,4.5
1941,3,3,22,57,0,171.5,-43.5,25,4.5
1941,3,3,23,57,25,175.2,-39.2,25,4.5
1941,3,4,1,10,0,171.5,-43.5,25,4.5
1941,3,5,5,18,0,171.5,-43.5,25,4.5
1941,3,18,8,11,0,176.3,-38,25,4.5
1941,3,20,19,26,0,173,-41,25,4.5
1941,4,15,14,33,0,171.5,-43.5,25,4.5
1941,5,8,2,11,15,174.8,-39.2,25,4.5
1941,5,15,11,40,0,175.3,-41.5,25,4.5
1941,5,23,11,55,0,172,-41,25,4.5
1941,6,9,14,30,0,171.5,-42.7,25,4.5
1941,6,13,18,37,0,175.5,-40,25,4.5
1941,6,24,8,39,0,171.5,-43.3,25,4.5
1941,8,24,8,46,0,171.5,-43.2,25,4.5
1941,8,27,4,56,0,173,-42.5,25,4.5
1941,9,4,17,0,0,172.5,-41,25,4.5
1941,9,6,15,22,0,173,-42.5,25,4.5
1941,9,10,7,2,0,175,-40,25,4.5
1941,9,14,17,15,0,177.5,-39,25,4.5
1941,9,22,8,30,0,172.5,-41.2,25,4.5
1941,9,26,13,1,0,179.7,-38.7,25,4.5
1941,10,2,5,25,0,168.5,-45,25,4.5
1941,10,5,3,30,0,167,-45,25,4.5
1941,10,30,19,12,0,168.5,-46.5,25,4.5
1941,12,14,10,32,0,171.5,-43.5,25,4.5
1941,12,15,8,5,30,176.5,-40,25,4.5
1941,12,16,7,0,0,176.3,-38.2,25,4.5
1941,12,24,16,44,0,176.5,-40,25,4.5
1941,12,29,9,43,0,176,-41,25,4.5
1941,12,29,23,29,0,167,-45,25,4.5
1942,1,17,2,21,0,171.5,-43.5,25,4.5
1942,1,19,13,40,0,169,-44.5,25,4.5
1942,2,8,14,30,0,172.7,-41,25,4.5
1942,2,14,11,15,0,177,-38,25,4.5
1942,2,21,11,0,0,177,-38,25,4.5
1942,3,3,5,30,0,177.5,-38.5,25,4.5
1942,3,25,16,12,0,168,-44.5,25,4.5
1942,3,30,21,2,0,168,-44.5,25,4.5
1942,4,8,15,0,0,176.5,-38,25,4.5
1942,4,27,1,5,0,170.6,-44.6,25,4.5
1942,5,7,10,12,0,176.2,-38.2,25,4.5
1942,5,10,20,25,0,177,-38,25,4.5
1942,5,21,0,55,0,176.2,-38.2,25,4.5
1942,6,13,23,51,0,172.5,-41,25,4.5
1942,6,25,11,46,0,176.2,-40.5,25,4.5
1942,6,29,19,42,0,175.8,-41,25,4.5
1942,10,6,12,2,0,175.7,-41,25,4.5
1942,10,9,15,20,0,176.5,-38,25,4.5
1942,10,14,19,4,0,175.7,-41,25,4.5
1942,10,30,13,35,0,168,-44.5,25,4.5
1942,11,10,14,15,0,175.7,-41,25,4.5
1942,11,15,13,48,0,175.7,-41,25,4.5
1942,11,19,10,2,0,175.7,-41,25,4.5
1942,12,16,0,22,0,175.7,-41,25,4.5
1942,12,19,2,2,0,175.7,-41,25,4.5
1942,12,22,0,22,0,175.5,-41,25,4.5
1942,12,25,6,50,0,173,-44,25,4.5
1942,12,30,4,1,0,175.7,-41,25,4.5
1955,1,19,7,15,0,176.2,-38.1,25,4.5
1955,1,19,10,20,0,176.2,-38.1,25,4.5
1955,1,19,10,30,0,176.2,-38.1,25,4.5
1955,1,19,12,2,0,176.2,-38.1,25,4.5
1955,1,19,12,55,0,176.2,-38.1,25,4.5
1955,1,19,13,20,0,176.2,-38.1,25,4.5
1955,1,19,15,20,0,176.2,-38.1,25,4.5
1955,2,13,15,7,0,168.7,-45,25,4.5
1955,2,20,18,27,0,168.7,-45,25,4.5
1955,2,27,8,10,0,176.1,-40.2,25,4.5
1955,2,28,11,30,0,176.8,-38,25,4.5
1955,3,21,6,3,0,176.8,-38,25,4.5
1955,6,8,4,31,0,173.3,-42.8,25,4.5
1955,9,29,8,4,0,167.7,-46.1,25,4.5
1955,11,12,19,58,0,168.7,-45,25,4.5
1955,11,20,23,58,0,174.1,-39.1,25,4.5
1958,10,21,18,8,0,167.7,-46.1,25,4.5
1959,1,7,16,15,0,176.3,-38.4,25,4.5
1959,1,7,16,30,0,176.3,-38.4,25,4.5
1961,8,13,14,55,0,176.6,-40,25,4.5
1964,3,4,23,42,42,176.1,-38.6,25,4.5
1964,3,4,23,43,54,176.1,-38.6,25,4.5
1964,3,4,23,55,6,176.1,-38.6,25,4.5
1964,4,25,1,7,36,173.7,-35,25,4.5
1964,5,7,10,7,42,176.1,-38.6,25,4.5
1964,5,22,1,53,0,176.1,-38.6,25,4.5
1964,5,22,1,54,48,176.1,-38.6,25,4.5
1964,5,22,2,2,12,176.1,-38.6,25,4.5
1964,7,16,11,37,0,176.2,-38.3,25,4.5
1964,7,16,13,40,0,176.2,-38.3,25,4.5
1964,7,16,16,27,0,176.2,-38.3,25,4.5
1964,7,16,18,55,0,176.2,-38.3,25,4.5
1964,9,18,20,39,0,173.6,-35.1,25,4.5
1964,12,3,23,20,0,176.1,-38.6,25,4.5
1964,12,3,23,28,0,176.1,-38.6,25,4.5
1964,12,4,11,50,0,176.1,-38.6,25,4.5
1964,12,4,11,55,0,176.1,-38.6,25,4.5
1964,12,20,23,52,0,176.1,-38.6,25,4.5
1971,4,18,9,32,0,176.1,-38.7,25,4.5
1971,10,11,5,12,39,176.1,-38.6,25,4.5
1971,11,3,1,54,0,176.1,-38.7,25,4.5
1940,9,15,16,34,30,174,-39,25,4.6
1941,5,16,17,45,47,174,-39,25,4.6
1982,10,13,23,25,12.04,174.99,-40.17,25,4.6137
1940,11,30,10,33,36,180,-37,25,4.7
1941,5,16,17,29,25,174,-39,25,4.7
1941,10,15,5,24,12,176.2,-41.5,25,4.7
1940,11,29,23,30,54,180,-37,25,4.8
1984,4,12,16,12,48.13,178.14,-37.9,25,4.884
1929,6,19,3,25,0,172.2,-41.7,25,4.95
1941,10,8,5,24,24,177.5,-42,25,5
1941,12,11,1,12,0,167,-45,25,5
1921,9,6,4,26,0,178,-38,25,5.01
1773,5,11,5,0,0,174,-41,25,5.5
1792,12,2,2,0,0,167,-46,25,5.5
1810,1,1,0,0,0,167,-45,25,5.5
1835,1,1,0,0,0,178,-39,25,5.5
1840,2,9,20,0,0,175,-38,25,5.5
1841,9,17,11,5,0,174,-39,25,5.5
1844,1,24,0,0,0,175,-40,25,5.5
