y,month,d,h,minute,s,lon,lat,depth,mw
1984,3,17,19,6,20.35,178.26,-36.54,142,3.5194
1983,4,10,17,31,30.4,173.84,-40.15,142,3.5367
1977,6,11,18,17,39.8,175.64,-38.68,142,3.552
1978,8,29,13,31,15.59,176.64,-37.98,142,3.5602
1983,10,18,5,9,19.51,175.72,-38.82,142,3.5928
1969,11,5,0,11,36.6,177.54,-37.22,142,3.6163
1969,5,18,0,3,8.41,174.31,-39.64,142,3.6316
1980,5,11,23,6,33.34,167.62,-45.12,142,3.7091
1959,5,3,17,36,56.17,175.83,-38.68,142,3.7233
1965,10,18,16,56,12.2,176.2,-38.36,142,3.7233
1958,11,23,10,0,10.38,174.38,-40.02,142,3.7743
1957,3,29,20,1,22.29,175.69,-38.7,142,3.9273
1981,5,2,4,42,5.59,177.36,-37.68,142,3.9559
1964,4,14,4,32,15.7,176.66,-37.89,142,4.1823
1972,8,31,8,56,17.33,177.45,-37.28,142,4.2139
1950,1,17,4,15,46.36,175.82,-38.87,142,4.4882
2010,11,1,8,0,13.65,173.5643,-40.363,141.95,3.7973
2004,11,26,5,16,26.536,177.4372,-37.3438,141.92,3.5162
2018,5,19,20,37,25.675,177.3163,-37.3108,141.9129,3.5091
2001,5,8,23,52,29.046,176.8157,-37.9053,141.83,3.6173
1997,5,12,16,30,11.547,176.0039,-38.5336,141.7661,3.523
1991,12,27,1,22,29.445,177.4498,-37.0643,141.7645,3.5893
2009,7,26,4,35,52.916,177.4523,-37.1405,141.75,3.789
2000,5,6,21,9,30.721,175.7595,-38.6161,141.7343,3.5251
1987,8,25,14,45,57.281,175.8009,-38.5698,141.6831,3.618
1991,4,26,23,42,38.031,176.4924,-38.0492,141.6581,3.6201
1991,1,2,21,2,4.109,176.4202,-38.1189,141.5963,3.7151
2000,8,19,4,36,27.028,176.4922,-38.1542,141.5931,3.9497
2003,5,20,6,17,38.772,177.4883,-37.2267,141.56,3.6802
2020,9,2,17,49,6.934,180.6765,-33.1896,141.556,3.8246
2019,9,11,17,28,29.008,175.9593,-38.6075,141.462,4.2939
2018,2,26,18,48,25.499,180.362,-34.9597,141.4598,3.9398
2013,9,27,22,19,59.186,179.0178,-32.3322,141.415,4.2542
1992,2,26,22,21,32.052,176.2776,-38.1084,141.3768,3.5076
2002,11,17,2,0,54.542,177.5215,-37.3143,141.36,3.5956
2020,1,24,17,18,46.565,180.2816,-32.962,141.3302,3.6953
1994,9,6,22,55,44.125,177.405,-37.0299,141.3251,3.522
2009,8,21,17,24,28.621,179.2647,-36.0427,141.3152,5.3
2001,4,21,3,59,3.702,176.3497,-38.1188,141.27,3.7272
2001,6,30,18,32,56.977,176.443,-38.0913,141.25,3.7534
2018,12,14,1,58,3.831,176.7247,-37.5805,141.2435,3.7843
2000,9,29,16,57,44.221,176.0578,-38.4129,141.233,3.5926
1989,10,19,23,58,32.95,173.3858,-40.6016,141.2252,3.9159
2008,12,25,2,6,31.931,175.6558,-38.7222,141.22,4.1
1992,11,23,18,46,3.371,177.61,-36.9347,141.1909,4.1954
1991,5,7,16,29,50.25,176.6067,-38.0287,141.1495,3.6927
2020,11,10,1,28,17.295,177.5916,-36.9665,141.1133,3.7512
1996,11,20,17,26,2.166,177.4581,-37.1795,141.1063,4.0426
1993,7,11,22,29,36.966,175.3064,-39.0105,141.0844,4.1416
1988,2,26,7,37,6.903,181.3031,-34.7796,141.0817,4.2232
1996,2,1,16,56,37.663,177.4513,-37.0883,141.0498,3.5604
1992,6,24,18,8,52.026,175.16,-39.1847,141.0426,3.7746
1963,10,7,16,21,7.35,177.56,-36.93,141,3.5116
1972,11,19,4,10,19.83,175.53,-39,141,3.5615
1955,8,7,10,1,5.53,176.06,-38.83,141,3.5727
1982,10,30,15,31,47.23,173.45,-40.43,141,3.6064
1973,7,9,18,46,51.94,177.5,-37.37,141,3.6288
1983,10,17,14,38,49.57,179.34,-36.25,141,3.6951
1983,12,7,20,31,8.32,175.61,-38.98,141,3.6951
1963,10,31,19,19,36.35,178.2,-36.07,141,3.7359
1986,10,4,0,53,50.44,174.17,-39.68,141,3.7767
1960,4,21,17,8,51.81,177.98,-37.57,141,3.8787
1973,5,29,23,20,4.41,175.75,-38.63,141,3.9236
1951,6,20,3,38,8.09,175.88,-38.63,141,4.0827
1943,2,2,17,22,46.57,173.31,-41.05,141,4.2866
1984,2,21,15,31,11.88,173.58,-40.35,141,4.4794
1991,5,12,11,44,32.32,176.7826,-37.9642,140.9497,3.5402
1990,4,15,9,58,41.933,175.992,-38.4639,140.9453,4.3755
1990,7,7,8,36,45.46,179.8574,-36.4046,140.8126,3.6374
2007,12,13,16,20,12.301,175.2523,-39.2141,140.7739,3.5619
1992,4,4,13,34,25.534,177.4384,-36.4957,140.7492,3.6978
1994,9,7,0,45,15.13,175.7864,-38.6911,140.7151,3.8304
1994,8,9,11,53,28.643,176.5573,-37.8562,140.6619,3.7133
2017,10,10,6,1,11.643,176.4246,-37.9891,140.6507,3.5701
1999,4,7,12,19,32.994,181.1197,-36.9564,140.625,3.7256
1996,4,30,18,47,58.661,175.009,-39.2987,140.6027,3.9306
2015,12,30,19,50,49.88,173.3901,-40.4689,140.529,4.6
2010,12,13,21,15,22.445,179.2562,-35.6078,140.52,3.6176
2007,11,16,1,4,4.036,175.9104,-38.4359,140.5098,4.1288
1996,12,10,17,42,9.553,175.7968,-38.7388,140.364,3.5212
1996,8,28,5,48,23.019,175.7684,-38.7118,140.3299,3.8283
2002,12,26,0,11,8.711,176.8238,-37.8827,140.32,3.761
2020,11,29,17,12,59.084,174.7991,-39.2827,140.2925,4.7
2003,6,27,21,28,41.595,167.3323,-45.1437,140.27,4.6275
2001,10,19,8,24,50.102,177.5575,-37.2392,140.21,3.7251
2019,7,3,18,15,32.933,179.69,-35.6992,140.1563,4.075
1991,7,8,1,34,21.517,176.029,-38.5278,140.1547,3.7818
1996,12,4,21,15,24.647,176.1045,-38.4339,140.0481,3.5383
2007,9,26,0,14,58.358,176.3608,-38.2411,140.0338,3.6387
1994,5,5,5,52,59.647,176.4821,-38.004,140.0097,3.52
1962,9,14,9,57,31.65,172.84,-41.35,140,3.5751
1979,3,21,12,23,4.58,175.78,-38.68,140,3.5751
1977,11,20,3,11,4.21,177.19,-37.84,140,3.6771
1976,3,30,13,48,40.13,176.85,-37.84,140,3.7934
1970,10,21,20,18,14.82,177.89,-37.26,140,3.823
1949,2,19,10,23,56.05,176.5,-38.52,140,3.8301
1977,5,24,12,18,8.62,176.23,-38.36,140,3.8352
1944,9,23,1,26,33.7,176.24,-38.96,140,3.8811
1973,6,25,20,51,0.63,177.14,-37.5,140,3.8923
1986,9,18,10,24,1.33,176.58,-38.1,140,3.9015
1955,5,25,7,26,2.54,177.78,-38.02,140,3.9831
1942,9,10,21,26,7.69,176.33,-38.71,140,4.187
1952,7,8,13,33,11.1,179.59,-38.01,140,4.391
2015,4,1,22,37,3.223,180.7029,-35.4579,139.9962,3.6252
1993,5,6,9,22,54.99,177.5198,-37.0832,139.989,3.5497
1995,5,6,13,0,13.715,178.2459,-36.6198,139.9687,4.1616
2001,4,23,11,28,25.728,176.7643,-37.957,139.85,3.6332
2011,12,18,14,0,18.419,176.602,-37.9871,139.7905,3.5262
1997,3,21,16,20,56.667,177.2199,-37.5144,139.7209,3.537
1990,12,26,11,20,28.674,175.2653,-39.0478,139.6896,4.3622
1987,8,19,17,42,7.876,173.0931,-41.096,139.6719,3.6575
1996,6,23,1,18,56.402,177.4231,-36.9479,139.6518,3.8146
1997,10,31,3,40,7.543,177.2884,-37.5599,139.5639,3.5231
2010,6,7,0,44,33.105,177.4003,-37.2577,139.5,3.759
2002,8,29,18,25,26.962,179.0186,-36.0261,139.4779,4.4749
1995,6,5,7,5,49.34,175.8038,-38.5605,139.4224,3.8641
2018,9,30,0,46,14.824,179.9611,-35.1399,139.3953,3.5467
1991,5,31,19,20,6.605,176.1175,-38.3818,139.3343,3.9877
2008,1,26,1,6,30.78,176.189,-38.3828,139.3281,3.6265
2015,5,1,15,3,3.893,182.1422,-33.6454,139.2852,4.3306
1998,10,21,4,46,38.35,174.0834,-39.7973,139.2599,3.5687
2001,2,16,11,58,18.124,174.7615,-39.4433,139.2,4.1784
1997,11,9,8,28,55.084,177.1764,-37.5827,139.1745,4.5072
2000,12,17,7,30,6.939,177.9383,-36.8488,139.1579,3.9433
1999,11,24,20,25,11.711,173.8328,-40.4171,139.0961,3.5018
2015,12,24,10,18,52.939,176.593,-37.9252,139.033,3.7895
2015,9,13,18,14,57.818,177.2928,-37.3201,139.03,3.642
1985,7,14,6,20,6.55,172.89,-41.19,139,3.5092
1972,2,4,13,7,39.44,177.12,-37.54,139,3.55
1956,1,13,7,23,3.2,175.81,-38.83,139,3.5775
1960,7,29,22,6,19.38,174.2,-40.16,139,3.5775
1977,8,20,23,21,39.73,176.08,-38.73,139,3.5775
1970,4,19,19,57,19.03,177.91,-37.15,139,3.6071
1970,2,9,23,17,14.91,175.96,-38.62,139,3.7611
1986,9,23,1,37,45.45,177.69,-37.03,139,3.7611
1953,12,22,2,20,13.79,175.34,-39.19,139,3.7815
1955,7,31,23,48,15.03,176,-38.85,139,3.7815
1970,10,10,2,44,16.84,178.06,-37.13,139,3.8029
1982,8,18,21,53,5.85,176.89,-37.88,139,3.8835
1974,1,24,3,42,3.67,175.14,-39.37,139,4.3546
1976,1,9,17,37,42.78,176.55,-38.46,139,4.3791
2020,2,17,12,16,41.557,176.3466,-38.0007,138.9559,3.7849
1992,9,28,11,17,19.177,176.6113,-37.899,138.9138,3.7674
1990,3,5,21,33,43.397,172.8332,-41.2695,138.8898,3.8338
1998,2,20,20,53,34.6,176.8765,-37.6732,138.8862,4.307
2013,2,21,12,7,52.701,181.8505,-34.6922,138.8059,3.6081
1994,4,17,0,54,17.958,177.0616,-37.7248,138.7752,4.9232
1997,10,31,22,53,15.893,176.7898,-38.0013,138.7336,5.0478
1988,2,2,4,48,1.438,176.3316,-38.3152,138.6129,3.9109
1988,4,23,7,17,4.956,177.2913,-37.5329,138.5448,3.6867
1987,7,2,17,40,33.631,177.8095,-36.6211,138.4805,3.6654
1990,9,5,22,36,45.742,176.188,-38.4003,138.4573,3.8409
2002,8,12,9,10,32.578,175.9472,-38.5777,138.45,3.5015
2014,7,8,5,59,14.92,177.7377,-36.9344,138.424,3.7363
2000,4,11,18,37,13.608,176.1231,-38.2383,138.4142,3.7064
1990,9,10,19,49,54.349,177.2894,-37.4681,138.3955,3.5147
2000,9,25,1,53,48.83,177.3979,-37.2044,138.3486,3.6229
1991,1,31,21,8,47.703,175.3354,-38.8686,138.3475,3.6301
1988,7,11,4,11,14.968,167.8973,-44.9277,138.3456,3.5923
2000,12,29,12,10,16.605,172.798,-41.3148,138.2891,3.7638
2018,9,9,16,10,24.76,175.711,-38.5497,138.2263,4.3
1994,3,30,19,13,21.077,180.0791,-36.2164,138.1998,3.9017
2015,7,6,9,29,22.931,180.8465,-35.747,138.1647,3.8727
1999,9,25,7,43,50.887,177.8854,-36.8807,138.147,3.8141
1988,3,1,5,46,36.382,180.1959,-33.6142,138.098,4.1069
1998,9,6,5,30,29.726,175.9416,-38.3893,138.0975,3.5776
2000,7,27,5,8,48.238,176.9692,-37.7693,138.0829,3.6664
1992,6,26,4,7,29.6,175.7938,-38.6511,138.0715,3.5379
1972,6,22,0,28,0.28,173.51,-40.48,138,3.5391
1970,5,25,23,20,30.85,174.98,-39.53,138,3.5493
1969,4,2,0,16,34.85,175.66,-38.79,138,3.5595
1967,1,2,6,35,10.14,174.04,-39.77,138,3.5799
1984,4,28,1,36,30.73,177.4,-37.16,138,3.5942
1976,8,8,9,22,9.2,167.63,-45.14,138,3.6166
1977,9,19,21,7,29.7,175.9,-38.78,138,3.842
1981,3,31,15,52,29.35,175.51,-38.62,138,3.845
1972,11,28,23,28,45.84,176.09,-38.57,138,3.893
1977,2,6,15,16,39.2,173.51,-40.41,138,3.9083
1985,12,21,20,2,37.05,179.23,-35.62,138,4.0286
1975,7,20,20,1,7.54,176.01,-38.66,138,4.0817
1950,2,13,8,14,59.79,175.79,-38.92,138,4.0898
1966,3,31,7,51,9.86,177.29,-37.49,138,4.1581
1969,11,26,16,57,39.65,176.37,-38.43,138,4.2938
1952,3,16,14,41,10.11,174.07,-39.98,138,4.4978
1985,5,8,23,9,56.05,178.7,-36.23,138,4.512
1966,6,27,21,47,8.47,177.27,-38.3,138,5.2959
2020,7,1,9,46,37.847,181.5913,-34.6889,137.9984,3.7902
1998,9,2,6,54,40.72,177.3867,-37.1509,137.9815,5.215
1996,10,19,21,40,2.294,179.5035,-35.5416,137.9104,3.5148
1989,7,8,1,12,12.757,175.0026,-39.5089,137.8926,3.7168
2012,9,29,3,46,47.452,177.8946,-36.8608,137.862,3.6985
2000,8,19,9,20,16.42,177.684,-36.9453,137.8471,4.0902
1994,12,14,23,17,11.794,177.1243,-37.2297,137.8093,3.8557
2016,1,11,0,14,39.602,176.5375,-38.0669,137.8084,4.8
2013,9,22,3,49,42.12,173.5368,-40.3724,137.706,3.5294
1995,9,19,12,32,59.449,178.6963,-36.3453,137.6576,3.6868
1991,6,24,18,8,50.836,178.6472,-35.8972,137.6324,3.8418
2005,7,8,19,12,36.651,174.203,-39.632,137.62,3.5345
2020,2,12,10,47,15.916,180.098,-36.1209,137.6126,3.971
2000,3,15,22,59,30.248,176.5929,-38.1452,137.5465,4.3918
2001,4,26,17,29,24.549,176.5467,-38.1818,137.45,3.6309
2016,5,13,16,42,10.298,177.2604,-37.3001,137.431,4.1244
2001,5,26,0,8,35.93,175.683,-38.776,137.32,3.645
2013,5,2,10,7,15.729,166.0888,-47.9482,137.3147,4.7
1997,10,3,1,41,43.349,173.9974,-39.9537,137.2919,3.5163
1996,6,6,7,11,16.128,179.657,-35.877,137.2044,3.593
1987,5,28,9,49,49.152,177.5651,-37.182,137.2036,3.746
1990,6,14,14,40,2.697,175.9191,-38.5369,137.0155,4.3655
1969,9,5,12,58,0.16,177.5,-36.9,137,3.5078
1986,12,22,0,27,23.08,177.4,-37.34,137,3.5568
1975,5,17,9,11,35.39,167.55,-45.48,137,3.5721
1974,3,24,17,54,13.5,180.15,-37.25,137,3.5823
1965,7,13,19,32,11.26,176.53,-37.94,137,3.6118
1978,3,7,5,8,15.58,175.9,-38.73,137,3.6608
1976,2,4,19,49,4.98,175.68,-38.82,137,3.673
1951,12,24,0,8,27.1,177.25,-38.08,137,3.6843
1974,4,5,11,31,27.12,174.21,-40.54,137,3.7026
1970,2,1,17,1,47.5,177.59,-37.37,137,3.773
1968,7,17,2,5,41.41,175.24,-39.13,137,4.0086
1961,1,25,4,28,36.84,176.14,-38.63,137,4.0922
1956,4,18,19,10,37.46,178.34,-37.9,137,4.1432
1974,3,19,9,1,6.58,177.72,-37.58,137,4.2197
1985,7,1,19,22,33.26,180.04,-36.5,137,4.2625
1947,1,20,22,8,59.23,177.68,-38.33,137,4.2962
1985,2,14,0,28,49.88,179.54,-36.34,137,4.4665
1982,8,7,15,41,37.9,174.54,-39.72,137,4.7888
1949,1,20,0,2,59.74,175.94,-38.76,137,4.8571
1979,6,17,14,15,39.1,174.89,-39.5,137,5.2
2011,11,16,23,36,37.592,177.3645,-37.13,136.9337,4.1137
2004,7,28,17,6,49.287,175.9048,-38.445,136.9,3.9146
2014,10,29,4,7,54.519,181.5359,-35.6429,136.874,4.1163
2019,3,19,17,39,34.177,177.3439,-37.1593,136.8402,4.3383
1994,8,29,18,3,32.261,176.9548,-37.5868,136.8279,3.6214
1994,4,10,4,15,55.071,177.6845,-37.0923,136.8064,3.6001
2000,7,31,3,16,30.064,176.7157,-37.9927,136.7562,3.7919
1990,5,16,13,1,52.096,177.6435,-37.0342,136.7275,3.9664
2018,9,11,11,12,15.193,182.107,-32.5496,136.7058,4.6963
1988,11,8,22,9,46.832,177.5692,-37.2401,136.6488,3.5076
2013,3,14,13,19,8.148,179.5083,-35.2398,136.61,3.5218
2015,5,11,4,19,42.815,172.7472,-41.2116,136.61,3.9152
1993,6,23,16,46,54.981,176.9176,-37.8362,136.5903,3.5945
1994,7,3,12,13,24.241,176.3992,-38.0513,136.5868,3.6363
1988,7,19,2,58,16.332,167.4761,-44.9691,136.5371,5.5
2014,7,26,11,35,35.172,173.6889,-40.3874,136.478,4.1
2000,8,23,4,35,8.279,175.8806,-38.7615,136.4488,3.6947
1991,4,24,0,31,50.575,176.5637,-38.2701,136.4431,3.6968
1990,11,27,1,15,37.057,172.7834,-41.3084,136.4357,3.6213
1993,7,14,1,48,27.169,167.5777,-45.0298,136.3313,3.8541
2004,9,28,10,1,46.655,177.4595,-37.2027,136.33,3.6245
2000,3,3,22,46,28.848,176.1844,-38.3371,136.3209,3.5013
1994,8,5,3,15,58.68,177.1228,-37.4989,136.1584,3.775
2008,6,3,9,39,2.58,175.972,-38.5542,136.1258,4.0025
2000,4,27,9,14,45.812,173.9805,-40.1917,136.0871,5.423
1991,1,16,21,53,4.665,176.1364,-38.4495,136.0845,4.0872
2000,12,19,22,52,4.372,179.2569,-35.9686,136.0506,3.9537
2001,7,23,0,19,20.023,174.9737,-39.1723,136.03,3.6894
2016,5,2,0,26,49.221,177.357,-37.2526,136.03,5
1967,8,10,17,56,1.61,173.87,-40.19,136,3.5082
1986,3,11,20,42,26.53,175.88,-38.53,136,3.5846
1972,9,25,23,16,9.99,173.56,-40.47,136,3.5948
1982,7,20,15,16,44.79,172.96,-41.31,136,3.6356
1973,5,27,0,22,15.19,175.53,-38.75,136,3.6866
1964,10,7,3,44,38.18,175.58,-39,136,3.7305
1957,3,11,22,5,43.74,178.25,-37.12,136,3.7376
1960,8,20,0,2,20.47,176.12,-38.46,136,3.7886
1966,7,6,5,54,5.85,175.84,-38.66,136,3.8396
1966,5,12,19,9,28.84,174.66,-39.95,136,3.9243
1979,6,29,20,50,8.09,177.42,-37.82,136,3.9294
1952,3,11,2,21,11.9,178.68,-37.28,136,3.9416
1977,7,23,2,18,49.4,177.2,-37.66,136,4.0069
1985,2,13,23,42,34.94,179.45,-36.38,136,4.0436
1950,12,17,11,40,5.07,176.5,-38.86,136,4.0946
1952,7,16,3,20,22.38,172.76,-41.33,136,4.1966
1980,1,7,6,34,12.41,175.83,-38.69,136,4.2404
1955,7,26,14,8,15.89,174.22,-39.53,136,4.2985
1967,5,3,10,48,52.29,175.87,-38.91,136,4.7198
1980,8,31,17,37,19.52,173.76,-39.97,136,4.9105
2000,9,12,7,8,14.753,177.4069,-37.1513,135.9975,3.6877
2000,12,4,12,38,35.737,176.8951,-37.873,135.9611,3.7194
1996,6,22,22,46,5.19,177.6174,-36.8423,135.8794,4.2234
2020,11,10,6,15,53.359,181.1722,-33.7217,135.8711,3.873
1987,11,8,17,24,1.098,175.9774,-38.424,135.7165,3.5404
2020,4,17,10,39,8.407,177.6304,-37.0212,135.6075,3.5692
1997,5,3,16,46,1.845,182.0185,-32.5494,135.4866,6.775
2019,11,21,10,27,25.068,177.4466,-37.3257,135.4046,3.5154
1990,3,10,6,7,26.551,176.3643,-38.0807,135.3999,3.633
1996,11,30,8,23,18.078,178.732,-35.9704,135.3543,3.9187
1993,6,28,7,31,33.478,167.2943,-45.3669,135.2366,3.6477
2011,4,7,22,12,44.089,174.442,-39.6161,135.2323,5.2
2016,4,6,7,29,1.441,180.2993,-35.4559,135.2002,3.5202
1988,2,25,6,42,24.935,167.5217,-45.2773,135.1159,4.8453
1998,5,9,4,20,1.271,173.6099,-40.2147,135.0812,3.6123
1995,10,2,0,48,6.216,174.9099,-39.3151,135.0789,3.8102
1992,10,20,5,35,55.619,179.0895,-35.4066,135.0693,4.0091
1991,5,2,12,0,41.214,175.6586,-38.7197,135.0112,3.9409
1972,3,22,0,8,15.44,175.95,-38.79,135,3.5207
1965,11,30,0,41,36.04,175.63,-38.82,135,3.536
1971,8,20,19,55,40.6,176.25,-38.36,135,3.536
1986,5,22,8,44,10.63,176.01,-38.66,135,3.5982
1964,10,18,0,10,24.26,173.49,-40.67,135,3.6278
1970,11,14,14,29,37.14,179.62,-36.9,135,3.6635
1967,1,26,1,38,57.95,174.07,-40.14,135,3.7002
1955,7,10,16,46,39.69,176.28,-38.4,135,3.74
1956,7,2,13,22,12.55,175.55,-38.75,135,3.842
1951,12,24,16,24,33.79,177.03,-38.3,135,4.1989
1944,8,19,15,30,49.75,172.92,-40.39,135,4.3009
1977,1,18,22,43,50.26,177.44,-37.14,135,5.0148
1989,6,8,8,13,27.83,177.4798,-37.2229,134.9294,3.8595
1990,6,5,2,26,25.085,176.089,-38.4247,134.8939,3.5057
1995,3,15,6,37,28.396,177.3335,-37.1499,134.8631,3.9331
1992,7,1,0,13,41.81,177.2049,-37.4967,134.7724,3.9945
1989,4,20,4,8,6.814,167.645,-45.0729,134.6023,3.7144
1998,1,16,23,26,45.624,177.971,-36.8128,134.596,4.2978
1989,8,14,4,32,4.584,177.4033,-37.1314,134.5877,3.7624
2015,2,5,17,55,36.638,180.8795,-32.8128,134.5708,4.1953
1995,5,10,21,27,0.997,178.5347,-35.8235,134.5662,4.1204
1987,10,27,12,16,56.515,173.4711,-40.4383,134.5448,3.5004
2017,7,7,23,12,59.404,173.841,-40.2815,134.5337,3.7869
1999,7,22,0,43,46.578,177.0205,-37.8846,134.4715,3.5434
1992,11,12,21,2,52.086,174.4482,-39.7404,134.3656,3.819
2013,1,20,0,45,57.184,174.3019,-39.7732,134.2578,4.8
2004,6,6,22,4,40.46,175.3683,-39.082,134.24,4.2168
2019,4,23,6,14,11.038,179.3527,-35.9544,134.2297,3.6043
1998,3,8,11,17,28.251,177.5233,-37.1431,134.1763,4.4987
1992,6,25,4,44,33.275,175.865,-38.7101,134.1613,4.0979
2001,9,9,4,1,48.784,175.5533,-38.7307,134.11,3.5924
1996,4,16,17,46,45.421,177.1866,-37.4162,134.1038,3.7187
1972,11,12,13,9,50.2,177.41,-37.38,134,3.5078
1982,4,24,8,19,9.57,177.87,-36.96,134,3.569
1975,11,9,8,12,45.8,174.11,-40.6,134,3.571
1974,7,11,19,20,6.55,172.78,-41.42,134,3.5894
1981,3,4,0,15,8.19,178.01,-36.74,134,3.6231
1971,2,21,14,46,13.38,174.03,-40.06,134,3.671
1982,2,1,22,5,2.46,175.98,-38.71,134,3.6996
1943,10,29,17,34,34.02,175.6,-39.45,134,3.7934
1960,1,12,7,14,28.28,175.91,-38.47,134,3.7934
1982,8,2,14,16,8.34,172.8,-41.32,134,4.1564
1960,11,17,21,17,59.03,176.31,-38.74,134,4.2523
1975,2,16,6,42,51.47,167.73,-45.03,134,4.3665
1971,10,10,11,18,54.12,167.26,-45.87,134,4.7316
1969,1,2,10,25,21.13,167.47,-45.09,134,5.3777
1990,6,5,17,27,6.792,177.0887,-37.7381,133.9843,3.8444
2019,12,15,9,52,23.824,177.212,-37.4472,133.8653,5
1992,10,23,15,23,44.354,177.7383,-36.9288,133.8106,3.7694
2006,1,8,5,37,40.658,177.5313,-37.2452,133.76,3.8782
2012,8,3,11,48,34.021,180.5853,-35.6653,133.7042,4.0018
2007,8,15,19,56,16.449,173.4664,-40.9643,133.6947,4.3404
2014,10,19,18,7,42.289,167.4584,-45.1849,133.6719,4.7
2020,6,20,6,24,36.944,181.1037,-34.1343,133.5009,3.8352
2017,8,17,20,8,49.926,176.1132,-38.3181,133.4359,4.2
2009,12,21,12,40,51.519,177.3878,-37.6677,133.39,4.4
2019,11,13,10,45,41.361,180.4417,-33.4328,133.2156,3.7125
1990,4,29,6,55,34.171,174.8472,-39.2959,133.1324,3.565
1993,6,6,22,40,37.649,176.9709,-37.7497,133.1084,3.7394
1995,11,15,19,11,10.625,177.3075,-37.1873,133.1023,4.5461
2004,4,17,0,18,41.729,176.6938,-37.9952,133.0623,4.7
1968,4,6,21,46,55.51,167.81,-44.99,133,3.5102
1975,7,31,13,48,38.56,178.14,-36.45,133,3.5173
1978,2,19,7,40,24.89,173.62,-40.91,133,3.5337
1969,6,9,4,25,19.3,177.37,-37.34,133,3.5918
1975,12,4,9,52,31.39,175.59,-38.82,133,3.5918
1986,3,2,3,49,29.4,177.91,-37.01,133,3.6173
1973,11,23,4,53,28.74,167.59,-45.09,133,3.6285
1977,4,6,16,29,5.63,177.39,-37.4,133,3.6622
1986,8,29,4,41,50.62,177.04,-37.77,133,3.6642
1983,12,16,10,37,54.93,176.16,-38.08,133,3.6836
1984,6,28,5,14,35.5,176.94,-37.66,133,3.8182
1953,3,23,20,19,33.77,177.69,-37.89,133,3.8977
1955,1,23,1,59,16.19,175.52,-38.73,133,3.9487
1978,1,25,12,23,54.79,177.4,-37.4,133,3.9538
1965,7,20,3,57,41.07,177.4,-37.26,133,3.962
1984,5,8,22,1,37.21,177.31,-37.22,133,4.2241
1979,8,6,18,15,34.5,179.35,-37.67,133,4.2547
1989,1,22,22,30,16.383,176.2078,-38.5171,132.9781,3.5521
1995,10,21,11,29,41.342,173.4723,-40.5049,132.8945,3.5002
2000,12,21,20,3,5.772,172.7706,-41.246,132.8358,4.1092
1993,7,30,0,10,43.374,177.3318,-37.4811,132.812,3.6279
1990,11,3,17,37,11.234,179.4304,-35.8889,132.8008,4.2195
2006,5,8,21,23,5.292,167.3758,-45.0567,132.8,3.6299
2003,9,3,13,54,40.026,180.4591,-36.0523,132.782,3.7351
2003,9,20,6,13,38.956,177.5813,-37.3275,132.72,3.6308
1993,3,10,15,50,19.218,177.8955,-36.7959,132.7167,3.5945
1989,3,20,11,34,10.419,176.4758,-38.0076,132.6741,4.1412
2000,8,16,5,0,1.122,176.1732,-38.4705,132.5745,3.5989
1992,8,28,3,11,31.801,177.5841,-36.9823,132.4737,4.0887
2019,6,28,22,30,59.815,175.8808,-38.6707,132.436,3.6353
2003,12,29,21,18,13.566,176.9792,-37.5557,132.42,3.7675
1997,9,18,1,37,37.386,172.7457,-41.2344,132.3463,3.5638
2008,5,11,1,29,44.976,177.9848,-36.8148,132.304,3.5217
1990,11,6,14,50,30.453,177.221,-37.6228,132.2583,4.7868
1990,9,26,3,41,32.96,174.5318,-39.5117,132.25,3.6588
2001,10,16,23,21,44.659,175.6323,-38.7692,132.18,3.6028
1990,5,17,5,50,21.233,176.7881,-38.0831,132.1595,3.761
2008,8,6,7,6,0.239,175.1575,-39.192,132.15,3.5188
2010,5,27,4,51,25.888,177.8043,-36.9583,132.04,3.5168
2017,5,6,12,32,5.707,175.2089,-39.155,132.0379,3.5987
1961,3,22,7,36,39.3,172.54,-41.56,132,3.5942
1986,10,7,13,12,30.88,175.85,-38.83,132,3.6686
1973,1,25,13,51,8.04,176.61,-38.13,132,3.7533
1985,3,8,23,23,55.84,177.54,-37.44,132,3.7777
1980,4,16,23,7,1.6,175.85,-38.91,132,3.9093
1977,3,7,1,9,26.25,178.47,-37.29,132,3.9256
1956,3,19,3,44,35.19,173.94,-39.81,132,3.9511
1977,12,23,5,40,0.21,167.67,-44.83,132,3.9613
1962,11,18,23,38,26.98,178.11,-37.09,132,3.9685
1947,8,3,1,4,41.38,173.1,-41.13,132,4.0021
1946,2,12,6,16,39.19,175.02,-39.77,132,5.5105
2017,9,29,10,55,39.81,181.9091,-34.2376,131.9677,3.6593
2001,2,21,14,45,44.173,177.5682,-37.2851,131.9505,3.5729
1995,2,13,1,52,35.103,175.3082,-39.2206,131.9197,4.0676
2020,10,17,21,26,49.834,173.1197,-40.9643,131.8773,3.5492
1987,10,11,18,23,30.945,174.2998,-39.7481,131.8351,4.0413
2000,3,30,15,27,32.084,177.3604,-37.0327,131.7864,4.6166
2000,8,30,17,52,50.34,167.4795,-45.2256,131.7365,3.5295
2020,7,29,18,41,17.101,176.8827,-37.7152,131.7195,4.3
2019,4,26,14,24,22.299,180.2479,-35.0812,131.7148,3.7448
