source_id,source_magnitude,source_completeness_above_ref,source_to_end_time_distance,pos_source_to_start_time_distance,l_hat,G
74,4.0,0.0,12590.989195023149,1998.989195023148,0.055119300507672844,0.024001137545127785
75,3.7,0.0,12585.645732407407,1993.6457324074074,0.039533739760512804,0.016589381376389115
77,4.5,0.0,12582.199122453703,1990.1991224537037,0.012899823692014992,0.04481355995485903
78,3.6,0.0,12579.581136689814,1987.581136689815,0.03183252246795061,0.014699224000223114
79,3.9000000000000004,0.0,12577.796092013888,1985.796092013889,0.347256695090046,0.021342442168868228
80,3.6,0.0,12577.383552662037,1985.3835526620371,0.00825858590974261,0.014715413300587772
81,4.0,0.0,12572.497111111112,1980.497111111111,0.06145368176879436,0.02422431641334625
82,4.5,0.0,12569.201151967593,1977.2011519675925,0.012537291123498382,0.04510646657391809
83,3.7,0.0,12560.249415856482,1968.2494158564814,0.13387737460524862,0.016802036943946396
84,3.7,0.0,12557.148159722223,1965.1481597222223,0.001207892297023784,0.01682827807510058
87,3.8000000000000003,0.0,12552.694755787037,1960.6947557870371,0.03454881381697568,0.019092710387462283
89,3.9000000000000004,0.0,12546.462030092593,1954.4620300925926,0.0201218105306455,0.021681353736579805
90,3.6,0.0,12544.076844097222,1952.0768440972222,0.24365553234557838,0.014964006424545935
91,3.6,0.0,12540.439386805556,1948.4393868055556,0.05400819764127515,0.01499152756107396
94,3.8000000000000003,0.0,12530.22304212963,1938.2230421296297,0.011584469971643014,0.019310720656161875
95,4.9,0.0,12528.463166666666,1936.4631666666667,0.034712034402294534,0.07560971349524648
96,3.7,0.0,12524.461340740741,1932.4613407407408,0.001235388023353816,0.017108549436445446
97,4.6000000000000005,0.0,12524.008885416666,1932.0088854166668,0.02596507714926231,0.052239270915012466
98,4.2,0.0,12523.327344907408,1931.3273449074075,0.02318392110699502,0.03182233731347631
101,3.7,0.0,12501.65642824074,1909.6564282407408,0.07016330290462235,0.017308172497992547
102,3.6,0.0,12500.009234027777,1908.0092340277777,0.0016235988191003598,0.015302499802251878
103,3.9000000000000004,0.0,12496.721806944444,1904.7218069444446,0.046724057205683706,0.022235793349235526
104,4.2,0.0,12491.80729513889,1899.8072951388888,0.04139388416117293,0.03233737002365924
105,3.7,0.0,12475.662056597223,1883.6620565972223,0.02165189176770488,0.01753993482703513
106,4.3,0.0,12471.179649305555,1879.1796493055556,0.10644784116938844,0.03699564993347337
107,3.6,0.0,12466.215902777778,1874.2159027777777,0.007958511865346107,0.015569783338518568
109,3.6,0.0,12459.485233796297,1867.4852337962964,0.007678685725332004,0.015623843712526609
110,3.6,0.0,12457.636989814815,1865.6369898148148,0.0011353265541156222,0.01563873745774302
111,4.4,0.0,12452.981756944444,1860.9817569444444,0.01133037128075086,0.04227418294091638
112,3.6,0.0,12449.222851273149,1857.222851273148,0.003654485177042493,0.01570680851626322
113,4.1000000000000005,0.0,12448.538174189815,1856.5381741898148,0.00857605596986794,0.029208592554731308
114,3.7,0.0,12447.26892638889,1855.268926388889,0.08564959928776579,0.017798374835998814
115,3.8000000000000003,0.0,12435.38292662037,1843.3829266203704,0.04428892971412989,0.020272478923647985
116,3.7,0.0,12434.82209837963,1842.8220983796296,0.21578628502253006,0.01791345519152864
117,3.6,0.0,12423.683810185184,1831.6838101851852,0.1563972319070122,0.015916142452783884
119,3.6,0.0,12409.946493287038,1817.9464932870371,0.03370519934012678,0.016030466969654725
120,3.7,0.0,12406.676340162037,1814.6763401620371,0.009173239791523402,0.018177809191126198
121,3.6,0.0,12402.140385416667,1810.1403854166667,0.1887420273037254,0.016095978488206767
122,3.9000000000000004,0.0,12397.401184027778,1805.4011840277778,0.3000962877574259,0.023407545259832095
123,3.9000000000000004,0.0,12395.927520833333,1803.9275208333333,0.29258327331172695,0.023425618288222746
124,3.6,0.0,12391.308695833333,1799.3086958333333,0.005944441827835826,0.016187547585578756
126,3.6,0.0,12389.13559375,1797.13559375,0.1453017289886269,0.016206012574683206
127,3.8000000000000003,0.0,12386.791833333333,1794.7918333333334,0.1110588328261162,0.02079304484624129
128,3.7,0.0,12380.534455787038,1788.5344557870371,0.031111821838010128,0.018428602706077178
129,4.0,0.0,12378.209184027777,1786.2091840277778,0.005832147581819892,0.02676610111264688
130,3.7,0.0,12377.16919675926,1785.1691967592592,0.028021195440320536,0.01846126406400119
131,4.5,0.0,12375.718166782408,1783.7181667824075,0.014110820978855031,0.049822287194661065
132,4.7,0.0,12375.060737268519,1783.0607372685186,0.1889111105811607,0.06386775351099441
133,3.9000000000000004,0.0,12367.676311342593,1775.6763113425925,0.013146485798708156,0.02377617808301785
134,4.1000000000000005,0.0,12359.363091203704,1767.3630912037038,0.022242194610242478,0.030602515913440046
135,4.3,0.0,12354.700601967592,1762.7006019675925,0.16540616264806157,0.03931302044021316
136,3.7,0.0,12352.169527083333,1760.1695270833334,0.011475041900294082,0.018706645723540603
138,3.7,0.0,12345.92176574074,1753.9217657407407,0.00018771802803947918,0.018768737349968447
139,4.0,0.0,12338.942754861111,1746.942754861111,0.37821230584660026,0.027327941430503294
140,3.6,0.0,12336.068097685185,1744.0680976851852,0.0013728984631755778,0.01666694252224628
141,3.6,0.0,12335.75417013889,1743.7541701388889,0.007335717090078884,0.016669727745851282
142,4.4,0.0,12335.215087962963,1743.215087962963,0.003276252337856229,0.04496592848580729
143,4.0,0.0,12328.809591782407,1736.8095917824073,0.0019747524489732433,0.027475819599834667
144,4.0,0.0,12327.73158101852,1735.7315810185185,0.0008614003795328036,0.027491622725206902
145,3.8000000000000003,0.0,12323.642978703703,1731.6429787037036,0.0002987630982104274,0.021500103783086297
146,4.2,0.0,12319.76156712963,1727.7615671296296,0.1651169140068211,0.035379892875355645
147,3.6,0.0,12314.300372685186,1722.3003726851853,0.023002489990597896,0.01686175146930094
148,4.3,0.0,12314.075949537037,1722.075949537037,0.02029126138623516,0.04017274392714717
149,3.8000000000000003,0.0,12312.109663773148,1720.1096637731482,0.00021534580160534512,0.021633155554351555
150,3.6,0.0,12310.669211689816,1718.6692116898148,0.057720679194174,0.01689458388840962
151,3.6,0.0,12308.410185185185,1716.4101851851851,0.0007008260004658926,0.016915058640612515
152,3.6,0.0,12306.510078356481,1714.5100783564815,0.0013715889623710723,0.016932309492464173
153,3.7,0.0,12305.654022800925,1713.654022800926,0.3492108135185347,0.019176507876939343
154,3.7,0.0,12295.01300474537,1703.0130047453704,0.0077984015073558725,0.019286508765240504
155,4.2,0.0,12294.512054398148,1702.5120543981482,0.04725183359823666,0.03586243406317167
156,3.9000000000000004,0.0,12289.716308796296,1697.7163087962963,0.6547408535967992,0.02478565943591824
158,4.5,0.0,12284.670760532408,1692.6707605324075,0.004426139288788853,0.05230046025689091
159,3.6,0.0,12279.945926157407,1687.9459261574075,0.07228030184072659,0.01717631029021816
160,3.8000000000000003,0.0,12272.016931712962,1680.016931712963,0.02075610783047966,0.022105544850470202
161,3.7,0.0,12267.812469791666,1675.8124697916667,0.0017370595242766375,0.019572099089251248
162,3.7,0.0,12262.745188310186,1670.745188310185,0.023975951677727852,0.019626015452496134
163,3.7,0.0,12257.64859837963,1665.6485983796297,0.003019728167711618,0.019680473069478597
164,3.8000000000000003,0.0,12252.784816666666,1660.7848166666668,0.14490839034657943,0.022337749430527312
165,3.6,0.0,12247.426387152778,1655.4263871527778,0.284955930648516,0.017482386866651056
166,3.8000000000000003,0.0,12247.354192708333,1655.3541927083334,0.08007405239866915,0.02240399375388953
167,3.8000000000000003,0.0,12238.169445601852,1646.1694456018517,0.04055153187973601,0.02251671948750618
168,3.8000000000000003,0.0,12236.88510474537,1644.8851047453704,0.03484001050846448,0.022532551728290478
169,3.6,0.0,12235.79126087963,1643.7912608796296,0.011109793008914248,0.017593929324227264
170,5.6000000000000005,0.0,12226.647361458334,1634.6473614583333,0.5645799434697221,0.21116223227986236
171,4.1000000000000005,0.0,12226.629930787038,1634.629930787037,0.026079709062336216,0.03287103282597315
172,4.4,0.0,12226.293936689815,1634.293936689815,0.10804839175602032,0.04769302608161235
173,5.0,0.0,12226.039207407408,1634.0392074074075,0.6990104477784721,0.10037797853059471
174,3.7,0.0,12218.92689675926,1626.9268967592593,0.009754101064535777,0.020101892732466438
175,3.7,0.0,12218.803733564815,1626.8037335648148,0.011197287664288031,0.020103255206972852
177,4.4,0.0,12214.837420138889,1622.837420138889,0.05701454373724377,0.047994502743813255
178,3.6,0.0,12210.487724074073,1618.487724074074,0.0012319997907326652,0.017840315362652594
179,4.3,0.0,12208.233536226851,1616.2335362268518,0.03336751771898515,0.04255194432465218
180,3.7,0.0,12203.278991782407,1611.2789917824075,0.27554808337741776,0.020276141926347305
181,3.8000000000000003,0.0,12200.746140046296,1608.7461400462962,0.03624232113667859,0.02298515898329697
182,3.9000000000000004,0.0,12200.570229166668,1608.5702291666666,0.047540903147897336,0.02602217457450107
183,3.7,0.0,12197.621882060184,1605.6218820601853,0.01641701368080626,0.020339711549834483
185,3.6,0.0,12195.845009837964,1603.845009837963,0.01169946164476815,0.01798533236695028
187,4.2,0.0,12191.059673032407,1599.0596730324073,0.026011583307436744,0.037948419576308554
189,3.6,0.0,12179.682924768518,1587.6829247685184,0.10511588647338638,0.018147523554309167
190,4.1000000000000005,0.0,12178.08759375,1586.08759375,0.09705727134179855,0.03376542989033951
191,3.7,0.0,12175.410418055555,1583.4104180555555,0.006397400815894598,0.020592310682863758
193,3.8000000000000003,0.0,12170.396089583333,1578.3960895833334,0.0030785751172461404,0.02337620696300572
195,3.9000000000000004,0.0,12166.41226400463,1574.4122640046296,0.1935435032641293,0.0265212883612673
196,4.1000000000000005,0.0,12165.122909490741,1573.1229094907408,0.14031599637281247,0.03401068448020895
197,3.6,0.0,12164.330427546296,1572.3304275462963,0.0007223777801202238,0.01830370001156317
198,4.2,0.0,12162.0022625,1570.0022625,0.4593228154578475,0.038568043827512985
199,3.8000000000000003,0.0,12161.57352037037,1569.5735203703703,0.02006299446300391,0.023491819574018916
200,3.6,0.0,12159.857336574074,1567.857336574074,0.04226740471227415,0.01834959643276903
201,3.8000000000000003,0.0,12158.911249884259,1566.9112498842592,0.0006639838996517832,0.02352688111298722
202,4.2,0.0,12158.058494328703,1566.0584943287038,0.019071443437407392,0.038653351050877624
203,4.1000000000000005,0.0,12158.058419675926,1566.058419675926,0.04424977849236651,0.03414549129370007
204,4.9,0.0,12157.954378703704,1565.9543787037037,0.14990288750555417,0.09208504877334064
205,3.6,0.0,12157.229270949074,1565.2292709490741,0.47596125134640144,0.01837664539865958
206,3.6,0.0,12155.917902777777,1563.9179027777777,3.142976700462309e-05,0.018390165669449343
207,4.4,0.0,12149.68571412037,1557.6857141203704,0.003160798309669862,0.04976635326223845
208,3.6,0.0,12149.684240625,1557.684240625,0.001486508928442879,0.018454647352866525
209,4.2,0.0,12149.684071875,1557.684071875,0.0014762037439256877,0.03883547417203015
210,3.6,0.0,12149.683384606482,1557.6833846064815,0.0005744639860084493,0.018454656231790222
211,3.6,0.0,12149.67988449074,1557.6798844907407,0.0006529417468399403,0.01845469253628515
212,3.6,0.0,12147.816086805555,1555.8160868055556,0.011316331047845003,0.01847404035791382
213,4.3,0.0,12141.706153935185,1549.7061539351853,0.5301792563478208,0.04416032041748377
214,3.6,0.0,12141.471230324074,1549.471230324074,0.002038658207414409,0.018540143100395996
215,3.6,0.0,12140.855490162037,1548.855490162037,0.08015115745539497,0.01854657771591834
216,3.7,0.0,12140.495882986112,1548.4958829861112,0.029740590841522387,0.020999338495362504
217,4.3,0.0,12137.56863425926,1545.5686342592592,0.025657656476338032,0.04426345998632046
218,3.8000000000000003,0.0,12137.365796412038,1545.365796412037,0.04954671718224133,0.02381365428565269
219,3.9000000000000004,0.0,12136.844960300927,1544.844960300926,0.05907610808907592,0.026965438428106937
220,4.6000000000000005,0.0,12135.97620474537,1543.9762047453703,0.05975181008664284,0.06426833617475432
221,3.6,0.0,12130.896040046297,1538.8960400462963,0.10743011693848178,0.018651142421572987
222,3.8000000000000003,0.0,12125.397427777778,1533.3974277777777,0.0001513058555436651,0.02397531945184506
223,4.0,0.0,12124.033230555555,1532.0332305555555,0.09345286462208838,0.03074734684409115
224,3.8000000000000003,0.0,12121.67386736111,1529.6738673611112,0.03014488563061772,0.024025966552561857
225,3.8000000000000003,0.0,12120.003906712964,1528.003906712963,0.006166726959830959,0.02404873545398164
227,3.6,0.0,12111.993654050926,1519.993654050926,0.03498103696886219,0.0188521530344078
228,3.6,0.0,12106.725864351853,1514.725864351852,0.0010558823497392672,0.018908776898176993
230,3.6,0.0,12105.533563541667,1513.5335635416666,0.07711759813346336,0.01892163008873533
231,3.6,0.0,12105.367010416667,1513.3670104166667,0.0007440259300460555,0.018923426649990218
232,3.6,0.0,12102.702810069444,1510.7028100694445,0.0037589051086816213,0.018952201090673228
233,4.3,0.0,12102.127597222223,1510.1275972222222,0.01205597471452779,0.04516258838520061
234,3.6,0.0,12097.514433680555,1505.5144336805556,0.07967746444086415,0.019008435405168188
235,4.1000000000000005,0.0,12093.571492939815,1501.5714929398148,0.09753167168482554,0.03541560774631191
236,4.5,0.0,12087.469760416667,1495.4697604166668,0.10519845700762984,0.05836169656953359
237,3.8000000000000003,0.0,12084.53108449074,1492.5310844907408,0.0967875463124484,0.024540503166924153
238,3.7,0.0,12074.57516099537,1482.5751609953704,0.13573267908886097,0.021802962840530366
239,4.1000000000000005,0.0,12067.165038310186,1475.165038310185,0.014219057089832668,0.03595723590499184
241,3.8000000000000003,0.0,12066.582336342593,1474.5823363425925,0.027738855256478807,0.024795393191564565
242,4.0,0.0,12066.47074212963,1474.4707421296296,0.013426496078245568,0.03177653884118649
243,3.6,0.0,12063.759103472223,1471.7591034722223,0.04001217470968985,0.019380800579127493
245,3.6,0.0,12052.230815011573,1460.2308150115741,0.022167967691038706,0.01951061963303627
246,3.7,0.0,12049.534523252314,1457.5345232523148,0.006913631967186317,0.022120992979797367
247,3.9000000000000004,0.0,12042.36325005787,1450.3632500578703,0.04547696155916211,0.02846578711125948
248,3.9000000000000004,0.0,12041.833621793981,1449.8336217939816,0.002297582932533592,0.028474566517878865
249,3.7,0.0,12041.82639809028,1449.8263980902777,0.0016142611585907196,0.02222037281923549
250,3.6,0.0,12041.82430244213,1449.8243024421297,0.001710393313797287,0.019628995161563953
251,3.7,0.0,12041.814041400463,1449.8140414004629,0.003310304715353251,0.022220532701529277
252,3.7,0.0,12039.095555891203,1447.0955558912037,0.001897541134664566,0.022255751497220203
254,3.7,0.0,12014.735028125,1422.735028125,0.006855266273688872,0.022575357707587913
255,4.0,0.0,12006.698913645834,1414.6989136458333,0.014815107319421483,0.03290412981562836
256,3.7,0.0,12000.436814907407,1408.4368149074073,0.007383403796412753,0.022766375868447146
257,4.0,0.0,11999.780277546297,1407.7802775462962,0.000769488450737427,0.033038763219562825
258,4.1000000000000005,0.0,11997.200400474536,1405.200400474537,0.023664489936371276,0.03745760207814068
260,3.8000000000000003,0.0,11995.95924324074,1403.9592432407408,0.003640306873768302,0.025840293826158177
261,3.8000000000000003,0.0,11995.956372523147,1403.956372523148,0.0070895660132115745,0.025840337720563402
262,3.9000000000000004,0.0,11995.523116215278,1403.5231162152777,0.008717202678852938,0.0292592599331728
263,3.7,0.0,11995.513883912037,1403.513883912037,0.008170948118662029,0.022832743785621896
264,3.7,0.0,11994.326606469907,1402.3266064699073,0.0030160525087507746,0.022848796368184262
265,3.7,0.0,11994.240943472223,1402.2409434722222,0.0079463240446493,0.022849955274826514
266,3.6,0.0,11994.203760787037,1402.203760787037,0.09770713055981549,0.020185574402303164
267,3.9000000000000004,0.0,11994.007457685186,1402.0074576851853,0.01115044915922973,0.029285524219273402
268,3.9000000000000004,0.0,11993.675776574075,1401.675776574074,0.005007898032463765,0.029291276842949767
269,4.7,0.0,11992.933609444444,1400.9336094444445,0.03561746398443809,0.07902411417293008
270,4.1000000000000005,0.0,11992.92951582176,1400.9295158217592,0.008807924492265645,0.03755241477729759
271,6.5,0.0,11992.928761666666,1400.9287616666666,0.6438898900766494,0.7364263916166935
272,4.2,0.0,11992.926624097223,1400.9266240972222,0.06987318339054731,0.042510128375986146
273,3.7,0.0,11992.925460462962,1400.925460462963,0.002391727337072369,0.022867763865190273
274,4.2,0.0,11992.924213090278,1400.9242130902778,0.0745483785367663,0.04251018908920446
275,3.6,0.0,11992.923093287038,1400.923093287037,0.001955719756193424,0.020200890038620332
276,5.300000000000001,0.0,11992.92294244213,1400.9229424421296,0.22910770876153552,0.16629730101149126
277,3.6,0.0,11992.920451469909,1400.9204514699074,0.03761144898147178,0.020200921651657964
278,4.1000000000000005,0.0,11992.91475462963,1400.9147546296297,0.030911562694465305,0.03755274313996666
279,4.4,0.0,11992.91427079861,1400.9142707986111,0.011466292653715142,0.0544757478837461
280,4.4,0.0,11992.913707337962,1400.913707337963,0.028917179152611584,0.05447576606654367
281,4.4,0.0,11992.91152116898,1400.9115211689814,0.06044203002302999,0.05447583661400891
282,4.7,0.0,11992.911229409721,1400.9112294097222,0.1690704342979706,0.07902516182193187
283,3.8000000000000003,0.0,11992.908248946758,1400.9082489467592,0.020935708377008058,0.02588701231179137
284,4.0,0.0,11992.905343287037,1400.905343287037,0.010122718905827999,0.03317342284794116
285,3.7,0.0,11992.904178101851,1400.9041781018518,0.0022177655238084454,0.02286805216208181
286,3.7,0.0,11992.903581064815,1400.9035810648147,0.0029923650930485527,0.022868060249798542
288,3.9000000000000004,0.0,11992.895539907408,1400.8955399074075,0.00259308753487343,0.029304816293554792
289,4.1000000000000005,0.0,11992.8870725,1400.8870725,0.013353769869471411,0.03755335894127079
290,4.0,0.0,11992.886535949074,1400.8865359490742,0.0033437144973244752,0.03317379243493952
291,3.9000000000000004,0.0,11992.884306284723,1400.8843062847222,0.011410913381102826,0.029305011303998027
292,4.1000000000000005,0.0,11992.88168650463,1400.8816865046297,0.027156557300436184,0.037553478757020274
293,3.6,0.0,11992.868442766205,1400.8684427662038,0.005774955385079649,0.02020154402472215
294,4.2,0.0,11992.86842375,1400.86842375,0.020787722719179336,0.04251159399768016
296,3.8000000000000003,0.0,11992.867157800925,1400.867157800926,0.011276536085394305,0.025887642446500384
297,3.7,0.0,11992.865545405093,1400.8655454050927,0.008406726758327545,0.02286857550643793
298,4.0,0.0,11992.864319131944,1400.8643191319445,0.004948089784412997,0.03317422903085212
299,4.3,0.0,11992.85582292824,1400.8558229282407,0.030771101134047955,0.048124301009092374
300,4.4,0.0,11992.855213680556,1400.8552136805556,0.022305542378821437,0.054477653701826396
301,4.1000000000000005,0.0,11992.854010231482,1400.8540102314814,0.022004739049329012,0.0375540944473969
302,3.9000000000000004,0.0,11992.784063587964,1400.784063587963,0.01314921639917448,0.02930675156260948
303,4.1000000000000005,0.0,11992.782489560184,1400.7824895601852,0.004441011970772925,0.03755568558162341
304,3.8000000000000003,0.0,11992.778324814815,1400.7783248148148,0.12688146611253476,0.025889004788771493
305,4.1000000000000005,0.0,11992.72108275463,1400.7210827546296,0.025181888197094777,0.03755705179704434
306,4.4,0.0,11992.71909582176,1400.7190958217593,0.042954482560507636,0.05448204673612022
307,3.7,0.0,11992.718607800925,1400.7186078009258,0.002141895090445985,0.022870566197119246
308,4.4,0.0,11992.716647708334,1400.7166477083333,0.021876733015345075,0.05448212575113512
309,4.5,0.0,11992.710713530092,1400.7107135300926,0.05189178097809624,0.061675030709329635
310,4.2,0.0,11992.708214837963,1400.708214837963,0.03471702771571846,0.04251562885394735
311,4.0,0.0,11992.707577916666,1400.7075779166667,0.0074828320603129925,0.03317730950791323
312,4.7,0.0,11992.670044398148,1400.670044398148,0.039551373627695625,0.07903645353342487
313,3.9000000000000004,0.0,11992.603284988427,1400.603284988426,0.018988955698390188,0.029309890380242887
314,3.8000000000000003,0.0,11992.60107585648,1400.6010758564814,0.021204054827966494,0.02589172342183995
315,3.6,0.0,11992.560017268519,1400.5600172685185,0.0016326463287501807,0.02020523549557996
316,3.6,0.0,11992.362838148149,1400.362838148148,0.009855262432077735,0.020207596052536254
317,3.7,0.0,11992.287327175925,1400.2873271759258,0.03326619625661823,0.022876410734761533
318,3.8000000000000003,0.0,11992.281403587964,1400.281403587963,0.02410423410612272,0.025896627692915775
319,3.8000000000000003,0.0,11992.085842731482,1400.0858427314815,0.007459520888617946,0.025899628636477344
320,3.9000000000000004,0.0,11991.96004755787,1399.9600475578704,0.01400946674511011,0.029321063141673154
321,3.7,0.0,11991.947437488427,1399.947437488426,0.00353915999838082,0.022881018469224565
322,3.8000000000000003,0.0,11991.782093136575,1399.782093136574,0.02270463618404113,0.025904290877561246
323,3.8000000000000003,0.0,11991.779822847222,1399.7798228472222,0.052356014764671346,0.02590432572921849
324,3.6,0.0,11991.776992615742,1399.7769926157407,0.026305463035974124,0.020214612194798528
325,3.7,0.0,11991.753687118056,1399.7536871180555,0.019995334873271528,0.022883645724123356
326,4.0,0.0,11991.489937037037,1399.489937037037,0.013840215852015156,0.03320125577455364
327,3.6,0.0,11991.011284791666,1399.0112847916666,0.017316201341031366,0.020223788282136314
329,3.6,0.0,11988.346370856481,1396.3463708564814,0.004503784701495064,0.02025577627058289
330,4.9,0.0,11986.195845185186,1394.1958451851851,0.06743355061355495,0.10167231436959051
331,4.2,0.0,11983.394791851852,1391.3947918518518,0.08579074021055606,0.04275124841547309
333,4.5,0.0,11981.913376446759,1389.9133764467592,0.018218902494573995,0.06207157075491301
334,3.6,0.0,11980.640114803242,1388.6401148032407,0.02010637353871305,0.020348736340962285
335,3.7,0.0,11977.536325625,1385.536325625,0.06421427447108682,0.02307776408223342
336,3.6,0.0,11977.459331400461,1385.459331400463,0.011838099558042764,0.02038730613217833
337,3.7,0.0,11955.857490648148,1363.857490648148,0.021065395724945944,0.023378907273552955
338,4.0,0.0,11932.98067212963,1340.9806721296297,0.039883454767696405,0.034385591086416194
339,3.8000000000000003,0.0,11924.189046076388,1332.1890460763889,0.21112501190916302,0.026976460248908252
340,3.9000000000000004,0.0,11923.283534606482,1331.2835346064815,0.4378605947159265,0.03055468108239475
