target_id,latitude,longitude,time,magnitude,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1
1522,-40.8536,175.5166,2015-01-13 17:12:01.648,4.1000000000000005,3.5,0.0,1.5264226889076911e-07,0.9999996288370459,3.7116295419637275e-07,1.0
1523,-43.0333,171.2595,2015-01-27 20:22:31.804,3.6,3.5,0.0,1.5264226889076911e-07,0.9995274904390324,0.00047250956096755217,1.0
1524,-39.2382,175.5392,2015-01-29 03:14:15.032,4.1000000000000005,3.5,0.0,1.5264226889076911e-07,0.004592672800178772,0.9954073271998213,1.0
1525,-42.9867,172.0777,2015-01-30 21:38:21.022,3.8000000000000003,3.5,0.0,1.5264226889076911e-07,0.5441531709447203,0.4558468290552798,1.0
1526,-38.5973,177.8666,2015-02-05 23:01:09.026,4.5,3.5,0.0,1.5264226889076911e-07,0.9263157994018465,0.07368420059815355,1.0
1527,-38.6095,177.8844,2015-02-05 23:02:35.077,4.4,3.5,0.0,1.5264226889076911e-07,0.9999994500545776,5.499454224662535e-07,1.0
1528,-38.3969,178.0161,2015-02-06 07:15:29.066,4.2,3.5,0.0,1.5264226889076911e-07,0.9812708018764515,0.018729198123548396,1.0
1529,-43.0443,171.2689,2015-02-07 13:41:52.385,3.9000000000000004,3.5,0.0,1.5264226889076911e-07,0.9994722779532188,0.0005277220467814103,1.0
1530,-38.5982,177.8732,2015-02-07 16:21:54.856,3.7,3.5,0.0,1.5264226889076911e-07,0.9999323795288529,6.762047114719082e-05,1.0
1531,-42.9952,171.302,2015-02-09 07:26:24.026,3.6,3.5,0.0,1.5264226889076911e-07,0.9973228191087771,0.0026771808912227878,1.0
1532,-43.568,172.3787,2015-02-16 06:28:58.267,3.7,3.5,0.0,1.5264226889076911e-07,0.9951899014879666,0.004810098512033368,1.0
1533,-40.9443,174.6687,2015-02-20 22:14:09.379,3.5,3.5,0.0,1.5264226889076911e-07,0.17385701878116386,0.8261429812188361,1.0
1534,-45.299,166.7029,2015-02-25 12:29:53.148,4.2,3.5,0.0,1.5264226889076911e-07,0.8910448787680901,0.10895512123190985,1.0
1535,-41.9144,173.3953,2015-02-25 12:40:38.569,4.3,3.5,0.0,1.5264226889076911e-07,0.0894175638131633,0.9105824361868367,1.0
1536,-46.4868,166.2728,2015-02-26 05:13:48.754,4.1000000000000005,3.5,0.0,1.5264226889076911e-07,0.7711345856309666,0.22886541436903338,1.0
1537,-40.6104,175.9012,2015-03-02 02:57:05.492,3.8000000000000003,3.5,0.0,1.5264226889076911e-07,0.9964864601421662,0.0035135398578338096,1.0
1538,-40.364,174.4067,2015-03-13 04:58:46.928,4.2,3.5,0.0,1.5264226889076911e-07,0.013490862304966138,0.9865091376950338,1.0
1539,-39.0929,175.2595,2015-03-15 02:28:24.811,3.6,3.5,0.0,1.5264226889076911e-07,0.055095493510350944,0.9449045064896491,1.0
