178.265093 -36.287135
177.853243 -36.816173
177.394741 -37.585648
177.304207 -37.659891
177.249693 -37.708014
177.194854 -37.740752
177.054367 -37.929187
177.002198 -37.938126
176.965898 -37.938155
176.945184 -37.949587
176.876167 -37.964993
176.853006 -38.015854
176.836554 -38.030883
176.795000 -38.043300
176.768111 -38.148823
176.723680 -38.283712
176.637199 -38.489017
176.529010 -38.694922
176.243467 -39.069243
176.066581 -39.290931
175.926252 -39.476243
175.894830 -39.571554
175.463290 -39.684148
175.067948 -39.594464
175.025285 -39.584690
174.987594 -39.576040
175.476844 -38.796700
175.477373 -38.795090
175.562123 -38.682733
175.648859 -38.567256
175.977911 -38.125361
176.037175 -37.895611
176.054172 -37.593200
176.084873 -37.289833
176.184122 -36.953440
176.251760 -36.869631
176.428166 -36.591589
176.592450 -36.359798
176.799878 -36.079761
178.265093 -36.287135
